name,snapshot,item1,usage1,item2,usage2,item3,usage3,item4,usage4,item5,usage5,item6,usage6,item7,usage7,item8,usage8,item9,usage9,item10,usage10,item11,usage11,item12,usage12,item13,usage13,item14,usage14,item15,usage15,item16,usage16,item17,usage17,item18,usage18,item19,usage19,item20,usage20,item21,usage21
Tyranitar,2022-11,Leftovers,55.798,Lum Berry,37.152,Choice Band,6.078,Other,0.971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metagross,2022-11,Leftovers,66.569,Choice Band,20.575,Lum Berry,10.572,Other,2.284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skarmory,2022-11,Leftovers,94.922,Nothing,4.618,Other,0.460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swampert,2022-11,Leftovers,86.257,Salac Berry,13.659,Other,0.084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gengar,2022-11,Leftovers,98.822,Other,1.178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zapdos,2022-11,Leftovers,99.722,Other,0.278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blissey,2022-11,Leftovers,99.864,Other,0.136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salamence,2022-11,Leftovers,79.976,Choice Band,14.614,Lum Berry,5.071,Other,0.339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snorlax,2022-11,Leftovers,92.528,Rawst Berry,3.955,Other,3.517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dugtrio,2022-11,Choice Band,99.638,Other,0.362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Celebi,2022-11,Leftovers,99.976,Other,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magneton,2022-11,Magnet,68.552,Leftovers,16.121,Salac Berry,9.738,Quick Claw,5.266,Other,0.322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jirachi,2022-11,Leftovers,92.802,Lum Berry,5.428,Other,1.770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Claydol,2022-11,Leftovers,99.998,Other,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suicune,2022-11,Leftovers,97.056,Other,2.944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aerodactyl,2022-11,Choice Band,75.408,Liechi Berry,22.151,Other,2.441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starmie,2022-11,Leftovers,98.569,Other,1.431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Breloom,2022-11,Leftovers,92.248,Choice Band,3.896,Other,3.855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heracross,2022-11,Leftovers,51.487,Salac Berry,38.018,Choice Band,10.156,Other,0.340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flygon,2022-11,Leftovers,71.644,Choice Band,25.747,Other,2.608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charizard,2022-11,Leftovers,88.741,Petaya Berry,5.287,Choice Band,3.222,Other,2.751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forretress,2022-11,Leftovers,99.570,Other,0.430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jolteon,2022-11,Leftovers,82.617,Petaya Berry,15.317,Other,2.066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gyarados,2022-11,Leftovers,94.030,Choice Band,5.338,Other,0.632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milotic,2022-11,Leftovers,99.456,Other,0.544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moltres,2022-11,Leftovers,98.251,Other,1.749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hariyama,2022-11,Leftovers,98.582,Other,1.418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Porygon2,2022-11,Leftovers,99.998,Other,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raikou,2022-11,Leftovers,85.086,Lum Berry,11.226,Other,3.688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Regice,2022-11,Leftovers,99.804,Other,0.196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marowak,2022-11,Thick Club,100.000,Other,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medicham,2022-11,Choice Band,52.121,Leftovers,30.610,Lum Berry,10.083,Salac Berry,5.540,Other,1.646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glalie,2022-11,Leftovers,49.081,Salac Berry,42.163,Lum Berry,8.756,Other,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cloyster,2022-11,Leftovers,99.914,Other,0.086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kingdra,2022-11,Leftovers,65.639,Lum Berry,22.499,Petaya Berry,9.008,Other,2.855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blaziken,2022-11,Salac Berry,45.751,Leftovers,44.275,Lum Berry,4.561,Silk Scarf,3.073,Other,2.339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Machamp,2022-11,Leftovers,96.549,Other,3.451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hypno,2022-11,Leftovers,100.000,Other,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Houndoom,2022-11,Leftovers,87.333,Black Glasses,10.389,Other,2.278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venusaur,2022-11,Leftovers,99.790,Other,0.210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ludicolo,2022-11,Leftovers,91.777,Scope Lens,5.449,Other,2.775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ninjask,2022-11,Leftovers,99.844,Other,0.156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dragonite,2022-11,Leftovers,99.991,Other,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jynx,2022-11,Leftovers,91.796,Lum Berry,5.121,Other,3.082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alakazam,2022-11,Lum Berry,50.423,Leftovers,33.143,Choice Band,15.996,Other,0.437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lanturn,2022-11,Leftovers,100.000,Other,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smeargle,2022-11,Salac Berry,69.846,Lum Berry,22.249,Lansat Berry,4.183,Other,3.721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lapras,2022-11,Leftovers,99.923,Other,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sceptile,2022-11,Leftovers,78.948,Petaya Berry,20.968,Other,0.084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vaporeon,2022-11,Leftovers,97.332,Other,2.668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steelix,2022-11,Leftovers,99.997,Other,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Regirock,2022-11,Choice Band,76.560,Leftovers,23.436,Other,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dusclops,2022-11,Leftovers,99.959,Other,0.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armaldo,2022-11,Leftovers,64.042,Choice Band,35.953,Other,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weezing,2022-11,Leftovers,100.000,Other,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ursaring,2022-11,Choice Band,99.301,Other,0.699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arcanine,2022-11,Leftovers,91.759,Nothing,7.727,Other,0.514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Espeon,2022-11,Leftovers,100.000,Other,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scizor,2022-11,Salac Berry,98.806,Other,1.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
