Pokemon,Usage,Snapshot
Celebi,50.24468,2015-03
Gengar,49.51617,2015-03
Tyranitar,37.27701,2015-03
Swampert,36.49232,2015-03
Magneton,30.95129,2015-03
Forretress,28.07313,2015-03
Salamence,25.07124,2015-03
Snorlax,24.59246,2015-03
Dugtrio,20.9826,2015-03
Metagross,20.71667,2015-03
Milotic,19.95293,2015-03
Aerodactyl,19.5651,2015-03
Starmie,18.52392,2015-03
Zapdos,17.88151,2015-03
Skarmory,17.79447,2015-03
Steelix,15.91412,2015-03
Jirachi,15.39272,2015-03
Suicune,12.31942,2015-03
Tauros,11.3833,2015-03
Gyarados,10.75543,2015-03
Blissey,10.7137,2015-03
Porygon2,8.16403,2015-03
Raikou,7.11552,2015-03
Medicham,6.97475,2015-03
Regice,6.66461,2015-03
Vaporeon,5.07759,2015-03
Dodrio,5.04486,2015-03
Charizard,4.67045,2015-03
Flygon,4.42499,2015-03
Cloyster,4.24194,2015-03
Houndoom,4.18037,2015-03
Heracross,4.00217,2015-03
Moltres,3.29733,2015-03
Jolteon,3.23357,2015-03
Cacturne,2.97709,2015-03
Tangela,2.73532,2015-03
Claydol,2.54624,2015-03
Rhydon,2.39005,2015-03
Weezing,2.33329,2015-03
Breloom,2.05634,2015-03
Umbreon,1.98565,2015-03
Alakazam,1.73329,2015-03
Exeggutor,1.68327,2015-03
Kingdra,1.44712,2015-03
Smeargle,1.39408,2015-03
Ninjask,1.33859,2015-03
Dragonite,1.20663,2015-03
Dusclops,1.13897,2015-03
Marowak,0.88639,2015-03
Machamp,0.71389,2015-03
Blaziken,0.70287,2015-03
Poliwrath,0.676,2015-03
Scizor,0.62131,2015-03
Exploud,0.51895,2015-03
Swellow,0.51151,2015-03
Ludicolo,0.51126,2015-03
Camerupt,0.48092,2015-03
Typhlosion,0.42559,2015-03
Lapras,0.42559,2015-03
Arcanine,0.4133,2015-03
Espeon,0.36827,2015-03
Articuno,0.35193,2015-03
Miltank,0.33232,2015-03
Gligar,0.32715,2015-03
Crobat,0.29815,2015-03
Ninetales,0.24909,2015-03
Sceptile,0.2384,2015-03
Misdreavus,0.21544,2015-03
Donphan,0.21104,2015-03
Blastoise,0.18564,2015-03
Hariyama,0.15785,2015-03
Rapidash,0.15632,2015-03
Shiftry,0.1563,2015-03
Gardevoir,0.13642,2015-03
Venusaur,0.13416,2015-03
Slaking,0.12378,2015-03
Octillery,0.11657,2015-03
Cradily,0.11241,2015-03
Linoone,0.09616,2015-03
Entei,0.08349,2015-03
Banette,0.0819,2015-03
Absol,0.07267,2015-03
Lanturn,0.07219,2015-03
Raichu,0.07057,2015-03
Bellossom,0.06791,2015-03
Seviper,0.05517,2015-03
Hitmonlee,0.05365,2015-03
Vigoroth,0.04105,2015-03
Vileplume,0.03958,2015-03
Hitmontop,0.02704,2015-03
Raticate,0.02334,2015-03
Sableye,0.02323,2015-03
Pidgeot,0.02292,2015-03
Seadra,0.02251,2015-03
Shedinja,0.01971,2015-03
Pikachu,0.01962,2015-03
Kingler,0.01908,2015-03
Machoke,0.01849,2015-03
Shuckle,0.01849,2015-03
Parasect,0.01705,2015-03
Mr. Mime,0.01284,2015-03
Metang,0.01212,2015-03
Flareon,0.01065,2015-03
Slowbro,0.00726,2015-03
Primeape,0.0068,2015-03
Furret,0.0068,2015-03
Aggron,0.00626,2015-03
Magikarp,0.00509,2015-03
Azumarill,0.00509,2015-03
Butterfree,0.00469,2015-03
Glalie,0.00457,2015-03
Nosepass,0.00436,2015-03
Scyther,0.00375,2015-03
Noctowl,0.00353,2015-03
Kecleon,0.00353,2015-03
Haunter,0.00138,2015-03
Hitmonchan,0.00137,2015-03
Sneasel,0.00106,2015-03
Chansey,0.00045,2015-03
Crawdaunt,0.00041,2015-03
Dunsparce,0.00041,2015-03
Sunflora,0.00023,2015-03
Roselia,0.00011,2015-03
