name,snapshot,teammate1,usage1,teammate2,usage2,teammate3,usage3,teammate4,usage4,teammate5,usage5,teammate6,usage6,teammate7,usage7,teammate8,usage8,teammate9,usage9,teammate10,usage10,teammate11,usage11,teammate12,usage12
Tyranitar,2022-11,Latias,42.795,Jirachi,36.796,Metagross,32.278,Gyarados,24.929,Swampert,23.874,Starmie,22.440,Breloom,20.835,Skarmory,20.775,Dragonite,18.660,Lucario,18.549,Heatran,18.184,,
Latias,2022-11,Jirachi,57.056,Tyranitar,54.070,Metagross,25.971,Heatran,25.841,Swampert,23.751,Skarmory,23.301,Flygon,21.261,Gyarados,18.657,Starmie,17.346,Rotom-Wash,17.173,Breloom,16.304,,
Jirachi,2022-11,Latias,57.801,Tyranitar,47.098,Heatran,24.045,Starmie,23.082,Gyarados,22.464,Breloom,22.274,Flygon,20.941,Swampert,19.049,Suicune,16.536,Dragonite,15.219,Metagross,14.870,,
Heatran,2022-11,Latias,39.460,Jirachi,36.244,Breloom,35.704,Tyranitar,35.084,Gengar,27.923,Starmie,27.572,Gyarados,26.614,Scizor,24.441,Rotom-Heat,20.751,Roserade,20.018,Machamp,15.302,,
Metagross,2022-11,Tyranitar,63.023,Latias,40.135,Dragonite,31.815,Infernape,27.621,Gyarados,25.249,Scizor,23.964,Swampert,23.478,Breloom,23.159,Jirachi,22.683,Starmie,19.781,Zapdos,19.237,,
Starmie,2022-11,Tyranitar,46.860,Jirachi,37.656,Heatran,29.842,Latias,28.669,Swampert,24.976,Scizor,24.119,Machamp,22.052,Metagross,21.155,Zapdos,21.107,Breloom,20.353,Skarmory,18.060,,
Scizor,2022-11,Infernape,38.667,Gyarados,30.554,Latias,28.760,Heatran,28.649,Metagross,27.757,Tyranitar,27.556,Starmie,26.122,Swampert,22.046,Jirachi,21.294,Breloom,19.534,Flygon,19.448,,
Gyarados,2022-11,Tyranitar,57.016,Jirachi,40.139,Latias,33.772,Heatran,31.548,Scizor,30.898,Metagross,29.576,Azelf,28.060,Breloom,25.346,Machamp,19.426,Dragonite,14.464,Rotom-Heat,14.225,,
Breloom,2022-11,Tyranitar,48.916,Heatran,43.446,Jirachi,40.856,Latias,30.296,Metagross,27.846,Gyarados,26.018,Starmie,22.882,Gengar,21.936,Dragonite,20.442,Scizor,20.278,Rotom-Heat,19.812,,
Swampert,2022-11,Tyranitar,57.813,Latias,45.523,Jirachi,36.039,Metagross,29.118,Starmie,28.964,Skarmory,25.184,Lucario,23.765,Scizor,23.607,Zapdos,19.203,Infernape,18.918,Gengar,17.464,,
Flygon,2022-11,Latias,44.766,Tyranitar,44.079,Jirachi,43.524,Metagross,23.237,Scizor,22.877,Infernape,22.484,Empoleon,21.982,Skarmory,21.793,Gengar,21.773,Suicune,18.156,Rotom-Frost,17.356,,
Skarmory,2022-11,Tyranitar,55.620,Latias,49.375,Jirachi,30.409,Swampert,27.842,Lucario,25.432,Rotom-Heat,24.139,Starmie,23.155,Flygon,21.932,Clefable,17.517,Heatran,15.004,Rotom-Wash,13.242,,
Gengar,2022-11,Tyranitar,42.171,Heatran,40.180,Metagross,26.534,Breloom,25.940,Jirachi,25.851,Latias,24.131,Scizor,22.849,Flygon,22.722,Starmie,21.341,Swampert,20.022,Machamp,18.209,,
Infernape,2022-11,Scizor,54.278,Metagross,44.909,Latias,39.439,Tyranitar,34.761,Jirachi,26.886,Flygon,26.831,Swampert,24.801,Zapdos,21.053,Rotom-Wash,19.656,Starmie,18.856,Weavile,18.110,,
Dragonite,2022-11,Tyranitar,59.463,Metagross,51.923,Jirachi,37.888,Breloom,27.746,Starmie,25.108,Swampert,20.406,Gyarados,20.153,Gengar,20.146,Scizor,19.177,Latias,16.501,Bronzong,15.288,,
Lucario,2022-11,Tyranitar,70.877,Latias,39.155,Swampert,37.500,Skarmory,36.299,Rotom-Heat,25.968,Metagross,19.751,Dragonite,16.779,Gyarados,16.738,Jirachi,15.892,Flygon,15.143,Gengar,13.959,,
Zapdos,2022-11,Tyranitar,41.840,Starmie,38.439,Metagross,37.469,Scizor,31.627,Jirachi,30.323,Swampert,30.156,Heatran,28.456,Infernape,25.219,Breloom,22.184,Weavile,19.492,Gengar,18.064,,
Rotom-Heat,2022-11,Heatran,41.609,Tyranitar,40.359,Skarmory,34.882,Breloom,32.648,Scizor,27.687,Jirachi,26.878,Lucario,26.291,Roserade,25.564,Gyarados,24.061,Swampert,23.348,Azelf,21.079,,
Rotom-Wash,2022-11,Tyranitar,62.264,Latias,58.780,Metagross,41.110,Jirachi,29.273,Infernape,26.775,Scizor,23.991,Skarmory,21.389,Heatran,21.285,Swampert,20.223,Starmie,18.597,Flygon,14.869,,
Azelf,2022-11,Gyarados,55.752,Tyranitar,51.594,Jirachi,37.789,Scizor,36.245,Heatran,32.570,Breloom,31.197,Rotom-Heat,24.760,Metagross,23.661,Latias,19.067,Flygon,17.981,Gengar,16.839,,
Machamp,2022-11,Starmie,48.240,Jirachi,44.543,Tyranitar,39.544,Gyarados,38.800,Latias,37.665,Heatran,36.230,Gengar,29.961,Scizor,25.546,Breloom,19.704,Swampert,19.469,Flygon,13.787,,
Suicune,2022-11,Jirachi,59.816,Latias,44.897,Tyranitar,37.257,Heatran,33.787,Flygon,31.600,Empoleon,27.089,Gengar,21.852,Rotom-Frost,21.058,Metagross,19.391,Dragonite,18.227,Breloom,17.237,,
Empoleon,2022-11,Tyranitar,61.692,Latias,59.335,Flygon,40.472,Jirachi,36.176,Suicune,28.657,Rotom-Frost,23.370,Metagross,20.799,Bronzong,18.848,Gyarados,17.868,Skarmory,16.012,Lucario,15.399,,
Roserade,2022-11,Heatran,56.143,Latias,41.310,Jirachi,38.740,Rotom-Heat,35.757,Swampert,32.059,Gengar,31.124,Tyranitar,27.775,Starmie,27.715,Skarmory,22.689,Hippowdon,19.672,Rotom-Wash,15.655,,
Clefable,2022-11,Jirachi,61.787,Latias,44.932,Skarmory,37.777,Tyranitar,31.509,Starmie,24.349,Hippowdon,22.860,Zapdos,18.607,Forretress,18.003,Gliscor,12.632,Flygon,12.551,Swampert,11.132,,
Bronzong,2022-11,Tyranitar,64.211,Dragonite,30.729,Starmie,28.454,Empoleon,24.648,Latias,24.639,Metagross,22.592,Flygon,19.526,Rotom-Wash,19.335,Heatran,18.943,Breloom,15.638,Gengar,14.148,,
Gliscor,2022-11,Tyranitar,62.096,Jirachi,36.956,Latias,35.804,Metagross,30.397,Lucario,27.113,Heatran,22.737,Starmie,20.740,Rotom-Heat,18.771,Clefable,18.159,Forretress,15.921,Empoleon,14.740,,
Magnezone,2022-11,Tyranitar,50.622,Latias,31.784,Breloom,31.534,Dragonite,31.312,Flygon,25.944,Metagross,23.856,Scizor,23.295,Jirachi,22.134,Gyarados,18.011,Bronzong,17.344,Clefable,16.805,,
Rotom-Frost,2022-11,Latias,93.125,Jirachi,74.245,Flygon,65.251,Empoleon,47.720,Suicune,45.489,Tyranitar,30.491,Lucario,28.357,Skarmory,27.260,Swampert,27.053,Infernape,21.179,Raikou,11.871,,
Hippowdon,2022-11,Jirachi,63.947,Heatran,48.254,Latias,43.636,Clefable,40.284,Roserade,36.990,Gengar,33.924,Skarmory,26.545,Starmie,23.562,Forretress,22.590,Aerodactyl,16.469,Gyarados,15.754,,
Forretress,2022-11,Tyranitar,43.293,Clefable,36.297,Jirachi,35.408,Rotom-Heat,34.236,Celebi,29.082,Lucario,27.730,Hippowdon,25.845,Gliscor,22.330,Gyarados,22.187,Latias,21.243,Swampert,20.228,,
Weavile,2022-11,Infernape,67.943,Metagross,63.286,Zapdos,61.045,Scizor,60.597,Swampert,57.826,Starmie,15.762,Dragonite,13.939,Magnezone,10.980,Bronzong,8.371,Blissey,7.485,Tyranitar,7.428,,
Kingdra,2022-11,Metagross,48.371,Infernape,34.420,Flygon,31.872,Tyranitar,29.003,Scizor,27.516,Gengar,22.680,Dragonite,21.301,Lucario,19.023,Azelf,17.906,Bronzong,17.695,Breloom,17.471,,
Aerodactyl,2022-11,Heatran,58.481,Gengar,41.170,Scizor,39.805,Gyarados,36.425,Tyranitar,34.994,Zapdos,26.954,Hippowdon,22.167,Starmie,20.039,Dragonite,19.803,Suicune,18.795,Infernape,18.572,,
Blissey,2022-11,Starmie,56.065,Zapdos,48.823,Skarmory,44.518,Tyranitar,26.786,Nidoqueen,26.062,Heatran,24.426,Jirachi,22.843,Dragonite,18.515,Breloom,18.052,Gyarados,16.833,Swampert,16.632,,
Celebi,2022-11,Tyranitar,46.964,Jirachi,36.808,Forretress,34.947,Heatran,29.390,Gyarados,24.343,Suicune,23.387,Swampert,20.530,Clefable,18.666,Machamp,17.783,Dragonite,16.356,Hippowdon,16.332,,
Donphan,2022-11,Tyranitar,48.181,Gyarados,41.683,Jirachi,41.195,Latias,36.953,Gengar,29.595,Clefable,27.677,Infernape,20.894,Vaporeon,20.692,Uxie,19.345,Skarmory,17.554,Dragonite,15.453,,
Uxie,2022-11,Tyranitar,73.235,Gyarados,54.362,Flygon,50.700,Magnezone,36.288,Jirachi,35.996,Scizor,31.409,Latias,28.895,Clefable,27.899,Rotom-Wash,25.582,Donphan,23.198,Skarmory,19.556,,
Nidoqueen,2022-11,Skarmory,65.874,Tyranitar,60.526,Starmie,59.791,Zapdos,52.163,Blissey,44.213,Rotom-Wash,25.010,Clefable,20.673,Jirachi,17.837,Abomasnow,15.749,Heatran,13.223,Suicune,12.898,,
Rotom-Mow,2022-11,Tyranitar,58.325,Starmie,43.059,Jirachi,39.645,Dragonite,33.579,Bronzong,32.117,Rhyperior,32.117,Scizor,29.536,Infernape,28.732,Slowbro,19.005,Heatran,17.821,Empoleon,16.354,,
Raikou,2022-11,Lucario,53.157,Swampert,47.596,Latias,47.575,Skarmory,47.567,Rotom-Frost,38.154,Machamp,19.456,Kingdra,18.111,Suicune,15.921,Gengar,14.043,Rotom-Heat,12.940,Tyranitar,11.725,,
Rhyperior,2022-11,Tyranitar,85.039,Bronzong,65.244,Rotom-Mow,46.690,Claydol,29.738,Slowbro,27.660,Vaporeon,27.058,Empoleon,19.104,Starmie,17.985,Swampert,15.271,Forretress,14.697,Breloom,14.431,,
Vaporeon,2022-11,Tyranitar,54.252,Donphan,36.856,Forretress,33.599,Heatran,31.840,Rotom-Heat,31.656,Dragonite,29.415,Clefable,28.814,Rhyperior,27.454,Gengar,27.386,Zapdos,25.374,Scizor,21.292,,
Electivire,2022-11,Skarmory,81.152,Starmie,72.579,Heatran,69.622,Rotom-Heat,66.921,Roserade,65.026,Gyarados,25.589,Blissey,19.937,Donphan,15.235,Venusaur,15.192,Infernape,8.520,Breloom,8.037,,
Milotic,2022-11,Jirachi,42.022,Clefable,37.845,Gengar,34.308,Magnezone,33.733,Gliscor,31.181,Dragonite,27.931,Scizor,26.588,Snorlax,26.433,Metagross,26.433,Tyranitar,23.701,Skarmory,22.363,,
Snorlax,2022-11,Gengar,74.332,Metagross,47.279,Infernape,37.706,Lanturn,37.678,Dragonite,33.148,Donphan,32.247,Scizor,32.149,Milotic,32.148,Yanmega,31.282,Latias,10.343,Heatran,9.798,,
Tentacruel,2022-11,Clefable,48.819,Jirachi,41.454,Abomasnow,39.396,Rotom-Heat,25.657,Latias,24.536,Skarmory,24.269,Gliscor,21.610,Weavile,21.140,Dragonite,20.271,Blissey,19.980,Metagross,19.862,,
Abomasnow,2022-11,Clefable,71.390,Starmie,48.676,Tentacruel,39.990,Jirachi,35.915,Skarmory,34.108,Nidoqueen,31.808,Latias,21.268,Spiritomb,20.285,Slowbro,15.616,Gliscor,15.594,Zapdos,15.410,,
Slowbro,2022-11,Bronzong,49.163,Tyranitar,47.744,Rhyperior,43.946,Rotom-Mow,43.898,Weavile,31.293,Clefable,29.631,Swampert,24.374,Vaporeon,19.639,Magnezone,18.909,Abomasnow,18.125,Dragonite,17.298,,
Mamoswine,2022-11,Dragonite,67.793,Scizor,57.987,Suicune,38.404,Celebi,38.277,Machamp,38.010,Tyranitar,26.436,Flygon,20.183,Magnezone,20.112,Latias,18.694,Infernape,14.629,Kingdra,13.414,,
Gallade,2022-11,Tyranitar,89.910,Latias,82.392,Jirachi,66.231,Lucario,42.368,Metagross,42.060,Flygon,39.117,Gliscor,27.420,Empoleon,15.569,Skarmory,15.249,Rhyperior,8.140,Vaporeon,8.140,,
Claydol,2022-11,Tyranitar,94.649,Empoleon,73.974,Rhyperior,56.763,Bronzong,56.763,Rotom-Mow,36.384,Clefable,21.650,Latias,21.050,Skarmory,21.050,Dragonite,20.381,Blaziken,20.380,Metagross,17.435,,
Spiritomb,2022-11,Skarmory,56.795,Starmie,49.847,Clefable,36.264,Nidoqueen,29.010,Abomasnow,29.010,Jirachi,27.514,Tyranitar,22.607,Lucario,20.647,Weezing,14.094,Raikou,14.094,Metagross,14.094,,
Dusknoir,2022-11,Skarmory,63.735,Tyranitar,60.731,Swampert,59.350,Empoleon,59.057,Gengar,56.908,Breloom,20.337,Heatran,17.703,Blissey,16.406,Metagross,14.327,Machamp,12.202,Gyarados,11.023,,
Togekiss,2022-11,Jirachi,68.742,Heatran,50.607,Rotom-Wash,48.451,Suicune,39.787,Nidoqueen,39.429,Starmie,29.689,Machamp,26.160,Breloom,23.744,Metagross,21.400,Blissey,18.170,Latias,16.211,,
Camerupt,2022-11,Jirachi,93.210,Gyarados,55.233,Dragonite,51.476,Rotom-Wash,51.127,Machamp,38.328,Metagross,38.326,Breloom,37.983,Skarmory,37.981,Suicune,37.977,Scizor,13.150,Latias,3.756,,
Venusaur,2022-11,Blissey,55.780,Gyarados,55.337,Donphan,54.513,Skarmory,51.009,Jirachi,36.951,Electivire,31.730,Starmie,24.643,Arcanine,22.373,Regirock,18.753,Dragonite,18.753,Scizor,13.162,,
Gastrodon,2022-11,Starmie,87.359,Zapdos,86.307,Roserade,86.303,Clefable,78.728,Jirachi,46.898,Registeel,34.523,Bronzong,17.911,Metagross,17.823,Gliscor,9.838,Latias,8.632,Magneton,8.632,,
Froslass,2022-11,Jirachi,63.564,Tyranitar,58.128,Flygon,55.402,Lucario,53.121,Heatran,49.088,Swampert,35.695,Dragonite,30.776,Celebi,29.747,Suicune,29.653,Gyarados,19.814,Infernape,6.213,,
Magneton,2022-11,Latias,88.475,Jirachi,82.632,Skarmory,67.417,Clefable,58.113,Gengar,31.566,Flygon,31.566,Tyranitar,21.896,Hippowdon,17.329,Breloom,14.321,Metagross,13.118,Gliscor,10.948,,
Lanturn,2022-11,Snorlax,83.340,Infernape,83.340,Gengar,83.340,Donphan,73.528,Yanmega,69.193,Hippowdon,14.147,Forretress,14.147,Gyarados,9.662,Starmie,9.275,Heracross,9.274,Dragonite,9.274,,
Porygon-Z,2022-11,Flygon,80.319,Gyarados,77.274,Skarmory,70.864,Latias,70.744,Jirachi,70.740,Heatran,15.461,Dragonite,11.939,Starmie,11.939,Infernape,11.297,Machamp,9.088,Metagross,8.983,,
Yanmega,2022-11,Infernape,78.865,Snorlax,77.258,Lanturn,77.258,Donphan,77.258,Gengar,77.258,Flygon,13.368,Breloom,12.063,Starmie,12.063,Metagross,12.063,Heatran,12.063,Heracross,3.365,,
Jolteon,2022-11,Machamp,62.264,Latias,49.384,Heatran,32.515,Infernape,31.983,Bronzong,30.403,Kingdra,30.393,Ludicolo,30.393,Roserade,26.155,Skarmory,26.003,Metagross,23.504,Suicune,20.249,,
Cresselia,2022-11,Lucario,61.136,Tyranitar,60.700,Metagross,53.113,Gliscor,53.113,Suicune,53.113,Forretress,30.168,Heatran,23.784,Gyarados,22.581,Hippowdon,22.524,Clefable,22.524,Breloom,15.610,,
Porygon2,2022-11,Rotom-Wash,99.875,Breloom,99.875,Latias,99.869,Jirachi,99.869,Skarmory,99.869,,,,,,,,,,,,,,
Shaymin,2022-11,Gyarados,68.382,Starmie,54.845,Azelf,44.970,Heatran,43.128,Lucario,39.066,Rotom-Heat,38.288,Scizor,31.420,Metagross,23.377,Latias,22.860,Gengar,21.312,Jirachi,20.230,,
Quagsire,2022-11,Skarmory,89.307,Tyranitar,79.263,Clefable,73.451,Latias,68.570,Jirachi,68.570,Heatran,15.858,Spiritomb,15.856,Celebi,15.856,Hitmontop,15.856,Magnezone,14.964,Slowbro,10.081,,
Registeel,2022-11,Starmie,99.761,Clefable,67.026,Roserade,67.013,Zapdos,67.013,Gastrodon,67.013,Infernape,32.851,Metagross,32.844,Latias,32.749,Rotom-Wash,16.397,,,,,,
Ludicolo,2022-11,Kingdra,97.804,Bronzong,55.236,Jolteon,43.328,Machamp,43.328,Heatran,43.328,Scizor,39.712,Jirachi,39.382,Rotom-Wash,37.047,Azumarill,27.980,Kabutops,21.150,Uxie,10.538,,
Arcanine,2022-11,Gyarados,54.011,Donphan,51.579,Venusaur,51.579,Blissey,44.446,Skarmory,44.446,Forretress,18.965,Dragonite,18.935,Starmie,18.935,Swellow,18.935,Jirachi,18.935,Flygon,12.103,,
Torterra,2022-11,Zapdos,85.213,Rotom-Heat,84.843,Vaporeon,84.374,Heatran,84.374,Forretress,84.374,Aerodactyl,12.438,Tyranitar,11.580,Aggron,10.673,Cradily,10.673,Armaldo,10.673,,,,
Crobat,2022-11,Rotom-Heat,36.685,Heatran,33.373,Starmie,33.346,Infernape,33.294,Bronzong,33.152,Weavile,33.152,Milotic,20.891,Hippowdon,20.890,Clefable,20.890,Forretress,20.890,Empoleon,17.011,,
Feraligatr,2022-11,Tyranitar,77.921,Magnezone,63.753,Latias,63.171,Azelf,63.171,Forretress,42.950,Skarmory,33.575,Gyarados,22.684,Kingdra,22.684,Metagross,21.497,Rotom-Wash,21.497,Donphan,21.497,,
