name,snapshot,ability1,usage1,ability2,usage2,ability3,usage3
Landorus-Therian,2022-11,Intimidate,100.000,,,,
Dragapult,2022-11,Infiltrator,62.958,Clear Body,36.317,Cursed Body,0.725
Melmetal,2022-11,Iron Fist,100.000,,,,
Garchomp,2022-11,Rough Skin,100.000,,,,
Ferrothorn,2022-11,Iron Barbs,99.975,Anticipation,0.025,,
Heatran,2022-11,Flash Fire,79.463,Flame Body,20.537,,
Zapdos,2022-11,Static,94.620,Pressure,5.380,,
Weavile,2022-11,Pressure,86.966,Pickpocket,13.034,,
Kartana,2022-11,Beast Boost,100.000,,,,
Tapu Lele,2022-11,Psychic Surge,100.000,Telepathy,0.000,,
Rillaboom,2022-11,Grassy Surge,99.795,Overgrow,0.205,,
Urshifu-Rapid-Strike,2022-11,Unseen Fist,100.000,,,,
Clefable,2022-11,Magic Guard,70.816,Unaware,29.028,Cute Charm,0.157
Corviknight,2022-11,Pressure,92.762,Mirror Armor,7.094,Unnerve,0.144
Tornadus-Therian,2022-11,Regenerator,100.000,,,,
Tyranitar,2022-11,Sand Stream,99.962,Unnerve,0.038,,
Toxapex,2022-11,Regenerator,99.273,Merciless,0.615,Limber,0.112
Tapu Fini,2022-11,Misty Surge,98.786,Telepathy,1.214,,
Slowbro,2022-11,Regenerator,99.260,Oblivious,0.740,Own Tempo,0.000
Blacephalon,2022-11,Beast Boost,100.000,,,,
Tapu Koko,2022-11,Electric Surge,99.991,Telepathy,0.009,,
Buzzwole,2022-11,Beast Boost,100.000,,,,
Mew,2022-11,Synchronize,100.000,,,,
Slowking-Galar,2022-11,Regenerator,99.844,Curious Medicine,0.145,Own Tempo,0.011
Volcarona,2022-11,Flame Body,80.115,Swarm,19.885,,
Pelipper,2022-11,Drizzle,99.921,Rain Dish,0.065,Keen Eye,0.014
Dragonite,2022-11,Multiscale,96.377,Inner Focus,3.623,,
Volcanion,2022-11,Water Absorb,100.000,,,,
Blissey,2022-11,Natural Cure,98.023,Serene Grace,1.670,Healer,0.308
Blaziken,2022-11,Speed Boost,99.913,Blaze,0.087,,
Victini,2022-11,Victory Star,100.000,,,,
Rotom-Wash,2022-11,Levitate,100.000,,,,
Ninetales-Alola,2022-11,Snow Warning,100.000,,,,
Excadrill,2022-11,Sand Rush,78.812,Mold Breaker,20.904,Sand Force,0.284
Bisharp,2022-11,Defiant,99.749,Pressure,0.229,Inner Focus,0.022
Barraskewda,2022-11,Swift Swim,99.639,Propeller Tail,0.361,,
Magnezone,2022-11,Magnet Pull,94.730,Analytic,3.469,Sturdy,1.801
Zeraora,2022-11,Volt Absorb,100.000,,,,
Crawdaunt,2022-11,Adaptability,99.827,Hyper Cutter,0.172,Shell Armor,0.001
Hawlucha,2022-11,Unburden,99.658,Limber,0.316,Mold Breaker,0.026
Regieleki,2022-11,Transistor,100.000,,,,
Nidoking,2022-11,Sheer Force,99.898,Poison Point,0.097,Rivalry,0.006
Hippowdon,2022-11,Sand Stream,96.994,Sand Force,3.006,,
Seismitoad,2022-11,Swift Swim,74.579,Water Absorb,25.402,Poison Touch,0.019
Aegislash,2022-11,Stance Change,100.000,,,,
Zapdos-Galar,2022-11,Defiant,100.000,,,,
Skarmory,2022-11,Sturdy,99.136,Keen Eye,0.566,Weak Armor,0.298
Celesteela,2022-11,Beast Boost,100.000,,,,
Swampert,2022-11,Damp,54.590,Torrent,45.410,,
Mandibuzz,2022-11,Overcoat,97.727,Big Pecks,2.156,Weak Armor,0.117
Cloyster,2022-11,Skill Link,99.106,Shell Armor,0.509,Overcoat,0.385
Tangrowth,2022-11,Regenerator,99.959,Chlorophyll,0.038,Leaf Guard,0.003
Slowking,2022-11,Regenerator,99.468,Oblivious,0.468,Own Tempo,0.064
Hydreigon,2022-11,Levitate,100.000,,,,
Torkoal,2022-11,Drought,99.493,White Smoke,0.278,Shell Armor,0.229
Gastrodon,2022-11,Storm Drain,84.627,Sticky Hold,14.674,Sand Force,0.699
Mamoswine,2022-11,Oblivious,54.217,Thick Fat,45.783,,
Scizor,2022-11,Technician,99.607,Swarm,0.339,Light Metal,0.054
Moltres-Galar,2022-11,Berserk,100.000,,,,
Hatterene,2022-11,Magic Bounce,99.904,Healer,0.084,Anticipation,0.012
Venusaur,2022-11,Chlorophyll,93.100,Overgrow,6.900,,
Kommo-o,2022-11,Bulletproof,87.432,Overcoat,8.767,Soundproof,3.801
Gengar,2022-11,Cursed Body,100.000,,,,
Latios,2022-11,Levitate,100.000,,,,
Nihilego,2022-11,Beast Boost,100.000,,,,
Chansey,2022-11,Natural Cure,99.179,Serene Grace,0.551,Healer,0.269
Azumarill,2022-11,Huge Power,92.732,Sap Sipper,7.123,Thick Fat,0.146
Cresselia,2022-11,Levitate,100.000,,,,
Marowak-Alola,2022-11,Rock Head,84.832,Lightning Rod,14.956,Cursed Body,0.212
Arctozolt,2022-11,Slush Rush,98.290,Volt Absorb,1.670,Static,0.041
Suicune,2022-11,Pressure,99.801,Inner Focus,0.199,,
Dracozolt,2022-11,Sand Rush,84.261,Hustle,10.216,Volt Absorb,5.523
Porygon2,2022-11,Download,54.798,Trace,43.613,Analytic,1.589
Keldeo,2022-11,Justified,100.000,,,,
Grimmsnarl,2022-11,Prankster,99.049,Frisk,0.908,Pickpocket,0.043
Jirachi,2022-11,Serene Grace,100.000,,,,
Umbreon,2022-11,Synchronize,97.032,Inner Focus,2.968,,
Tapu Bulu,2022-11,Grassy Surge,99.963,Telepathy,0.037,,
Quagsire,2022-11,Unaware,97.936,Water Absorb,2.003,Damp,0.061
Lycanroc-Dusk,2022-11,Tough Claws,100.000,,,,
Charizard,2022-11,Solar Power,60.835,Blaze,39.165,,
Latias,2022-11,Levitate,100.000,,,,
Polteageist,2022-11,Weak Armor,91.637,Cursed Body,8.363,,
