Pokemon,Usage,Snapshot
Tyranitar,52.03143,2022-11
Latias,41.24158,2022-11
Jirachi,40.3773,2022-11
Heatran,26.82348,2022-11
Metagross,26.77017,2022-11
Starmie,24.74715,2022-11
Scizor,22.78452,2022-11
Gyarados,22.56413,2022-11
Breloom,21.99691,2022-11
Swampert,21.43876,2022-11
Flygon,19.68737,2022-11
Skarmory,19.33357,2022-11
Gengar,18.67087,2022-11
Infernape,16.45028,2022-11
Dragonite,16.31367,2022-11
Lucario,13.63416,2022-11
Zapdos,13.55253,2022-11
Rotom-Heat,13.2695,2022-11
Rotom-Wash,11.98233,2022-11
Azelf,11.32751,2022-11
Machamp,11.23152,2022-11
Suicune,11.13502,2022-11
Empoleon,10.71086,2022-11
Roserade,9.60413,2022-11
Clefable,8.88464,2022-11
Bronzong,8.1134,2022-11
Gliscor,6.26497,2022-11
Magnezone,5.72872,2022-11
Rotom-Frost,5.19349,2022-11
Hippowdon,5.02951,2022-11
Forretress,4.53422,2022-11
Weavile,4.44474,2022-11
Kingdra,4.28153,2022-11
Aerodactyl,3.83771,2022-11
Blissey,3.66116,2022-11
Celebi,3.65682,2022-11
Donphan,2.67168,2022-11
Uxie,2.25984,2022-11
Nidoqueen,2.18947,2022-11
Rotom-Mow,2.14764,2022-11
Raikou,1.58934,2022-11
Rhyperior,1.54079,2022-11
Vaporeon,1.51927,2022-11
Electivire,1.51011,2022-11
Milotic,1.31069,2022-11
Snorlax,1.09869,2022-11
Tentacruel,1.08489,2022-11
Abomasnow,1.03151,2022-11
Slowbro,0.97164,2022-11
Mamoswine,0.90969,2022-11
Gallade,0.8101,2022-11
Claydol,0.80887,2022-11
Spiritomb,0.75715,2022-11
Dusknoir,0.72175,2022-11
Togekiss,0.71242,2022-11
Camerupt,0.70694,2022-11
Venusaur,0.69976,2022-11
Gastrodon,0.6733,2022-11
Froslass,0.5449,2022-11
Magneton,0.53079,2022-11
Lanturn,0.50518,2022-11
Porygon-Z,0.4822,2022-11
Yanmega,0.45091,2022-11
Jolteon,0.43636,2022-11
Cresselia,0.42767,2022-11
Porygon2,0.39266,2022-11
Shaymin,0.37507,2022-11
Quagsire,0.3546,2022-11
Registeel,0.34696,2022-11
Ludicolo,0.3069,2022-11
Arcanine,0.29075,2022-11
Torterra,0.28256,2022-11
Crobat,0.27411,2022-11
Feraligatr,0.27043,2022-11
Staraptor,0.25163,2022-11
Mesprit,0.24914,2022-11
Hitmontop,0.2297,2022-11
Heracross,0.22114,2022-11
Kabutops,0.20918,2022-11
Charizard,0.2055,2022-11
Blaziken,0.20354,2022-11
Alakazam,0.1932,2022-11
Hariyama,0.1825,2022-11
Hitmonlee,0.1759,2022-11
Regirock,0.14394,2022-11
Moltres,0.14382,2022-11
Umbreon,0.13702,2022-11
Weezing,0.13366,2022-11
Cradily,0.1313,2022-11
Blastoise,0.09985,2022-11
Swellow,0.09703,2022-11
Slowking,0.0877,2022-11
Tauros,0.08766,2022-11
Azumarill,0.08598,2022-11
Ursaring,0.08186,2022-11
Ambipom,0.07574,2022-11
Gardevoir,0.06981,2022-11
Tangrowth,0.0683,2022-11
Drapion,0.06225,2022-11
Aggron,0.05938,2022-11
Qwilfish,0.05916,2022-11
Rotom-Fan,0.05711,2022-11
Honchkrow,0.0545,2022-11
Miltank,0.05303,2022-11
Armaldo,0.04452,2022-11
Espeon,0.04411,2022-11
Sceptile,0.04272,2022-11
Walrein,0.04187,2022-11
Muk,0.0409,2022-11
Persian,0.03909,2022-11
Sharpedo,0.03909,2022-11
Electrode,0.03645,2022-11
Houndoom,0.03244,2022-11
Exeggutor,0.03177,2022-11
Slaking,0.03164,2022-11
Rhydon,0.03017,2022-11
Entei,0.02733,2022-11
Mismagius,0.02484,2022-11
Omastar,0.02124,2022-11
Parasect,0.0212,2022-11
Victreebel,0.0185,2022-11
Ninjask,0.01804,2022-11
Absol,0.01682,2022-11
Medicham,0.01495,2022-11
Smeargle,0.01351,2022-11
Scyther,0.01109,2022-11
Hitmonchan,0.00961,2022-11
Clamperl,0.00946,2022-11
Exploud,0.00847,2022-11
Rampardos,0.00776,2022-11
Drifblim,0.00726,2022-11
Magmortar,0.0069,2022-11
Shuckle,0.00675,2022-11
Raichu,0.00658,2022-11
