name,snapshot,nature1,usage1,hp1,attack1,defense1,sp attack1,sp defense1,speed1,nature2,usage2,hp2,attack2,defense2,sp attack2,sp defense2,speed2,nature3,usage3,hp3,attack3,defense3,sp attack3,sp defense3,speed3,nature4,usage4,hp4,attack4,defense4,sp attack4,sp defense4,speed4,nature5,usage5,hp5,attack5,defense5,sp attack5,sp defense5,speed5,nature6,usage6,hp6,attack6,defense6,sp attack6,sp defense6,speed6
Flutter Mane,2022-11,Timid,75.883,0,0,0,252,4,252,Modest,6.049,0,0,0,252,4,252,Timid,4.61,0,0,4,252,0,252,Timid,4.308,4,0,0,252,0,252,Timid,2.452,248,0,8,0,0,252,Timid,1.701,0,0,0,252,0,252
Palafin,2022-11,Jolly,32.135,0,252,0,0,4,252,Adamant,14.479,0,252,0,0,4,252,Adamant,4.463,240,252,0,0,0,16,Adamant,4.201,252,240,0,0,0,16,Jolly,3.704,4,252,0,0,0,252,Adamant,3.527,232,252,0,0,0,24
Great Tusk,2022-11,Jolly,41.743,0,252,0,0,4,252,Jolly,13.006,0,252,4,0,0,252,Adamant,5.782,0,252,0,0,4,252,Adamant,4.004,252,252,0,0,4,0,Impish,3.281,252,4,252,0,0,0,Adamant,2.255,0,252,4,0,0,252
Chien-Pao,2022-11,Jolly,71.149,0,252,0,0,4,252,Jolly,7.906,0,252,4,0,0,252,Adamant,6.214,0,252,0,0,4,252,Jolly,4.271,4,252,0,0,0,252,Adamant,2.56,0,252,4,0,0,252,Naive,2.274,0,252,0,4,0,252
Gholdengo,2022-11,Timid,52.432,0,0,0,252,4,252,Timid,8.327,0,0,4,252,0,252,Modest,6.175,0,0,4,252,0,252,Modest,5.306,0,0,0,252,4,252,Modest,3.281,196,0,0,252,0,60,Timid,2.982,32,0,0,252,0,224
Corviknight,2022-11,Impish,15.483,252,0,252,0,4,0,Impish,14.647,248,0,252,0,8,0,Impish,7.896,252,4,252,0,0,0,Impish,7.183,248,8,252,0,0,0,Relaxed,6.852,252,0,252,0,4,0,Impish,5.483,248,0,252,0,0,8
Glimmora,2022-11,Timid,21.511,0,0,0,252,4,252,Jolly,18.92,252,4,0,0,0,252,Timid,7.942,0,0,4,252,0,252,Timid,4.649,252,0,0,4,0,252,Timid,2.932,252,0,0,0,4,252,Naive,2.588,0,4,0,252,0,252
Roaring Moon,2022-11,Jolly,31.115,0,252,0,0,4,252,Adamant,25.168,0,252,0,0,4,252,Jolly,8.402,0,252,4,0,0,252,Jolly,4.062,4,252,0,0,0,252,Jolly,3.85,36,220,0,0,0,252,Jolly,3.439,32,220,4,0,0,252
Clodsire,2022-11,Careful,27.179,252,4,0,0,252,0,Careful,10.59,252,0,4,0,252,0,Careful,6.723,248,8,0,0,252,0,Impish,4.443,252,0,252,0,4,0,Careful,3.369,252,0,0,0,244,12,Careful,2.923,248,0,0,0,252,8
Kingambit,2022-11,Adamant,38.794,252,252,0,0,4,0,Careful,5.402,252,4,0,0,252,0,Adamant,5.16,112,252,0,0,0,144,Adamant,4.744,240,252,0,0,0,16,Adamant,4.47,252,252,4,0,0,0,Adamant,3.628,0,252,0,0,4,252
