name,snapshot,teammate1,usage1,teammate2,usage2,teammate3,usage3,teammate4,usage4,teammate5,usage5,teammate6,usage6,teammate7,usage7,teammate8,usage8,teammate9,usage9,teammate10,usage10,teammate11,usage11,teammate12,usage12
Snorlax,2022-11,Cloyster,65.367,Zapdos,59.664,Gengar,32.753,Exeggutor,25.320,Raikou,24.729,Tyranitar,24.479,Starmie,22.557,Skarmory,22.317,Machamp,18.434,Golem,17.638,Jynx,16.789,,
Cloyster,2022-11,Snorlax,95.106,Zapdos,75.571,Gengar,41.426,Exeggutor,32.645,Tyranitar,26.173,Jynx,23.382,Golem,22.961,Raikou,21.708,Steelix,20.802,Nidoking,15.928,Machamp,14.481,,
Zapdos,2022-11,Snorlax,92.462,Cloyster,80.492,Gengar,42.928,Exeggutor,31.447,Tyranitar,26.188,Golem,23.974,Jynx,20.254,Nidoking,18.428,Machamp,15.667,Steelix,13.131,Blissey,12.079,,
Gengar,2022-11,Snorlax,88.211,Cloyster,76.682,Zapdos,74.604,Jynx,35.858,Golem,25.764,Tyranitar,21.097,Machamp,19.123,Steelix,18.963,Exeggutor,14.263,Nidoking,14.193,Starmie,11.223,,
Tyranitar,2022-11,Snorlax,85.584,Cloyster,62.894,Zapdos,59.082,Gengar,27.389,Machamp,26.241,Skarmory,25.860,Starmie,21.994,Exeggutor,21.623,Raikou,20.056,Nidoking,18.483,Donphan,16.010,,
Exeggutor,2022-11,Snorlax,91.678,Cloyster,81.240,Zapdos,73.475,Steelix,26.871,Tyranitar,22.393,Golem,22.161,Rhydon,20.373,Gengar,19.176,Blissey,18.316,Raikou,16.204,Vaporeon,10.463,,
Raikou,2022-11,Snorlax,95.136,Skarmory,60.671,Cloyster,57.400,Starmie,41.578,Forretress,31.920,Miltank,31.420,Tyranitar,22.069,Zapdos,21.197,Exeggutor,17.217,Steelix,12.821,Golem,10.328,,
Skarmory,2022-11,Snorlax,92.772,Raikou,65.558,Starmie,60.178,Cloyster,37.663,Miltank,31.531,Forretress,31.102,Tyranitar,30.747,Blissey,25.995,Zapdos,22.547,Marowak,16.510,Dragonite,15.432,,
Starmie,2022-11,Snorlax,98.139,Skarmory,62.981,Raikou,47.020,Forretress,35.566,Zapdos,30.917,Miltank,29.734,Cloyster,27.700,Tyranitar,27.368,Blissey,24.468,Steelix,21.821,Marowak,19.646,,
Machamp,2022-11,Snorlax,79.444,Zapdos,43.570,Cloyster,42.894,Scizor,36.594,Smeargle,34.548,Tyranitar,32.346,Gengar,30.601,Marowak,25.170,Jolteon,24.905,Nidoking,13.690,Mr. Mime,13.063,,
Golem,2022-11,Snorlax,93.760,Cloyster,83.890,Zapdos,82.237,Gengar,50.853,Exeggutor,32.536,Jynx,30.841,Raikou,14.271,Machamp,11.356,Misdreavus,8.473,Miltank,7.948,Skarmory,7.328,,
Jynx,2022-11,Snorlax,94.367,Cloyster,90.331,Gengar,74.840,Zapdos,73.463,Golem,32.611,Nidoking,25.065,Steelix,21.026,Raikou,12.189,Machamp,12.131,Alakazam,11.800,Vaporeon,9.101,,
Steelix,2022-11,Snorlax,92.910,Cloyster,84.607,Zapdos,50.144,Exeggutor,43.918,Gengar,41.667,Starmie,29.680,Jynx,22.136,Raikou,19.722,Vaporeon,15.212,Charizard,14.170,Machamp,13.554,,
Forretress,2022-11,Snorlax,97.929,Raikou,61.415,Starmie,60.511,Skarmory,55.381,Miltank,34.560,Zapdos,24.676,Tyranitar,24.562,Misdreavus,14.950,Gengar,14.922,Smeargle,10.952,Umbreon,9.398,,
Nidoking,2022-11,Snorlax,96.082,Zapdos,88.179,Cloyster,81.179,Tyranitar,39.203,Gengar,39.080,Jynx,33.067,Machamp,23.557,Exeggutor,20.005,Steelix,12.238,Smeargle,8.088,Vaporeon,7.568,,
Marowak,2022-11,Snorlax,97.392,Scizor,45.462,Smeargle,44.885,Machamp,44.707,Jolteon,43.583,Starmie,34.566,Zapdos,30.771,Skarmory,30.401,Blissey,21.402,Tyranitar,21.055,Cloyster,17.390,,
Blissey,2022-11,Snorlax,91.592,Zapdos,60.801,Skarmory,48.777,Cloyster,46.587,Starmie,43.867,Exeggutor,39.459,Rhydon,37.462,Dragonite,29.127,Marowak,21.809,Tyranitar,16.761,Golem,5.663,,
Miltank,2022-11,Snorlax,94.991,Raikou,67.240,Skarmory,62.448,Starmie,56.269,Cloyster,39.605,Forretress,38.440,Zapdos,31.369,Marowak,14.592,Golem,12.310,Jynx,11.621,Quagsire,11.155,,
Smeargle,2022-11,Snorlax,96.292,Machamp,80.159,Scizor,59.269,Marowak,58.633,Jolteon,56.007,Zapdos,25.117,Gengar,24.385,Forretress,14.795,Rhydon,11.069,Nidoking,10.906,Electrode,10.094,,
Scizor,2022-11,Machamp,91.390,Snorlax,67.639,Marowak,63.922,Smeargle,63.796,Jolteon,61.310,Mr. Mime,31.117,Porygon2,28.835,Tyranitar,19.823,Gengar,19.264,Quagsire,12.133,Umbreon,10.800,,
Vaporeon,2022-11,Snorlax,86.779,Zapdos,77.721,Cloyster,72.353,Exeggutor,32.878,Machamp,31.271,Steelix,29.247,Gengar,25.937,Jynx,18.422,Tyranitar,17.600,Golem,15.414,Nidoking,11.612,,
