name,snapshot,ability1,usage1,ability2,usage2,ability3,usage3
Latios,2022-11,Levitate,100.000,,,,
Garchomp,2022-11,Rough Skin,100.000,,,,
Tyranitar,2022-11,Sand Stream,98.944,Unnerve,1.056,,
Ferrothorn,2022-11,Iron Barbs,100.000,,,,
Dragonite,2022-11,Multiscale,97.032,Inner Focus,2.968,,
Scizor,2022-11,Technician,99.198,Swarm,0.802,Light Metal,0.000
Excadrill,2022-11,Mold Breaker,62.259,Sand Force,37.741,,
Starmie,2022-11,Analytic,62.871,Natural Cure,36.537,Illuminate,0.592
Alakazam,2022-11,Magic Guard,99.143,Synchronize,0.857,Inner Focus,0.000
Jirachi,2022-11,Serene Grace,100.000,,,,
Politoed,2022-11,Drizzle,99.887,Water Absorb,0.113,Damp,0.000
Landorus-Therian,2022-11,Intimidate,100.000,,,,
Reuniclus,2022-11,Magic Guard,99.989,Overcoat,0.010,Regenerator,0.001
Volcarona,2022-11,Flame Body,100.000,,,,
Gliscor,2022-11,Poison Heal,99.429,Hyper Cutter,0.571,,
Keldeo,2022-11,Justified,100.000,,,,
Skarmory,2022-11,Sturdy,96.665,Keen Eye,2.048,Weak Armor,1.287
Tentacruel,2022-11,Rain Dish,87.467,Liquid Ooze,12.532,Clear Body,0.001
Magnezone,2022-11,Magnet Pull,96.042,Sturdy,2.321,Analytic,1.638
Breloom,2022-11,Technician,83.436,Poison Heal,16.549,Effect Spore,0.016
Cloyster,2022-11,Skill Link,99.921,Shell Armor,0.079,Overcoat,0.000
Kyurem-Black,2022-11,Teravolt,100.000,,,,
Thundurus-Therian,2022-11,Volt Absorb,100.000,,,,
Rotom-Wash,2022-11,Levitate,100.000,,,,
Jellicent,2022-11,Water Absorb,99.730,Cursed Body,0.270,Damp,0.000
Gastrodon,2022-11,Storm Drain,98.272,Sticky Hold,1.721,Sand Force,0.007
Heatran,2022-11,Flash Fire,100.000,,,,
Mamoswine,2022-11,Thick Fat,99.863,Oblivious,0.137,,
Blissey,2022-11,Natural Cure,98.973,Serene Grace,1.027,Healer,0.000
Conkeldurr,2022-11,Guts,87.445,Iron Fist,7.803,Sheer Force,4.752
Hydreigon,2022-11,Levitate,100.000,,,,
Gengar,2022-11,Levitate,100.000,,,,
Abomasnow,2022-11,Snow Warning,99.886,Soundproof,0.114,,
Terrakion,2022-11,Justified,100.000,,,,
Salamence,2022-11,Moxie,91.213,Intimidate,8.787,,
Latias,2022-11,Levitate,100.000,,,,
Tornadus,2022-11,Prankster,78.923,Defiant,21.077,,
Celebi,2022-11,Natural Cure,100.000,,,,
Lucario,2022-11,Steadfast,69.648,Justified,23.568,Inner Focus,6.784
Weavile,2022-11,Pressure,82.550,Pickpocket,17.450,,
Infernape,2022-11,Blaze,61.146,Iron Fist,38.854,,
Machamp,2022-11,No Guard,99.784,Guts,0.216,Steadfast,0.000
Aerodactyl,2022-11,Pressure,96.708,Unnerve,3.090,Rock Head,0.203
Forretress,2022-11,Sturdy,72.797,Overcoat,27.203,,
Hippowdon,2022-11,Sand Stream,99.183,Sand Force,0.817,,
Azelf,2022-11,Levitate,100.000,,,,
Suicune,2022-11,Pressure,100.000,,,,
Mienshao,2022-11,Regenerator,99.905,Inner Focus,0.063,Reckless,0.031
Kyurem,2022-11,Pressure,100.000,,,,
Toxicroak,2022-11,Dry Skin,99.918,Poison Touch,0.082,Anticipation,0.000
Xatu,2022-11,Magic Bounce,98.759,Synchronize,1.241,,
Gyarados,2022-11,Intimidate,72.194,Moxie,27.806,,
Empoleon,2022-11,Torrent,99.952,Defiant,0.048,,
Ninetales,2022-11,Drought,100.000,Flash Fire,0.000,,
Donphan,2022-11,Sturdy,100.000,,,,
Cofagrigus,2022-11,Mummy,100.000,,,,
Metagross,2022-11,Clear Body,100.000,Light Metal,0.000,,
Feraligatr,2022-11,Torrent,100.000,,,,
Amoonguss,2022-11,Regenerator,100.000,Effect Spore,0.000,,
Bronzong,2022-11,Levitate,93.222,Heatproof,6.778,Heavy Metal,0.000
Cresselia,2022-11,Levitate,100.000,,,,
Slowking,2022-11,Regenerator,98.151,Own Tempo,1.490,Oblivious,0.358
Slowbro,2022-11,Regenerator,99.969,Oblivious,0.031,Own Tempo,0.000
Nidoking,2022-11,Sheer Force,99.986,Rivalry,0.014,Poison Point,0.000
Chansey,2022-11,Natural Cure,99.418,Serene Grace,0.582,Healer,0.000
Tangela,2022-11,Regenerator,100.000,Chlorophyll,0.000,,
Clefable,2022-11,Magic Guard,95.785,Unaware,4.215,Cute Charm,0.000
Mew,2022-11,Synchronize,100.000,,,,
Seismitoad,2022-11,Water Absorb,75.327,Swift Swim,24.673,Poison Touch,0.000
