name,snapshot,move1,usage1,move2,usage2,move3,usage3,move4,usage4,move5,usage5,move6,usage6,move7,usage7,move8,usage8,move9,usage9,move10,usage10,move11,usage11,move12,usage12,move13,usage13,move14,usage14,move15,usage15,move16,usage16,move17,usage17,move18,usage18
Tyranitar,2022-11,Rock Slide,68.003,Earthquake,60.614,Hidden Power Bug,40.435,Dragon Dance,34.092,Crunch,30.184,Pursuit,28.470,Fire Blast,24.787,Focus Punch,24.182,Hidden Power Grass,24.015,Brick Break,20.391,Ice Beam,14.372,Flamethrower,7.296,Double-Edge,5.452,Other,17.707,,,,,,,,
Metagross,2022-11,Meteor Mash,98.730,Explosion,88.374,Earthquake,82.456,Rock Slide,32.337,Agility,27.579,Protect,23.516,Psychic,13.742,Hidden Power Fire,11.396,Hidden Power Grass,5.573,Other,16.296,,,,,,,,,,,,,,,,
Skarmory,2022-11,Spikes,99.974,Roar,71.138,Protect,68.583,Toxic,61.015,Drill Peck,44.287,Whirlwind,21.032,Taunt,15.091,Other,18.880,,,,,,,,,,,,,,,,,,,,
Swampert,2022-11,Ice Beam,84.675,Earthquake,75.648,Hydro Pump,64.408,Protect,45.701,Focus Punch,32.309,Surf,24.354,Roar,20.727,Substitute,13.783,Endeavor,13.577,Refresh,8.494,Other,16.324,,,,,,,,,,,,,,
Gengar,2022-11,Ice Punch,84.558,Thunderbolt,72.082,Explosion,65.796,Will-O-Wisp,43.225,Hidden Power Grass,36.629,Fire Punch,33.357,Giga Drain,15.854,Hypnosis,13.711,Taunt,12.523,Focus Punch,9.489,Other,12.777,,,,,,,,,,,,,,
Zapdos,2022-11,Thunderbolt,93.241,Baton Pass,62.677,Hidden Power Grass,52.151,Roar,35.572,Thunder Wave,33.146,Substitute,29.239,Hidden Power Ice,21.655,Rest,17.361,Toxic,16.035,Agility,12.138,Sleep Talk,10.987,Other,15.799,,,,,,,,,,,,
Blissey,2022-11,Soft-Boiled,99.291,Ice Beam,83.782,Seismic Toss,60.565,Thunderbolt,31.097,Wish,25.106,Toxic,24.611,Thunder Wave,23.182,Calm Mind,15.128,Sing,9.217,Aromatherapy,7.497,Fire Blast,5.648,Other,14.877,,,,,,,,,,,,
Salamence,2022-11,Brick Break,64.149,Rock Slide,50.424,Hidden Power Flying,49.931,Dragon Claw,47.515,Earthquake,47.372,Fire Blast,45.121,Hidden Power Grass,38.698,Dragon Dance,34.264,Wish,5.303,Other,17.224,,,,,,,,,,,,,,,,
Snorlax,2022-11,Shadow Ball,82.492,Self-Destruct,80.301,Body Slam,70.198,Earthquake,57.778,Curse,38.114,Focus Punch,31.959,Rest,14.995,Return,12.633,Other,11.530,,,,,,,,,,,,,,,,,,
Dugtrio,2022-11,Earthquake,99.952,Hidden Power Bug,98.735,Aerial Ace,97.769,Rock Slide,63.249,Beat Up,28.711,Other,11.584,,,,,,,,,,,,,,,,,,,,,,,,
