name,snapshot,move1,usage1,move2,usage2,move3,usage3,move4,usage4,move5,usage5,move6,usage6,move7,usage7,move8,usage8,move9,usage9,move10,usage10,move11,usage11,move12,usage12,move13,usage13,move14,usage14,move15,usage15,move16,usage16,move17,usage17,move18,usage18
Snorlax,2022-11,Rest,78.360,Double-Edge,58.985,Earthquake,57.655,Curse,50.958,Sleep Talk,34.391,Body Slam,33.493,Belly Drum,21.043,Self-Destruct,13.046,Flamethrower,11.698,Fire Blast,10.422,Protect,7.318,Return,6.198,Other,16.433,,,,,,,,,,
Cloyster,2022-11,Spikes,99.801,Surf,97.128,Explosion,77.182,Toxic,71.562,Rapid Spin,22.695,Hidden Power Electric,17.157,Other,14.475,,,,,,,,,,,,,,,,,,,,,,
Zapdos,2022-11,Rest,69.652,Thunder,69.592,Sleep Talk,65.531,Hidden Power Ice,62.666,Thunderbolt,35.810,Hidden Power Water,30.069,Whirlwind,30.063,Drill Peck,15.124,Thunder Wave,8.114,Other,13.379,,,,,,,,,,,,,,,,
Gengar,2022-11,Ice Punch,90.145,Explosion,80.375,Thunderbolt,45.143,Thief,32.769,Dynamic Punch,32.692,Thunder,31.807,Destiny Bond,30.002,Hypnosis,16.859,Fire Punch,7.513,Giga Drain,5.739,Shadow Ball,4.567,Hidden Power Water,4.319,Other,18.071,,,,,,,,,,
Tyranitar,2022-11,Rock Slide,93.198,Roar,73.530,Pursuit,63.331,Fire Blast,49.440,Earthquake,33.605,Curse,25.545,Rest,23.359,Crunch,9.027,Dynamic Punch,6.575,Hidden Power Rock,5.877,Other,16.513,,,,,,,,,,,,,,
Exeggutor,2022-11,Psychic,95.731,Explosion,90.402,Sleep Powder,53.773,Giga Drain,44.232,Hidden Power Fire,39.004,Stun Spore,38.457,Thief,13.581,Leech Seed,9.321,Other,15.499,,,,,,,,,,,,,,,,,,
Raikou,2022-11,Rest,99.990,Hidden Power Ice,64.054,Thunder,52.684,Roar,52.507,Thunderbolt,47.504,Sleep Talk,46.714,Reflect,18.287,Other,18.260,,,,,,,,,,,,,,,,,,,,
Skarmory,2022-11,Rest,98.368,Drill Peck,93.006,Whirlwind,91.197,Curse,66.150,Thief,32.644,Other,18.634,,,,,,,,,,,,,,,,,,,,,,,,
Starmie,2022-11,Recover,98.992,Rapid Spin,97.814,Surf,96.634,Thunder Wave,44.282,Psychic,28.714,Substitute,23.958,Other,9.606,,,,,,,,,,,,,,,,,,,,,,
Machamp,2022-11,Cross Chop,100.000,Rock Slide,89.971,Earthquake,75.486,Hidden Power Bug,40.384,Curse,28.097,Hidden Power Ghost,20.739,Light Screen,11.993,Fire Blast,10.722,Thief,8.618,Other,13.991,,,,,,,,,,,,,,,,
Golem,2022-11,Earthquake,100.000,Explosion,98.043,Rapid Spin,94.663,Roar,90.583,Other,16.711,,,,,,,,,,,,,,,,,,,,,,,,,,
Jynx,2022-11,Ice Beam,100.000,Lovely Kiss,98.630,Psychic,96.699,Thief,63.316,Substitute,16.879,Reflect,12.794,Other,11.681,,,,,,,,,,,,,,,,,,,,,,
Steelix,2022-11,Curse,95.482,Explosion,94.008,Earthquake,85.790,Roar,83.852,Iron Tail,16.784,Hidden Power Fire,13.348,Other,10.736,,,,,,,,,,,,,,,,,,,,,,
Forretress,2022-11,Spikes,100.000,Rapid Spin,69.827,Explosion,64.116,Toxic,54.598,Hidden Power Fire,37.990,Hidden Power Ghost,14.747,Hidden Power Bug,14.411,Curse,13.078,Rest,7.819,Hidden Power Steel,7.083,Other,16.332,,,,,,,,,,,,,,
Nidoking,2022-11,Earthquake,100.000,Ice Beam,93.616,Lovely Kiss,62.494,Thunder,56.155,Thief,37.281,Thunderbolt,20.308,Fire Blast,15.402,Other,14.744,,,,,,,,,,,,,,,,,,,,
