name,snapshot,item1,usage1,item2,usage2,item3,usage3,item4,usage4,item5,usage5,item6,usage6,item7,usage7,item8,usage8,item9,usage9,item10,usage10,item11,usage11,item12,usage12,item13,usage13,item14,usage14,item15,usage15,item16,usage16,item17,usage17,item18,usage18,item19,usage19,item20,usage20,item21,usage21
Tyranitar,2022-11,Choice Scarf,18.265,Lum Berry,17.656,Choice Band,15.640,Chople Berry,12.968,Passho Berry,11.084,Leftovers,8.731,Custap Berry,8.140,Shuca Berry,5.167,Other,2.349,,,,,,,,,,,,,,,,,,,,,,,,
Latias,2022-11,Choice Specs,49.066,Choice Scarf,24.454,Leftovers,23.842,Other,2.638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jirachi,2022-11,Leftovers,68.404,Choice Scarf,14.835,Shuca Berry,9.204,Expert Belt,4.208,Other,3.350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heatran,2022-11,Leftovers,31.703,Choice Scarf,27.512,Shuca Berry,23.685,Passho Berry,7.026,Choice Specs,3.275,Custap Berry,2.550,Other,4.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metagross,2022-11,Lum Berry,25.304,Iron Ball,20.727,Focus Sash,17.381,Leftovers,13.132,Occa Berry,8.009,Choice Scarf,4.439,Choice Band,3.888,Life Orb,3.355,Other,3.765,,,,,,,,,,,,,,,,,,,,,,,,
Starmie,2022-11,Leftovers,60.530,Life Orb,24.438,Choice Specs,7.678,Colbur Berry,4.524,Other,2.830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scizor,2022-11,Choice Band,62.885,Leftovers,20.761,Occa Berry,10.893,Life Orb,3.510,Other,1.950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gyarados,2022-11,Leftovers,56.292,Lum Berry,23.936,Wacan Berry,9.274,Choice Band,8.756,Other,1.743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Breloom,2022-11,Toxic Orb,79.959,Choice Scarf,13.926,Focus Sash,5.983,Other,0.132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swampert,2022-11,Leftovers,97.170,Other,2.830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flygon,2022-11,Choice Scarf,68.502,Life Orb,24.066,Choice Band,5.659,Other,1.774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skarmory,2022-11,Leftovers,69.038,Shed Shell,15.907,Focus Sash,6.270,Choice Scarf,5.092,Other,3.695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gengar,2022-11,Black Sludge,39.145,Life Orb,38.040,Choice Scarf,18.383,Other,4.432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infernape,2022-11,Leftovers,20.698,Life Orb,18.543,Choice Scarf,18.339,Expert Belt,17.787,Choice Band,16.481,Focus Sash,6.495,Other,1.658,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dragonite,2022-11,Life Orb,67.080,Lum Berry,13.865,Choice Band,8.704,Focus Sash,4.652,Yache Berry,3.260,Other,2.439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucario,2022-11,Life Orb,54.523,Choice Scarf,42.308,Other,3.170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zapdos,2022-11,Leftovers,75.571,Life Orb,10.174,Choice Specs,9.842,Other,4.414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotom-Heat,2022-11,Choice Scarf,48.986,Leftovers,40.980,Lum Berry,7.331,Other,2.704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotom-Wash,2022-11,Choice Scarf,65.743,Leftovers,23.255,Life Orb,5.225,Colbur Berry,3.741,Other,2.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azelf,2022-11,Focus Sash,35.021,Lum Berry,24.988,Colbur Berry,17.267,Choice Band,10.361,Sitrus Berry,5.292,Life Orb,4.147,Other,2.924,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Machamp,2022-11,Focus Sash,25.215,Leftovers,23.168,Custap Berry,22.916,Lum Berry,21.794,Choice Scarf,2.244,Other,4.663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suicune,2022-11,Leftovers,99.392,Other,0.608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Empoleon,2022-11,Shuca Berry,28.896,Focus Sash,19.966,Leftovers,16.529,Petaya Berry,14.876,Lum Berry,5.888,Sea Incense,3.926,Life Orb,3.530,Mystic Water,2.450,Other,3.940,,,,,,,,,,,,,,,,,,,,,,,,
Roserade,2022-11,Black Sludge,58.640,Focus Sash,27.394,Leftovers,9.264,Other,4.703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clefable,2022-11,Leftovers,97.199,Other,2.801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bronzong,2022-11,Macho Brace,43.878,Leftovers,18.238,Lum Berry,11.473,Custap Berry,10.161,Occa Berry,4.742,Power Lens,4.667,Iron Ball,1.734,Choice Scarf,1.719,Other,3.388,,,,,,,,,,,,,,,,,,,,,,,,
Gliscor,2022-11,Leftovers,96.059,Other,3.941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnezone,2022-11,Choice Scarf,51.113,Leftovers,24.759,Custap Berry,10.319,Shuca Berry,5.549,Chople Berry,4.634,Other,3.626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotom-Frost,2022-11,Life Orb,77.389,Leftovers,21.039,Other,1.572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hippowdon,2022-11,Leftovers,99.966,Other,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forretress,2022-11,Leftovers,89.336,Shed Shell,4.886,Light Clay,2.323,Other,3.454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weavile,2022-11,Life Orb,69.348,Expert Belt,13.175,Choice Band,8.790,Focus Sash,6.409,Other,2.278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kingdra,2022-11,Life Orb,27.887,Chesto Berry,21.173,Choice Specs,15.375,Lum Berry,14.145,Leftovers,6.003,Choice Scarf,5.853,White Herb,4.707,Other,4.857,,,,,,,,,,,,,,,,,,,,,,,,,,
Aerodactyl,2022-11,Focus Sash,73.581,Leftovers,12.737,Life Orb,7.859,Lum Berry,2.284,Other,3.540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blissey,2022-11,Leftovers,99.023,Other,0.977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Celebi,2022-11,Leftovers,75.906,Damp Rock,5.997,Life Orb,4.868,Kasib Berry,4.447,Meadow Plate,4.186,Other,4.596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Donphan,2022-11,Leftovers,98.571,Other,1.429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uxie,2022-11,Choice Scarf,44.413,Sitrus Berry,31.144,Leftovers,16.742,Damp Rock,4.622,Other,3.080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nidoqueen,2022-11,Black Sludge,97.473,Other,2.527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotom-Mow,2022-11,Choice Scarf,51.658,Choice Specs,33.974,Leftovers,14.368,Other,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raikou,2022-11,Life Orb,66.389,Leftovers,23.393,Shuca Berry,10.217,Other,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhyperior,2022-11,Leftovers,48.862,Expert Belt,32.344,Life Orb,12.803,Choice Band,5.894,Other,0.098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vaporeon,2022-11,Leftovers,87.274,Expert Belt,12.542,Other,0.184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electivire,2022-11,Expert Belt,90.856,Life Orb,6.517,Other,2.627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milotic,2022-11,Leftovers,99.918,Other,0.082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snorlax,2022-11,Leftovers,48.295,Choice Band,43.385,Lum Berry,6.212,Other,2.107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tentacruel,2022-11,Black Sludge,97.169,Other,2.831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
