name,snapshot,item1,usage1,item2,usage2,item3,usage3,item4,usage4,item5,usage5,item6,usage6,item7,usage7,item8,usage8,item9,usage9,item10,usage10,item11,usage11,item12,usage12,item13,usage13,item14,usage14,item15,usage15,item16,usage16,item17,usage17,item18,usage18,item19,usage19,item20,usage20,item21,usage21
Landorus-Therian,2022-11,Leftovers,72.766,Choice Scarf,7.309,Rocky Helmet,7.199,Choice Band,2.864,Focus Sash,2.140,Soft Sand,1.528,Eject Button,1.386,Other,4.808,,,,,,,,,,,,,,,,,,,,,,,,,,
Dragapult,2022-11,Choice Specs,56.734,Life Orb,11.880,Choice Band,10.580,Weakness Policy,6.244,Leftovers,4.397,Heavy-Duty Boots,3.161,Choice Scarf,1.564,Spell Tag,1.250,Other,4.191,,,,,,,,,,,,,,,,,,,,,,,,
Melmetal,2022-11,Leftovers,36.609,Assault Vest,32.732,Choice Band,19.908,Protective Pads,7.406,Other,3.346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garchomp,2022-11,Leftovers,55.796,Life Orb,16.111,Rocky Helmet,8.142,Lum Berry,6.559,Choice Scarf,4.917,Roseli Berry,1.418,Yache Berry,1.370,Choice Band,1.114,Other,4.574,,,,,,,,,,,,,,,,,,,,,,,,
Ferrothorn,2022-11,Leftovers,64.315,Rocky Helmet,30.792,Other,4.893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heatran,2022-11,Leftovers,50.585,Air Balloon,39.302,Choice Scarf,4.484,Choice Specs,3.001,Other,2.627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zapdos,2022-11,Heavy-Duty Boots,88.914,Choice Specs,5.862,Leftovers,2.115,Other,3.109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weavile,2022-11,Heavy-Duty Boots,35.453,Choice Band,33.148,Life Orb,24.576,Focus Sash,4.580,Other,2.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kartana,2022-11,Choice Scarf,46.457,Choice Band,16.265,Protective Pads,13.500,Life Orb,12.191,Muscle Band,3.017,Chople Berry,1.628,Adrenaline Orb,1.545,Leftovers,1.492,Other,3.905,,,,,,,,,,,,,,,,,,,,,,,,
Tapu Lele,2022-11,Choice Scarf,50.747,Choice Specs,38.609,Twisted Spoon,3.253,Life Orb,2.090,Assault Vest,1.824,Other,3.477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rillaboom,2022-11,Choice Band,32.905,Life Orb,31.148,Leftovers,21.511,Miracle Seed,3.242,Terrain Extender,3.209,Grassy Seed,2.963,Assault Vest,1.631,Other,3.390,,,,,,,,,,,,,,,,,,,,,,,,,,
Urshifu-Rapid-Strike,2022-11,Choice Band,55.836,Protective Pads,26.413,Choice Scarf,14.334,Other,3.417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clefable,2022-11,Leftovers,50.754,Rocky Helmet,15.913,Sticky Barb,13.587,Heavy-Duty Boots,8.747,Life Orb,8.649,Other,2.350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corviknight,2022-11,Rocky Helmet,50.198,Leftovers,38.192,Shed Shell,7.794,Other,3.817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tornadus-Therian,2022-11,Heavy-Duty Boots,81.275,Assault Vest,11.985,Rocky Helmet,3.119,Other,3.621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyranitar,2022-11,Choice Band,42.834,Leftovers,29.531,Assault Vest,7.749,Smooth Rock,6.810,Weakness Policy,2.956,Choice Specs,2.944,Heavy-Duty Boots,1.996,Expert Belt,1.449,Other,3.733,,,,,,,,,,,,,,,,,,,,,,,,
Toxapex,2022-11,Rocky Helmet,37.619,Black Sludge,24.557,Shed Shell,21.595,Eject Button,9.531,Payapa Berry,2.877,Other,3.821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tapu Fini,2022-11,Leftovers,57.132,Choice Scarf,32.303,Weakness Policy,2.747,Choice Specs,1.562,Light Clay,1.194,Heavy-Duty Boots,0.949,Other,4.113,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slowbro,2022-11,Rocky Helmet,44.208,Heavy-Duty Boots,34.665,Colbur Berry,11.917,Leftovers,4.734,Other,4.476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blacephalon,2022-11,Choice Scarf,57.560,Choice Specs,29.685,Heavy-Duty Boots,6.551,Leftovers,3.281,Other,2.923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tapu Koko,2022-11,Heavy-Duty Boots,57.565,Choice Specs,16.042,Light Clay,12.236,Terrain Extender,4.954,Choice Scarf,2.882,Leftovers,1.785,Other,4.536,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buzzwole,2022-11,Rocky Helmet,54.696,Choice Band,13.444,Choice Scarf,12.885,Heavy-Duty Boots,8.550,Leftovers,2.565,Life Orb,2.007,Assault Vest,1.911,Other,3.942,,,,,,,,,,,,,,,,,,,,,,,,,,
Mew,2022-11,Colbur Berry,31.219,Leftovers,16.623,Focus Sash,15.165,Weakness Policy,10.467,Red Card,7.896,Choice Scarf,3.350,Life Orb,2.751,Kasib Berry,2.696,Mental Herb,1.846,Heavy-Duty Boots,1.772,Lum Berry,1.624,Other,4.592,,,,,,,,,,,,,,,,,,
Slowking-Galar,2022-11,Assault Vest,83.667,Black Sludge,11.509,Other,4.823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volcarona,2022-11,Heavy-Duty Boots,76.202,Leftovers,17.430,Life Orb,3.029,Other,3.340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pelipper,2022-11,Damp Rock,70.694,Choice Specs,23.414,Choice Scarf,3.408,Other,2.484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dragonite,2022-11,Heavy-Duty Boots,83.802,Choice Band,3.781,Lum Berry,3.078,Life Orb,2.704,Weakness Policy,2.642,Other,3.992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volcanion,2022-11,Choice Specs,47.174,Heavy-Duty Boots,32.652,Assault Vest,10.423,Choice Scarf,6.166,Other,3.585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blissey,2022-11,Heavy-Duty Boots,70.933,Leftovers,24.733,Other,4.334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blaziken,2022-11,Leftovers,47.935,Life Orb,23.739,Air Balloon,12.108,Focus Sash,6.918,Shuca Berry,2.506,Muscle Band,1.676,Heavy-Duty Boots,1.135,Other,3.983,,,,,,,,,,,,,,,,,,,,,,,,,,
Victini,2022-11,Heavy-Duty Boots,41.851,Choice Scarf,30.575,Choice Band,17.204,Expert Belt,4.621,Assault Vest,1.478,Other,4.271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotom-Wash,2022-11,Leftovers,83.474,Choice Scarf,5.360,Choice Specs,3.415,Rocky Helmet,3.338,Other,4.412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ninetales-Alola,2022-11,Light Clay,48.827,Choice Scarf,22.755,Icy Rock,22.269,Heavy-Duty Boots,2.690,Other,3.459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Excadrill,2022-11,Leftovers,49.291,Focus Sash,12.074,Choice Band,11.204,Life Orb,10.918,Air Balloon,8.716,Weakness Policy,2.758,Heavy-Duty Boots,1.142,Other,3.896,,,,,,,,,,,,,,,,,,,,,,,,,,
Bisharp,2022-11,Black Glasses,47.922,Life Orb,22.220,Choice Band,14.697,Focus Sash,9.428,Assault Vest,2.252,Other,3.481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barraskewda,2022-11,Choice Band,95.191,Other,4.809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnezone,2022-11,Leftovers,38.027,Choice Specs,19.507,Air Balloon,12.769,Rocky Helmet,8.624,Assault Vest,8.409,Chople Berry,4.370,Expert Belt,3.392,Other,4.902,,,,,,,,,,,,,,,,,,,,,,,,,,
Zeraora,2022-11,Heavy-Duty Boots,56.503,Life Orb,13.146,Leftovers,11.626,Choice Band,6.819,Expert Belt,4.752,Weakness Policy,1.097,Assault Vest,1.033,Muscle Band,0.809,Other,4.216,,,,,,,,,,,,,,,,,,,,,,,,
Crawdaunt,2022-11,Life Orb,75.344,Choice Band,18.373,Focus Sash,2.923,Other,3.360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawlucha,2022-11,Grassy Seed,46.961,Electric Seed,27.777,Psychic Seed,17.192,Misty Seed,4.897,Other,3.174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Regieleki,2022-11,Heavy-Duty Boots,45.546,Choice Specs,33.417,Magnet,9.246,Light Clay,5.955,Choice Scarf,2.135,Other,3.702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nidoking,2022-11,Life Orb,83.263,Choice Scarf,10.335,Focus Sash,5.288,Other,1.113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hippowdon,2022-11,Leftovers,73.330,Smooth Rock,15.944,Rocky Helmet,4.794,Heavy-Duty Boots,4.648,Other,1.284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seismitoad,2022-11,Life Orb,60.905,Leftovers,17.829,Choice Specs,14.496,Custap Berry,3.873,Other,2.897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aegislash,2022-11,Leftovers,31.541,Choice Specs,24.367,Spell Tag,20.225,Weakness Policy,12.755,Air Balloon,4.855,Life Orb,3.930,Other,2.328,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zapdos-Galar,2022-11,Choice Band,59.006,Choice Scarf,27.107,Sharp Beak,3.205,Protective Pads,3.066,Leftovers,1.950,Adrenaline Orb,1.389,Other,4.276,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skarmory,2022-11,Rocky Helmet,73.716,Leftovers,10.086,Custap Berry,7.259,Shed Shell,5.818,Other,3.122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Celesteela,2022-11,Power Herb,79.631,Leftovers,13.637,Assault Vest,2.360,Other,4.373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
