name,snapshot,ability1,usage1,ability2,usage2,ability3,usage3
Tyranitar,2022-11,Sand Stream,100.000,,,,
Latias,2022-11,Levitate,100.000,,,,
Jirachi,2022-11,Serene Grace,100.000,,,,
Heatran,2022-11,Flash Fire,100.000,,,,
Metagross,2022-11,Clear Body,100.000,,,,
Starmie,2022-11,Natural Cure,99.789,Illuminate,0.211,,
Scizor,2022-11,Technician,99.097,Swarm,0.903,,
Gyarados,2022-11,Intimidate,100.000,,,,
Breloom,2022-11,Poison Heal,87.961,Effect Spore,12.039,,
Swampert,2022-11,Torrent,100.000,,,,
Flygon,2022-11,Levitate,100.000,,,,
Skarmory,2022-11,Keen Eye,93.114,Sturdy,6.886,,
Gengar,2022-11,Levitate,100.000,,,,
Infernape,2022-11,Blaze,100.000,,,,
Dragonite,2022-11,Inner Focus,100.000,,,,
Lucario,2022-11,Inner Focus,69.802,Steadfast,30.198,,
Zapdos,2022-11,Pressure,100.000,,,,
Rotom-Heat,2022-11,Levitate,100.000,,,,
Rotom-Wash,2022-11,Levitate,100.000,,,,
Azelf,2022-11,Levitate,100.000,,,,
Machamp,2022-11,No Guard,98.038,Guts,1.962,,
Suicune,2022-11,Pressure,100.000,,,,
Empoleon,2022-11,Torrent,100.000,,,,
Roserade,2022-11,Natural Cure,73.354,Poison Point,26.646,,
Clefable,2022-11,Magic Guard,99.922,Cute Charm,0.078,,
Bronzong,2022-11,Levitate,85.011,Heatproof,14.989,,
Gliscor,2022-11,Hyper Cutter,100.000,,,,
Magnezone,2022-11,Magnet Pull,99.421,Sturdy,0.579,,
Rotom-Frost,2022-11,Levitate,100.000,,,,
Hippowdon,2022-11,Sand Stream,100.000,,,,
Forretress,2022-11,Sturdy,100.000,,,,
Weavile,2022-11,Pressure,100.000,,,,
Kingdra,2022-11,Swift Swim,97.044,Sniper,2.956,,
Aerodactyl,2022-11,Pressure,82.668,Rock Head,17.332,,
Blissey,2022-11,Natural Cure,92.983,Serene Grace,7.017,,
Celebi,2022-11,Natural Cure,100.000,,,,
Donphan,2022-11,Sturdy,100.000,,,,
Uxie,2022-11,Levitate,100.000,,,,
Nidoqueen,2022-11,Poison Point,100.000,Rivalry,0.000,,
Rotom-Mow,2022-11,Levitate,100.000,,,,
Raikou,2022-11,Pressure,100.000,,,,
Rhyperior,2022-11,Solid Rock,94.096,Lightning Rod,5.904,,
Vaporeon,2022-11,Water Absorb,100.000,,,,
Electivire,2022-11,Motor Drive,100.000,,,,
Milotic,2022-11,Marvel Scale,100.000,,,,
Snorlax,2022-11,Thick Fat,90.970,Immunity,9.030,,
Tentacruel,2022-11,Liquid Ooze,66.653,Clear Body,33.347,,
Abomasnow,2022-11,Snow Warning,100.000,,,,
Slowbro,2022-11,Own Tempo,86.433,Oblivious,13.567,,
Mamoswine,2022-11,Oblivious,100.000,,,,
Gallade,2022-11,Steadfast,100.000,,,,
Claydol,2022-11,Levitate,100.000,,,,
Spiritomb,2022-11,Pressure,100.000,,,,
Dusknoir,2022-11,Pressure,100.000,,,,
Togekiss,2022-11,Serene Grace,99.985,Hustle,0.015,,
Camerupt,2022-11,Solid Rock,100.000,Magma Armor,0.000,,
Venusaur,2022-11,Overgrow,100.000,,,,
Gastrodon,2022-11,Sticky Hold,99.155,Storm Drain,0.845,,
Froslass,2022-11,Snow Cloak,100.000,,,,
Magneton,2022-11,Magnet Pull,100.000,Sturdy,0.000,,
Lanturn,2022-11,Volt Absorb,100.000,,,,
Porygon-Z,2022-11,Download,73.180,Adaptability,26.820,,
Yanmega,2022-11,Tinted Lens,92.352,Speed Boost,7.648,,
Jolteon,2022-11,Volt Absorb,100.000,,,,
Cresselia,2022-11,Levitate,100.000,,,,
Porygon2,2022-11,Trace,100.000,Download,0.000,,
Shaymin,2022-11,Natural Cure,100.000,,,,
Quagsire,2022-11,Water Absorb,100.000,Damp,0.000,,
Registeel,2022-11,Clear Body,100.000,,,,
Ludicolo,2022-11,Swift Swim,69.824,Rain Dish,30.176,,
Arcanine,2022-11,Intimidate,100.000,Flash Fire,0.000,,
Torterra,2022-11,Overgrow,100.000,,,,
Crobat,2022-11,Inner Focus,100.000,,,,
Feraligatr,2022-11,Torrent,100.000,,,,
Staraptor,2022-11,Intimidate,100.000,,,,
Mesprit,2022-11,Levitate,100.000,,,,
Hitmontop,2022-11,Intimidate,97.690,Technician,2.310,,
Heracross,2022-11,Guts,97.919,Swarm,2.081,,
Kabutops,2022-11,Swift Swim,97.213,Battle Armor,2.787,,
Charizard,2022-11,Blaze,100.000,,,,
Blaziken,2022-11,Blaze,100.000,,,,
Alakazam,2022-11,Synchronize,81.009,Inner Focus,18.991,,
Hariyama,2022-11,Guts,66.517,Thick Fat,33.483,,
Hitmonlee,2022-11,Limber,100.000,Reckless,0.000,,
Regirock,2022-11,Clear Body,100.000,,,,
Moltres,2022-11,Pressure,100.000,,,,
Umbreon,2022-11,Synchronize,100.000,,,,
Weezing,2022-11,Levitate,100.000,,,,
Cradily,2022-11,Suction Cups,100.000,,,,
Blastoise,2022-11,Torrent,100.000,,,,
Swellow,2022-11,Guts,100.000,,,,
