Pokemon,Usage,Snapshot
Landorus-Therian,27.40794,2017-07
Heatran,16.86511,2017-07
Clefable,16.71941,2017-07
Garchomp,16.51592,2017-07
Ferrothorn,16.46811,2017-07
Rotom-Wash,15.68493,2017-07
Latios,15.38823,2017-07
Keldeo,15.14291,2017-07
Excadrill,14.24702,2017-07
Weavile,13.11702,2017-07
Talonflame,12.49708,2017-07
Tyranitar,12.29697,2017-07
Gengar,10.94839,2017-07
Zapdos,10.82634,2017-07
Bisharp,10.59655,2017-07
Skarmory,10.55169,2017-07
Lopunny-Mega,10.17127,2017-07
Tornadus-Therian,9.89497,2017-07
Chansey,9.75107,2017-07
Magnezone,9.54553,2017-07
Medicham-Mega,9.52847,2017-07
Azumarill,9.23095,2017-07
Scizor-Mega,9.14313,2017-07
Starmie,8.98868,2017-07
Dragonite,8.47969,2017-07
Manaphy,8.14874,2017-07
Jirachi,7.82607,2017-07
Mew,7.35437,2017-07
Breloom,7.1189,2017-07
Metagross-Mega,7.10483,2017-07
Kyurem-Black,7.08956,2017-07
Diancie-Mega,6.94967,2017-07
Gliscor,6.22953,2017-07
Serperior,6.22258,2017-07
Amoonguss,6.02937,2017-07
Volcarona,5.91829,2017-07
Scizor,5.69711,2017-07
Thundurus,5.53725,2017-07
Charizard-Mega-X,5.09359,2017-07
Venusaur-Mega,5.04342,2017-07
Latias,4.50282,2017-07
Slowbro,4.33573,2017-07
Charizard-Mega-Y,4.10893,2017-07
Togekiss,4.0397,2017-07
Gardevoir-Mega,4.03127,2017-07
Pinsir-Mega,4.02648,2017-07
Dugtrio,4.0197,2017-07
Tangrowth,3.99988,2017-07
Politoed,3.61351,2017-07
Azelf,3.38048,2017-07
Manectric-Mega,3.32773,2017-07
Raikou,3.21726,2017-07
Swampert-Mega,3.11226,2017-07
Suicune,3.07251,2017-07
Klefki,3.00618,2017-07
Gyarados-Mega,2.95905,2017-07
Kingdra,2.78297,2017-07
Hippowdon,2.70654,2017-07
Volcanion,2.68542,2017-07
Heracross-Mega,2.60562,2017-07
Mandibuzz,2.40026,2017-07
Alakazam-Mega,2.38049,2017-07
Infernape,2.3413,2017-07
Celebi,2.26491,2017-07
Tentacruel,2.25268,2017-07
Scolipede,2.23488,2017-07
Sylveon,2.11034,2017-07
Gyarados,2.07357,2017-07
Altaria-Mega,2.04547,2017-07
Seismitoad,1.89089,2017-07
Whimsicott,1.80829,2017-07
Slowbro-Mega,1.80095,2017-07
Victini,1.78432,2017-07
Umbreon,1.7108,2017-07
Tyranitar-Mega,1.70045,2017-07
Conkeldurr,1.67693,2017-07
Espeon,1.64907,2017-07
Hydreigon,1.5534,2017-07
Goodra,1.52313,2017-07
Quagsire,1.49983,2017-07
Lucario,1.4387,2017-07
Terrakion,1.42801,2017-07
Entei,1.39296,2017-07
Crawdaunt,1.38949,2017-07
Alakazam,1.38355,2017-07
Donphan,1.29049,2017-07
Salamence,1.26407,2017-07
Ditto,1.2631,2017-07
Latias-Mega,1.21468,2017-07
Forretress,1.18139,2017-07
Chandelure,1.17256,2017-07
Alomomola,1.12528,2017-07
Nidoking,1.09528,2017-07
Gallade-Mega,1.07244,2017-07
Mamoswine,1.06718,2017-07
Porygon2,1.06156,2017-07
Milotic,1.03218,2017-07
Galvantula,1.02847,2017-07
Thundurus-Therian,1.01208,2017-07
Staraptor,0.99952,2017-07
Beedrill-Mega,0.99909,2017-07
Chesnaught,0.99024,2017-07
Swampert,0.97966,2017-07
Arcanine,0.95204,2017-07
Blissey,0.92642,2017-07
Cresselia,0.91185,2017-07
Zygarde,0.89312,2017-07
Sceptile-Mega,0.88213,2017-07
Crobat,0.87715,2017-07
Metagross,0.83846,2017-07
Gastrodon,0.82087,2017-07
Rhyperior,0.80716,2017-07
Jolteon,0.80481,2017-07
Pidgeot-Mega,0.79341,2017-07
Feraligatr,0.78755,2017-07
Garchomp-Mega,0.77562,2017-07
Aerodactyl,0.72773,2017-07
Regice,0.71275,2017-07
Cloyster,0.70188,2017-07
Hawlucha,0.69247,2017-07
Snorlax,0.69092,2017-07
Absol-Mega,0.6852,2017-07
Cofagrigus,0.65735,2017-07
Shuckle,0.64177,2017-07
Jellicent,0.63149,2017-07
Venusaur,0.62655,2017-07
Machamp,0.6232,2017-07
Blastoise-Mega,0.61843,2017-07
Xatu,0.59214,2017-07
Kabutops,0.58152,2017-07
Empoleon,0.57849,2017-07
Roserade,0.5768,2017-07
Haxorus,0.57576,2017-07
Slowking,0.56267,2017-07
Diggersby,0.56164,2017-07
Reuniclus,0.55476,2017-07
Vaporeon,0.55197,2017-07
Sableye,0.54121,2017-07
Heracross,0.52356,2017-07
Claydol,0.51083,2017-07
Smeargle,0.50534,2017-07
Ampharos-Mega,0.45026,2017-07
Darmanitan,0.43587,2017-07
Zoroark,0.41592,2017-07
Meowstic,0.41579,2017-07
Florges,0.41202,2017-07
Toxicroak,0.3946,2017-07
Aerodactyl-Mega,0.39115,2017-07
Magneton,0.36256,2017-07
Froslass,0.35272,2017-07
Ninetales,0.34498,2017-07
Ludicolo,0.33557,2017-07
Exploud,0.33346,2017-07
Dragalge,0.33266,2017-07
Mienshao,0.32961,2017-07
Bronzong,0.32648,2017-07
Omastar,0.32353,2017-07
Porygon-Z,0.32003,2017-07
Krookodile,0.30759,2017-07
Hoopa,0.30569,2017-07
Honchkrow,0.29528,2017-07
Rotom-Heat,0.2918,2017-07
Blastoise,0.28785,2017-07
Weezing,0.27965,2017-07
Avalugg,0.27603,2017-07
Doublade,0.26867,2017-07
Aggron-Mega,0.26717,2017-07
Registeel,0.25961,2017-07
Poliwrath,0.23094,2017-07
Meloetta,0.22374,2017-07
Sharpedo-Mega,0.22221,2017-07
Latios-Mega,0.21999,2017-07
Sigilyph,0.21894,2017-07
Kyurem,0.21216,2017-07
Yanmega,0.19962,2017-07
Electivire,0.19676,2017-07
Gardevoir,0.19373,2017-07
Shedinja,0.18645,2017-07
Houndoom-Mega,0.18622,2017-07
Scrafty,0.18008,2017-07
