name,snapshot,ability1,usage1,ability2,usage2,ability3,usage3
Tyranitar,2022-11,Sand Stream,100.000,,,,
Metagross,2022-11,Clear Body,100.000,,,,
Skarmory,2022-11,Keen Eye,97.360,Sturdy,2.640,,
Swampert,2022-11,Torrent,100.000,,,,
Gengar,2022-11,Levitate,100.000,,,,
Zapdos,2022-11,Pressure,100.000,,,,
Blissey,2022-11,Natural Cure,99.994,Serene Grace,0.006,,
Salamence,2022-11,Intimidate,100.000,,,,
Snorlax,2022-11,Immunity,90.651,Thick Fat,9.349,,
Dugtrio,2022-11,Arena Trap,100.000,,,,
Celebi,2022-11,Natural Cure,100.000,,,,
Magneton,2022-11,Magnet Pull,100.000,Sturdy,0.000,,
Jirachi,2022-11,Serene Grace,100.000,,,,
Claydol,2022-11,Levitate,100.000,,,,
Suicune,2022-11,Pressure,100.000,,,,
Aerodactyl,2022-11,Rock Head,95.097,Pressure,4.903,,
Starmie,2022-11,Natural Cure,99.531,Illuminate,0.469,,
Breloom,2022-11,Effect Spore,100.000,,,,
Heracross,2022-11,Guts,60.329,Swarm,39.671,,
Flygon,2022-11,Levitate,100.000,,,,
Charizard,2022-11,Blaze,100.000,,,,
Forretress,2022-11,Sturdy,100.000,,,,
Jolteon,2022-11,Volt Absorb,100.000,,,,
Gyarados,2022-11,Intimidate,100.000,,,,
Milotic,2022-11,Marvel Scale,100.000,,,,
Moltres,2022-11,Pressure,100.000,,,,
Hariyama,2022-11,Thick Fat,60.128,Guts,39.872,,
Porygon2,2022-11,Trace,100.000,,,,
Raikou,2022-11,Pressure,100.000,,,,
Regice,2022-11,Clear Body,100.000,,,,
Marowak,2022-11,Rock Head,100.000,Lightning Rod,0.000,,
Medicham,2022-11,Pure Power,100.000,,,,
Glalie,2022-11,Inner Focus,100.000,,,,
Cloyster,2022-11,Shell Armor,100.000,,,,
Kingdra,2022-11,Swift Swim,100.000,,,,
Blaziken,2022-11,Blaze,100.000,,,,
Machamp,2022-11,Guts,100.000,,,,
Hypno,2022-11,Insomnia,100.000,,,,
Houndoom,2022-11,Flash Fire,68.113,Early Bird,31.887,,
Venusaur,2022-11,Overgrow,100.000,,,,
Ludicolo,2022-11,Swift Swim,99.424,Rain Dish,0.576,,
Ninjask,2022-11,Speed Boost,100.000,,,,
Dragonite,2022-11,Inner Focus,100.000,,,,
Jynx,2022-11,Oblivious,100.000,,,,
Alakazam,2022-11,Synchronize,99.925,Inner Focus,0.075,,
Lanturn,2022-11,Volt Absorb,100.000,,,,
Smeargle,2022-11,Own Tempo,100.000,,,,
Lapras,2022-11,Water Absorb,99.913,Shell Armor,0.087,,
Sceptile,2022-11,Overgrow,100.000,,,,
Vaporeon,2022-11,Water Absorb,100.000,,,,
Steelix,2022-11,Rock Head,62.916,Sturdy,37.084,,
Regirock,2022-11,Clear Body,100.000,,,,
Dusclops,2022-11,Pressure,100.000,,,,
Armaldo,2022-11,Battle Armor,100.000,,,,
Weezing,2022-11,Levitate,100.000,,,,
Ursaring,2022-11,Guts,100.000,,,,
Arcanine,2022-11,Intimidate,99.998,Flash Fire,0.002,,
Espeon,2022-11,Synchronize,100.000,,,,
Scizor,2022-11,Swarm,100.000,,,,
Camerupt,2022-11,Magma Armor,100.000,,,,
Registeel,2022-11,Clear Body,100.000,,,,
Exeggutor,2022-11,Chlorophyll,100.000,,,,
Gardevoir,2022-11,Trace,72.043,Synchronize,27.957,,
Tropius,2022-11,Chlorophyll,100.000,,,,
Nidoking,2022-11,Poison Point,100.000,,,,
Linoone,2022-11,Pickup,100.000,,,,
Miltank,2022-11,Thick Fat,100.000,,,,
Banette,2022-11,Insomnia,100.000,,,,
Entei,2022-11,Pressure,100.000,,,,
Solrock,2022-11,Levitate,100.000,,,,
Umbreon,2022-11,Synchronize,100.000,,,,
Vileplume,2022-11,Chlorophyll,100.000,,,,
Donphan,2022-11,Sturdy,100.000,,,,
Wailord,2022-11,Water Veil,100.000,Oblivious,0.000,,
Tauros,2022-11,Intimidate,100.000,,,,
Dodrio,2022-11,Early Bird,67.923,Run Away,32.077,,
Articuno,2022-11,Pressure,100.000,,,,
Rhydon,2022-11,Lightning Rod,61.951,Rock Head,38.049,,
Crobat,2022-11,Inner Focus,100.000,,,,
Pikachu,2022-11,Static,100.000,,,,
Omastar,2022-11,Swift Swim,100.000,Shell Armor,0.000,,
Piloswine,2022-11,Oblivious,100.000,,,,
Roselia,2022-11,Natural Cure,100.000,Poison Point,0.000,,
Sableye,2022-11,Keen Eye,100.000,,,,
Slaking,2022-11,Truant,100.000,,,,
Qwilfish,2022-11,Swift Swim,100.000,Poison Point,0.000,,
Blastoise,2022-11,Torrent,100.000,,,,
Yanma,2022-11,Speed Boost,100.000,,,,
Poliwrath,2022-11,Water Absorb,99.750,Damp,0.250,,
Jumpluff,2022-11,Chlorophyll,100.000,,,,
Electrode,2022-11,Static,100.000,,,,
Gligar,2022-11,Hyper Cutter,100.000,,,,
Zangoose,2022-11,Immunity,100.000,,,,
Hitmonlee,2022-11,Limber,100.000,,,,
Kabutops,2022-11,Battle Armor,100.000,Swift Swim,0.000,,
Kecleon,2022-11,Color Change,100.000,,,,
Golduck,2022-11,Cloud Nine,100.000,Damp,0.000,,
Granbull,2022-11,Intimidate,100.000,,,,
Ampharos,2022-11,Static,100.000,,,,
Lunatone,2022-11,Levitate,100.000,,,,
Shiftry,2022-11,Chlorophyll,100.000,Early Bird,0.000,,
Politoed,2022-11,Water Absorb,100.000,Damp,0.000,,
Nidoqueen,2022-11,Poison Point,100.000,,,,
Electabuzz,2022-11,Static,100.000,,,,
Tentacruel,2022-11,Clear Body,78.402,Liquid Ooze,21.598,,
Aggron,2022-11,Rock Head,75.525,Sturdy,24.475,,
Misdreavus,2022-11,Levitate,100.000,,,,
Diglett,2022-11,Arena Trap,100.000,,,,
Tyranitar,2022-12,Sand Stream,100.000,,,,
Salamence,2022-12,Intimidate,100.000,,,,
Metagross,2022-12,Clear Body,100.000,,,,
Blissey,2022-12,Natural Cure,100.000,Serene Grace,0.000,,
Skarmory,2022-12,Keen Eye,98.428,Sturdy,1.572,,
Swampert,2022-12,Torrent,100.000,,,,
Gengar,2022-12,Levitate,100.000,,,,
Magneton,2022-12,Magnet Pull,100.000,Sturdy,0.000,,
Jirachi,2022-12,Serene Grace,100.000,,,,
Zapdos,2022-12,Pressure,100.000,,,,
Snorlax,2022-12,Immunity,98.279,Thick Fat,1.721,,
Aerodactyl,2022-12,Rock Head,97.076,Pressure,2.924,,
Celebi,2022-12,Natural Cure,100.000,,,,
Claydol,2022-12,Levitate,100.000,,,,
Dugtrio,2022-12,Arena Trap,100.000,,,,
Suicune,2022-12,Pressure,100.000,,,,
Starmie,2022-12,Natural Cure,97.908,Illuminate,2.092,,
Milotic,2022-12,Marvel Scale,100.000,,,,
Flygon,2022-12,Levitate,100.000,,,,
Forretress,2022-12,Sturdy,100.000,,,,
Heracross,2022-12,Guts,79.484,Swarm,20.516,,
Gyarados,2022-12,Intimidate,100.000,,,,
Breloom,2022-12,Effect Spore,100.000,,,,
Jolteon,2022-12,Volt Absorb,100.000,,,,
Blaziken,2022-12,Blaze,100.000,,,,
Raikou,2022-12,Pressure,100.000,,,,
Medicham,2022-12,Pure Power,100.000,,,,
Charizard,2022-12,Blaze,100.000,,,,
Marowak,2022-12,Rock Head,100.000,Lightning Rod,0.000,,
Moltres,2022-12,Pressure,100.000,,,,
Cloyster,2022-12,Shell Armor,100.000,,,,
Ninjask,2022-12,Speed Boost,100.000,,,,
Vaporeon,2022-12,Water Absorb,100.000,,,,
Regirock,2022-12,Clear Body,100.000,,,,
Porygon2,2022-12,Trace,100.000,,,,
Hariyama,2022-12,Guts,88.007,Thick Fat,11.993,,
Venusaur,2022-12,Overgrow,100.000,,,,
Houndoom,2022-12,Early Bird,84.909,Flash Fire,15.091,,
Jynx,2022-12,Oblivious,100.000,,,,
Alakazam,2022-12,Synchronize,100.000,Inner Focus,0.000,,
Scizor,2022-12,Swarm,100.000,,,,
Machamp,2022-12,Guts,100.000,,,,
Kingdra,2022-12,Swift Swim,100.000,,,,
Weezing,2022-12,Levitate,100.000,,,,
Ludicolo,2022-12,Swift Swim,99.693,Rain Dish,0.307,,
Smeargle,2022-12,Own Tempo,100.000,,,,
Articuno,2022-12,Pressure,100.000,,,,
Sharpedo,2022-12,Rough Skin,100.000,,,,
Sceptile,2022-12,Overgrow,100.000,,,,
Wailord,2022-12,Water Veil,100.000,Oblivious,0.000,,
Dusclops,2022-12,Pressure,100.000,,,,
Lapras,2022-12,Water Absorb,100.000,Shell Armor,0.000,,
Delibird,2022-12,Vital Spirit,81.037,Hustle,18.963,,
Ampharos,2022-12,Static,100.000,,,,
Lanturn,2022-12,Volt Absorb,100.000,,,,
Gardevoir,2022-12,Synchronize,98.567,Trace,1.433,,
Glalie,2022-12,Inner Focus,100.000,,,,
Quagsire,2022-12,Water Absorb,100.000,Damp,0.000,,
Steelix,2022-12,Rock Head,51.062,Sturdy,48.938,,
Dragonite,2022-12,Inner Focus,100.000,,,,
Trapinch,2022-12,Arena Trap,100.000,Hyper Cutter,0.000,,
Nidoqueen,2022-12,Poison Point,100.000,,,,
Slowbro,2022-12,Own Tempo,100.000,Oblivious,0.000,,
Camerupt,2022-12,Magma Armor,100.000,,,,
Kangaskhan,2022-12,Early Bird,100.000,,,,
Shedinja,2022-12,Wonder Guard,100.000,,,,
Dodrio,2022-12,Early Bird,100.000,Run Away,0.000,,
Banette,2022-12,Insomnia,100.000,,,,
Whiscash,2022-12,Oblivious,100.000,,,,
Stantler,2022-12,Intimidate,100.000,,,,
Golem,2022-12,Sturdy,98.492,Rock Head,1.508,,
Pelipper,2022-12,Keen Eye,100.000,,,,
Exeggutor,2022-12,Chlorophyll,100.000,,,,
Electrode,2022-12,Static,100.000,,,,
Rhydon,2022-12,Lightning Rod,74.223,Rock Head,25.777,,
Shiftry,2022-12,Chlorophyll,100.000,Early Bird,0.000,,
Regice,2022-12,Clear Body,100.000,,,,
Registeel,2022-12,Clear Body,100.000,,,,
Miltank,2022-12,Thick Fat,100.000,,,,
Gligar,2022-12,Hyper Cutter,100.000,,,,
Typhlosion,2022-12,Blaze,100.000,,,,
Umbreon,2022-12,Synchronize,100.000,,,,
Aggron,2022-12,Sturdy,100.000,Rock Head,0.000,,
Walrein,2022-12,Thick Fat,100.000,,,,
Tyranitar,2023-01,Sand Stream,100.000,,,,
Metagross,2023-01,Clear Body,100.000,,,,
Salamence,2023-01,Intimidate,100.000,,,,
Swampert,2023-01,Torrent,100.000,,,,
Skarmory,2023-01,Keen Eye,92.339,Sturdy,7.661,,
Zapdos,2023-01,Pressure,100.000,,,,
Gengar,2023-01,Levitate,100.000,,,,
Suicune,2023-01,Pressure,100.000,,,,
Snorlax,2023-01,Immunity,89.768,Thick Fat,10.232,,
Jirachi,2023-01,Serene Grace,100.000,,,,
Blissey,2023-01,Natural Cure,98.575,Serene Grace,1.425,,
Magneton,2023-01,Magnet Pull,99.862,Sturdy,0.138,,
Celebi,2023-01,Natural Cure,100.000,,,,
Dugtrio,2023-01,Arena Trap,100.000,,,,
Aerodactyl,2023-01,Rock Head,97.242,Pressure,2.758,,
Claydol,2023-01,Levitate,100.000,,,,
Starmie,2023-01,Natural Cure,99.973,Illuminate,0.027,,
Heracross,2023-01,Swarm,52.554,Guts,47.446,,
Charizard,2023-01,Blaze,100.000,,,,
Forretress,2023-01,Sturdy,100.000,,,,
Jolteon,2023-01,Volt Absorb,100.000,,,,
Milotic,2023-01,Marvel Scale,100.000,,,,
Marowak,2023-01,Rock Head,100.000,Lightning Rod,0.000,,
Breloom,2023-01,Effect Spore,100.000,,,,
Gyarados,2023-01,Intimidate,100.000,,,,
Flygon,2023-01,Levitate,100.000,,,,
Ninjask,2023-01,Speed Boost,100.000,,,,
Porygon2,2023-01,Trace,100.000,,,,
Moltres,2023-01,Pressure,100.000,,,,
Cloyster,2023-01,Shell Armor,100.000,,,,
Jynx,2023-01,Oblivious,100.000,,,,
Kingdra,2023-01,Swift Swim,100.000,,,,
Raikou,2023-01,Pressure,100.000,,,,
Hariyama,2023-01,Thick Fat,66.271,Guts,33.729,,
Medicham,2023-01,Pure Power,100.000,,,,
Smeargle,2023-01,Own Tempo,100.000,,,,
Venusaur,2023-01,Overgrow,100.000,,,,
Ludicolo,2023-01,Swift Swim,85.166,Rain Dish,14.834,,
Camerupt,2023-01,Magma Armor,100.000,,,,
Poliwrath,2023-01,Water Absorb,100.000,Damp,0.000,,
Regice,2023-01,Clear Body,100.000,,,,
Vaporeon,2023-01,Water Absorb,100.000,,,,
Dragonite,2023-01,Inner Focus,100.000,,,,
Machamp,2023-01,Guts,100.000,,,,
Alakazam,2023-01,Synchronize,100.000,Inner Focus,0.000,,
Slaking,2023-01,Truant,100.000,,,,
Blaziken,2023-01,Blaze,100.000,,,,
Regirock,2023-01,Clear Body,100.000,,,,
Dusclops,2023-01,Pressure,100.000,,,,
Houndoom,2023-01,Flash Fire,90.441,Early Bird,9.559,,
Umbreon,2023-01,Synchronize,100.000,,,,
Weezing,2023-01,Levitate,100.000,,,,
Scizor,2023-01,Swarm,100.000,,,,
Steelix,2023-01,Rock Head,94.065,Sturdy,5.935,,
Glalie,2023-01,Inner Focus,100.000,,,,
Hypno,2023-01,Insomnia,100.000,,,,
Registeel,2023-01,Clear Body,100.000,,,,
Typhlosion,2023-01,Blaze,100.000,,,,
Hitmontop,2023-01,Intimidate,100.000,,,,
Lapras,2023-01,Water Absorb,97.590,Shell Armor,2.410,,
Articuno,2023-01,Pressure,100.000,,,,
Roselia,2023-01,Natural Cure,100.000,Poison Point,0.000,,
Donphan,2023-01,Sturdy,100.000,,,,
Clefable,2023-01,Cute Charm,100.000,,,,
Exeggutor,2023-01,Chlorophyll,100.000,,,,
Solrock,2023-01,Levitate,100.000,,,,
Blastoise,2023-01,Torrent,100.000,,,,
Misdreavus,2023-01,Levitate,100.000,,,,
Crawdaunt,2023-01,Shell Armor,100.000,Hyper Cutter,0.000,,
Banette,2023-01,Insomnia,100.000,,,,
Sceptile,2023-01,Overgrow,100.000,,,,
Gardevoir,2023-01,Trace,71.924,Synchronize,28.076,,
Hitmonlee,2023-01,Limber,100.000,,,,
Swellow,2023-01,Guts,100.000,,,,
Swalot,2023-01,Liquid Ooze,100.000,Sticky Hold,0.000,,
Miltank,2023-01,Thick Fat,100.000,,,,
Rhydon,2023-01,Rock Head,82.541,Lightning Rod,17.459,,
Gligar,2023-01,Hyper Cutter,100.000,,,,
Aggron,2023-01,Rock Head,81.579,Sturdy,18.421,,
Wailord,2023-01,Water Veil,100.000,Oblivious,0.000,,
Lanturn,2023-01,Volt Absorb,100.000,,,,
Quagsire,2023-01,Water Absorb,91.883,Damp,8.117,,
Jumpluff,2023-01,Chlorophyll,100.000,,,,
Arcanine,2023-01,Intimidate,99.490,Flash Fire,0.510,,
Walrein,2023-01,Thick Fat,100.000,,,,
Tauros,2023-01,Intimidate,100.000,,,,
Entei,2023-01,Pressure,100.000,,,,
Cradily,2023-01,Suction Cups,100.000,,,,
Crobat,2023-01,Inner Focus,100.000,,,,
Muk,2023-01,Sticky Hold,100.000,Stench,0.000,,
Golduck,2023-01,Cloud Nine,100.000,Damp,0.000,,
Grumpig,2023-01,Thick Fat,100.000,Own Tempo,0.000,,
Murkrow,2023-01,Insomnia,100.000,,,,
Manectric,2023-01,Static,99.506,Lightning Rod,0.494,,
Absol,2023-01,Pressure,100.000,,,,
Qwilfish,2023-01,Poison Point,100.000,Swift Swim,0.000,,
Stantler,2023-01,Intimidate,100.000,,,,
Tyranitar,2023-02,Sand Stream,100.000,,,,
Metagross,2023-02,Clear Body,100.000,,,,
Zapdos,2023-02,Pressure,100.000,,,,
Swampert,2023-02,Torrent,100.000,,,,
Salamence,2023-02,Intimidate,100.000,,,,
Skarmory,2023-02,Keen Eye,96.778,Sturdy,3.222,,
Gengar,2023-02,Levitate,100.000,,,,
Blissey,2023-02,Natural Cure,99.977,Serene Grace,0.023,,
Suicune,2023-02,Pressure,100.000,,,,
Snorlax,2023-02,Immunity,90.622,Thick Fat,9.378,,
Dugtrio,2023-02,Arena Trap,100.000,,,,
Celebi,2023-02,Natural Cure,100.000,,,,
Magneton,2023-02,Magnet Pull,99.956,Sturdy,0.044,,
Jirachi,2023-02,Serene Grace,100.000,,,,
Starmie,2023-02,Natural Cure,99.157,Illuminate,0.843,,
Claydol,2023-02,Levitate,100.000,,,,
Aerodactyl,2023-02,Rock Head,98.815,Pressure,1.185,,
Heracross,2023-02,Swarm,61.308,Guts,38.692,,
Charizard,2023-02,Blaze,100.000,,,,
Breloom,2023-02,Effect Spore,100.000,,,,
Gyarados,2023-02,Intimidate,100.000,,,,
Forretress,2023-02,Sturdy,100.000,,,,
Flygon,2023-02,Levitate,100.000,,,,
Jolteon,2023-02,Volt Absorb,100.000,,,,
Moltres,2023-02,Pressure,100.000,,,,
Hariyama,2023-02,Guts,62.492,Thick Fat,37.508,,
Milotic,2023-02,Marvel Scale,100.000,,,,
Kingdra,2023-02,Swift Swim,100.000,,,,
Machamp,2023-02,Guts,100.000,,,,
Jynx,2023-02,Oblivious,100.000,,,,
Cloyster,2023-02,Shell Armor,100.000,,,,
Regice,2023-02,Clear Body,100.000,,,,
Smeargle,2023-02,Own Tempo,100.000,,,,
Porygon2,2023-02,Trace,100.000,,,,
Marowak,2023-02,Rock Head,99.805,Lightning Rod,0.195,,
Raikou,2023-02,Pressure,100.000,,,,
Glalie,2023-02,Inner Focus,100.000,,,,
Blaziken,2023-02,Blaze,100.000,,,,
Medicham,2023-02,Pure Power,100.000,,,,
Hypno,2023-02,Insomnia,100.000,,,,
Vaporeon,2023-02,Water Absorb,100.000,,,,
Dragonite,2023-02,Inner Focus,100.000,,,,
Houndoom,2023-02,Early Bird,51.413,Flash Fire,48.587,,
Sceptile,2023-02,Overgrow,100.000,,,,
Camerupt,2023-02,Magma Armor,100.000,,,,
Regirock,2023-02,Clear Body,100.000,,,,
Registeel,2023-02,Clear Body,100.000,,,,
Weezing,2023-02,Levitate,100.000,,,,
Ninjask,2023-02,Speed Boost,100.000,,,,
Venusaur,2023-02,Overgrow,100.000,,,,
Umbreon,2023-02,Synchronize,100.000,,,,
Alakazam,2023-02,Synchronize,99.960,Inner Focus,0.040,,
Steelix,2023-02,Sturdy,61.747,Rock Head,38.253,,
Misdreavus,2023-02,Levitate,100.000,,,,
Ludicolo,2023-02,Swift Swim,74.994,Rain Dish,25.006,,
Banette,2023-02,Insomnia,100.000,,,,
Dusclops,2023-02,Pressure,100.000,,,,
Walrein,2023-02,Thick Fat,100.000,,,,
Lanturn,2023-02,Volt Absorb,100.000,Illuminate,0.000,,
Entei,2023-02,Pressure,100.000,,,,
Articuno,2023-02,Pressure,100.000,,,,
Rattata,2023-02,Guts,100.000,Run Away,0.000,,
Ursaring,2023-02,Guts,100.000,,,,
Tauros,2023-02,Intimidate,100.000,,,,
Nidoking,2023-02,Poison Point,100.000,,,,
Solrock,2023-02,Levitate,100.000,,,,
Gardevoir,2023-02,Trace,87.717,Synchronize,12.283,,
Mantine,2023-02,Water Absorb,99.510,Swift Swim,0.490,,
Donphan,2023-02,Sturdy,100.000,,,,
Aggron,2023-02,Sturdy,73.690,Rock Head,26.310,,
Sableye,2023-02,Keen Eye,100.000,,,,
Pikachu,2023-02,Static,100.000,,,,
Armaldo,2023-02,Battle Armor,100.000,,,,
Slaking,2023-02,Truant,100.000,,,,
Tentacruel,2023-02,Liquid Ooze,98.978,Clear Body,1.022,,
Hitmontop,2023-02,Intimidate,100.000,,,,
Roselia,2023-02,Natural Cure,99.987,Poison Point,0.013,,
Jumpluff,2023-02,Chlorophyll,100.000,,,,
Lickitung,2023-02,Own Tempo,100.000,Oblivious,0.000,,
Typhlosion,2023-02,Blaze,100.000,,,,
Dodrio,2023-02,Early Bird,100.000,Run Away,0.000,,
Scizor,2023-02,Swarm,100.000,,,,
Exeggutor,2023-02,Chlorophyll,100.000,,,,
Poliwrath,2023-02,Water Absorb,99.989,Damp,0.011,,
