name,snapshot,move1,usage1,move2,usage2,move3,usage3,move4,usage4,move5,usage5,move6,usage6,move7,usage7,move8,usage8,move9,usage9,move10,usage10,move11,usage11,move12,usage12,move13,usage13,move14,usage14,move15,usage15,move16,usage16,move17,usage17,move18,usage18
Snorlax,2022-11,Body Slam,89.428,Rest,62.923,Earthquake,52.934,Reflect,50.712,Self-Destruct,40.088,Hyper Beam,30.795,Ice Beam,23.058,Amnesia,20.591,Counter,14.383,Other,15.088,,,,,,,,,,,,,,,,
Chansey,2022-11,Soft-Boiled,99.881,Ice Beam,77.808,Thunder Wave,75.833,Thunderbolt,43.299,Sing,42.324,Seismic Toss,19.521,Reflect,17.959,Counter,16.762,Other,6.614,,,,,,,,,,,,,,,,,,
Tauros,2022-11,Body Slam,99.895,Hyper Beam,99.376,Blizzard,95.603,Earthquake,80.763,Thunderbolt,18.230,Other,6.134,,,,,,,,,,,,,,,,,,,,,,,,
Exeggutor,2022-11,Psychic,99.106,Sleep Powder,98.529,Explosion,95.095,Stun Spore,41.103,Double-Edge,28.498,Mega Drain,23.661,Other,14.008,,,,,,,,,,,,,,,,,,,,,,
Alakazam,2022-11,Psychic,99.981,Recover,99.964,Thunder Wave,99.623,Seismic Toss,71.704,Reflect,15.021,Other,13.707,,,,,,,,,,,,,,,,,,,,,,,,
Starmie,2022-11,Recover,97.974,Thunder Wave,94.804,Thunderbolt,63.276,Blizzard,52.437,Psychic,50.118,Surf,30.716,Other,10.674,,,,,,,,,,,,,,,,,,,,,,
Gengar,2022-11,Hypnosis,97.060,Explosion,96.583,Thunderbolt,78.361,Psychic,41.865,Night Shade,41.828,Mega Drain,20.441,Confuse Ray,18.097,Other,5.765,,,,,,,,,,,,,,,,,,,,
Cloyster,2022-11,Clamp,99.918,Blizzard,96.930,Explosion,94.960,Rest,74.572,Hyper Beam,20.183,Other,13.436,,,,,,,,,,,,,,,,,,,,,,,,
Rhydon,2022-11,Earthquake,99.955,Rock Slide,93.829,Substitute,88.626,Body Slam,86.047,Rest,14.787,Other,16.755,,,,,,,,,,,,,,,,,,,,,,,,
Jynx,2022-11,Lovely Kiss,100.000,Psychic,95.848,Blizzard,83.546,Rest,71.752,Counter,17.507,Ice Beam,16.455,Other,14.893,,,,,,,,,,,,,,,,,,,,,,
Slowbro,2022-11,Amnesia,100.000,Rest,95.879,Surf,53.189,Psychic,48.573,Thunder Wave,42.553,Substitute,22.268,Reflect,13.795,Ice Beam,8.580,Other,15.164,,,,,,,,,,,,,,,,,,
Zapdos,2022-11,Thunderbolt,99.571,Thunder Wave,98.755,Drill Peck,98.457,Agility,78.603,Rest,12.368,Other,12.246,,,,,,,,,,,,,,,,,,,,,,,,
Jolteon,2022-11,Thunderbolt,99.918,Thunder Wave,98.380,Double Kick,79.090,Pin Missile,58.589,Sand Attack,22.203,Toxic,18.028,Rest,15.034,Other,8.758,,,,,,,,,,,,,,,,,,,,
Articuno,2022-11,Agility,99.114,Blizzard,98.841,Ice Beam,90.762,Hyper Beam,70.420,Substitute,21.640,Other,19.223,,,,,,,,,,,,,,,,,,,,,,,,
Golem,2022-11,Earthquake,100.000,Explosion,99.983,Rock Slide,98.499,Body Slam,81.200,Rest,9.234,Other,11.085,,,,,,,,,,,,,,,,,,,,,,,,
Lapras,2022-11,Thunderbolt,81.189,Blizzard,80.084,Sing,76.106,Rest,54.887,Body Slam,27.692,Confuse Ray,20.227,Ice Beam,19.927,Hyper Beam,19.002,Reflect,17.363,Other,3.525,,,,,,,,,,,,,,,,
Dragonite,2022-11,Wrap,94.629,Hyper Beam,84.921,Agility,76.663,Surf,53.359,Blizzard,45.604,Thunder Wave,15.391,Body Slam,14.184,Other,15.248,,,,,,,,,,,,,,,,,,,,
Moltres,2022-11,Fire Spin,100.000,Fire Blast,100.000,Agility,96.937,Hyper Beam,88.354,Other,14.709,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian,2022-11,Slash,100.000,Bubble Beam,98.806,Thunderbolt,86.064,Hyper Beam,75.621,Body Slam,29.213,Other,10.297,,,,,,,,,,,,,,,,,,,,,,,,
Victreebel,2022-11,Wrap,98.755,Razor Leaf,98.748,Sleep Powder,94.575,Stun Spore,63.077,Hyper Beam,35.577,Other,9.268,,,,,,,,,,,,,,,,,,,,,,,,
Aerodactyl,2022-11,Sky Attack,99.988,Fire Blast,99.954,Rest,96.564,Double-Edge,95.972,Other,7.523,,,,,,,,,,,,,,,,,,,,,,,,,,
Electrode,2022-11,Thunder Wave,100.000,Explosion,100.000,Thunderbolt,100.000,Hyper Beam,86.000,Other,14.000,,,,,,,,,,,,,,,,,,,,,,,,,,
Flareon,2022-11,Body Slam,100.000,Fire Blast,100.000,Rest,93.361,Quick Attack,93.361,Other,13.279,,,,,,,,,,,,,,,,,,,,,,,,,,
Porygon,2022-11,Recover,100.000,Thunder Wave,92.978,Ice Beam,88.491,Tri Attack,64.211,Reflect,17.570,Thunderbolt,12.114,Tackle,9.849,Other,14.785,,,,,,,,,,,,,,,,,,,,
Hypno,2022-11,Psychic,88.589,Thunder Wave,77.648,Seismic Toss,64.193,Hypnosis,54.197,Rest,35.410,Meditate,28.254,Headbutt,16.455,Reflect,15.898,Other,19.355,,,,,,,,,,,,,,,,,,
Kabutops,2022-11,Swords Dance,100.000,Surf,100.000,Hyper Beam,100.000,Slash,91.491,Other,8.509,,,,,,,,,,,,,,,,,,,,,,,,,,
Kingler,2022-11,Swords Dance,100.000,Crabhammer,100.000,Hyper Beam,100.000,Body Slam,100.000,Other,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,
Gyarados,2022-11,Thunderbolt,87.932,Hyper Beam,84.888,Blizzard,75.160,Body Slam,71.431,Fire Blast,19.786,Hydro Pump,18.535,Surf,11.933,Rest,10.775,Other,19.559,,,,,,,,,,,,,,,,,,
Sandslash,2022-11,Earthquake,100.000,Swords Dance,77.655,Body Slam,73.941,Hyper Beam,67.380,Slash,25.315,Sand Attack,22.345,Substitute,19.583,Other,13.781,,,,,,,,,,,,,,,,,,,,
Arcanine,2022-11,Body Slam,98.570,Hyper Beam,98.570,Fire Blast,97.607,Rest,95.419,Other,9.834,,,,,,,,,,,,,,,,,,,,,,,,,,
Clefable,2022-11,Body Slam,98.108,Thunder Wave,82.472,Hyper Beam,72.033,Thunderbolt,55.898,Ice Beam,26.321,Rest,25.655,Psychic,19.113,Reflect,17.528,Other,2.872,,,,,,,,,,,,,,,,,,
Ninetales,2022-11,Fire Blast,100.000,Confuse Ray,100.000,Fire Spin,81.517,Hyper Beam,67.132,Body Slam,32.868,Other,18.483,,,,,,,,,,,,,,,,,,,,,,,,
Pinsir,2022-11,Swords Dance,100.000,Bind,93.169,Hyper Beam,79.518,Slash,66.321,Body Slam,27.313,Seismic Toss,20.482,Other,13.197,,,,,,,,,,,,,,,,,,,,,,
Machamp,2022-11,Submission,87.371,Body Slam,82.599,Counter,71.419,Hyper Beam,69.704,Earthquake,30.413,Rock Slide,27.186,Low Kick,25.054,Other,6.255,,,,,,,,,,,,,,,,,,,,
Raichu,2022-11,Body Slam,99.999,Thunder Wave,95.224,Submission,94.635,Surf,66.300,Thunderbolt,39.064,Other,4.779,,,,,,,,,,,,,,,,,,,,,,,,
Venusaur,2022-11,Sleep Powder,95.803,Razor Leaf,86.430,Body Slam,76.164,Swords Dance,59.204,Rest,34.650,Mimic,15.757,Leech Seed,14.064,Other,17.929,,,,,,,,,,,,,,,,,,,,
Charizard,2022-11,Fire Blast,76.843,Slash,75.586,Fire Spin,75.075,Substitute,64.625,Swords Dance,33.188,Earthquake,24.923,Flamethrower,24.399,Hyper Beam,24.173,Other,1.188,,,,,,,,,,,,,,,,,,
Poliwrath,2022-11,Amnesia,98.134,Submission,88.214,Hydro Pump,86.348,Blizzard,42.456,Rest,40.041,Hypnosis,31.155,Other,13.652,,,,,,,,,,,,,,,,,,,,,,
Dodrio,2022-11,Drill Peck,100.000,Body Slam,100.000,Hyper Beam,100.000,Agility,87.915,Other,12.085,,,,,,,,,,,,,,,,,,,,,,,,,,
Raticate,2022-11,Super Fang,100.000,Bubble Beam,100.000,Body Slam,100.000,Hyper Beam,100.000,Other,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,
Arbok,2022-11,Wrap,100.000,Earthquake,100.000,Hyper Beam,99.636,Glare,99.635,Other,0.729,,,,,,,,,,,,,,,,,,,,,,,,,,
Seaking,2022-11,Surf,100.000,Agility,100.000,Blizzard,100.000,Hyper Beam,100.000,Other,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,
Tangela,2022-11,Mega Drain,100.000,Sleep Powder,100.000,Bind,100.000,Stun Spore,84.964,Other,15.036,,,,,,,,,,,,,,,,,,,,,,,,,,
Parasect,2022-11,Spore,99.999,Swords Dance,74.640,Slash,56.128,Mega Drain,56.127,Hyper Beam,41.228,Body Slam,32.682,Stun Spore,25.360,Other,13.837,,,,,,,,,,,,,,,,,,,,
Vaporeon,2022-11,Ice Beam,100.000,Surf,100.000,Rest,99.999,Sand Attack,99.999,Other,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,
Kangaskhan,2022-11,Body Slam,100.000,Earthquake,100.000,Hyper Beam,100.000,Surf,86.751,Other,13.249,,,,,,,,,,,,,,,,,,,,,,,,,,
Nidoking,2022-11,Blizzard,99.993,Earthquake,99.965,Thunderbolt,99.958,Body Slam,55.489,Counter,44.476,Other,0.120,,,,,,,,,,,,,,,,,,,,,,,,
Primeape,2022-11,Rock Slide,100.000,Body Slam,100.000,Hyper Beam,100.000,Low Kick,99.755,Other,0.245,,,,,,,,,,,,,,,,,,,,,,,,,,
Beedrill,2022-11,Twineedle,100.000,Swords Dance,100.000,Hyper Beam,100.000,Agility,99.999,Other,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,
Scyther,2022-11,Swords Dance,99.999,Hyper Beam,99.999,Agility,99.999,Wing Attack,63.933,Slash,36.068,Other,0.003,,,,,,,,,,,,,,,,,,,,,,,,
Weezing,2022-11,Explosion,100.000,Fire Blast,100.000,Sludge,76.760,Substitute,76.744,Thunderbolt,23.256,Hyper Beam,23.240,Other,0.000,,,,,,,,,,,,,,,,,,,,,,
