name,snapshot,ability1,usage1,ability2,usage2,ability3,usage3
Flutter Mane,2022-11,Protosynthesis,100.000,,,,
Palafin,2022-11,Zero to Hero,100.000,,,,
Great Tusk,2022-11,Protosynthesis,100.000,,,,
Chien-Pao,2022-11,Sword of Ruin,100.000,,,,
Gholdengo,2022-11,Good as Gold,100.000,,,,
Corviknight,2022-11,Pressure,86.415,Mirror Armor,13.367,Unnerve,0.218
Glimmora,2022-11,Toxic Debris,98.395,Corrosion,1.605,,
Roaring Moon,2022-11,Protosynthesis,100.000,,,,
Clodsire,2022-11,Water Absorb,63.212,Unaware,35.687,Poison Point,1.102
Kingambit,2022-11,Supreme Overlord,87.736,Defiant,12.112,Pressure,0.151
Chi-Yu,2022-11,Beads of Ruin,100.000,,,,
Cyclizar,2022-11,Regenerator,97.206,Shed Skin,2.794,,
Iron Bundle,2022-11,Quark Drive,100.000,,,,
Scizor,2022-11,Technician,99.470,Swarm,0.530,Light Metal,0.000
Iron Treads,2022-11,Quark Drive,100.000,,,,
Iron Valiant,2022-11,Quark Drive,100.000,,,,
Breloom,2022-11,Technician,91.939,Poison Heal,8.033,Effect Spore,0.028
Houndstone,2022-11,Sand Rush,73.293,Fluffy,26.707,,
Dragapult,2022-11,Infiltrator,82.368,Clear Body,15.363,Cursed Body,2.269
Lokix,2022-11,Tinted Lens,99.418,Swarm,0.582,,
Baxcalibur,2022-11,Thermal Exchange,97.266,Ice Body,2.734,,
Garchomp,2022-11,Rough Skin,100.000,,,,
Meowscarada,2022-11,Protean,94.259,Overgrow,5.741,,
Grimmsnarl,2022-11,Prankster,100.000,Pickpocket,0.000,Frisk,0.000
Toxapex,2022-11,Regenerator,99.687,Merciless,0.295,Limber,0.018
Dragonite,2022-11,Multiscale,96.494,Inner Focus,3.506,,
Amoonguss,2022-11,Regenerator,99.355,Effect Spore,0.645,,
Ditto,2022-11,Imposter,99.912,Limber,0.088,,
Torkoal,2022-11,Drought,99.415,Shell Armor,0.542,White Smoke,0.043
Garganacl,2022-11,Purifying Salt,98.666,Sturdy,1.239,Clear Body,0.095
Ting-Lu,2022-11,Vessel of Ruin,100.000,,,,
Dondozo,2022-11,Unaware,99.666,Water Veil,0.237,Oblivious,0.097
Ceruledge,2022-11,Weak Armor,65.406,Flash Fire,34.594,,
Tyranitar,2022-11,Sand Stream,99.986,Unnerve,0.014,,
Iron Moth,2022-11,Quark Drive,100.000,,,,
Skeledirge,2022-11,Unaware,96.583,Blaze,3.417,,
Orthworm,2022-11,Earth Eater,100.000,,,,
Maushold,2022-11,Technician,98.685,Friend Guard,1.107,Cheek Pouch,0.208
Volcarona,2022-11,Flame Body,94.145,Swarm,5.855,,
Quaquaval,2022-11,Moxie,98.993,Torrent,1.007,,
Annihilape,2022-11,Defiant,86.383,Vital Spirit,7.532,Inner Focus,6.085
Iron Hands,2022-11,Quark Drive,100.000,,,,
Rotom-Wash,2022-11,Levitate,100.000,,,,
Hippowdon,2022-11,Sand Stream,99.888,Sand Force,0.112,,
Pelipper,2022-11,Drizzle,99.719,Keen Eye,0.243,Rain Dish,0.038
Blissey,2022-11,Natural Cure,97.833,Serene Grace,2.128,Healer,0.040
Slowking,2022-11,Regenerator,98.059,Oblivious,1.941,Own Tempo,0.000
Slither Wing,2022-11,Protosynthesis,100.000,,,,
Mimikyu,2022-11,Disguise,100.000,,,,
Quagsire,2022-11,Unaware,88.602,Water Absorb,11.184,Damp,0.214
Espathra,2022-11,Speed Boost,97.807,Opportunist,1.762,Frisk,0.431
Hatterene,2022-11,Magic Bounce,99.590,Healer,0.410,Anticipation,0.000
Tinkaton,2022-11,Mold Breaker,87.593,Own Tempo,11.059,Pickpocket,1.348
Magnezone,2022-11,Magnet Pull,90.414,Analytic,7.358,Sturdy,2.228
Kilowattrel,2022-11,Volt Absorb,62.041,Wind Power,20.003,Competitive,17.955
Azumarill,2022-11,Huge Power,98.725,Thick Fat,0.764,Sap Sipper,0.510
Sandy Shocks,2022-11,Protosynthesis,100.000,,,,
Cetitan,2022-11,Slush Rush,85.005,Sheer Force,9.333,Thick Fat,5.662
Iron Thorns,2022-11,Quark Drive,100.000,,,,
Scream Tail,2022-11,Protosynthesis,100.000,,,,
Armarouge,2022-11,Flash Fire,55.288,Weak Armor,44.712,,
Iron Jugulis,2022-11,Quark Drive,100.000,,,,
Scovillain,2022-11,Chlorophyll,98.722,Insomnia,1.278,,
Gyarados,2022-11,Intimidate,52.752,Moxie,47.248,,
Toedscruel,2022-11,Mycelium Might,100.000,,,,
Masquerain,2022-11,Intimidate,99.966,Unnerve,0.034,,
Pincurchin,2022-11,Electric Surge,97.196,Lightning Rod,2.804,,
Gallade,2022-11,Sharpness,99.973,Steadfast,0.025,Justified,0.001
Wo-Chien,2022-11,Tablets of Ruin,100.000,,,,
Avalugg,2022-11,Sturdy,81.485,Ice Body,14.407,Own Tempo,4.108
Barraskewda,2022-11,Swift Swim,99.975,Propeller Tail,0.025,,
Pawmot,2022-11,Iron Fist,86.491,Volt Absorb,8.296,Natural Cure,5.213
Chansey,2022-11,Natural Cure,99.799,Serene Grace,0.201,Healer,0.000
Cloyster,2022-11,Skill Link,97.835,Shell Armor,2.165,Overcoat,0.000
Brute Bonnet,2022-11,Protosynthesis,100.000,,,,
Arboliva,2022-11,Seed Sower,76.634,Harvest,23.366,,
Gastrodon,2022-11,Storm Drain,97.441,Sticky Hold,2.553,Sand Force,0.007
Forretress,2022-11,Sturdy,86.610,Overcoat,13.390,,
Slowbro,2022-11,Regenerator,98.339,Oblivious,1.661,Own Tempo,0.000
Dudunsparce,2022-11,Serene Grace,97.678,Rattled,2.322,Run Away,0.000
Revavroom,2022-11,Filter,80.206,Overcoat,19.794,,
Spidops,2022-11,Insomnia,72.497,Stakeout,27.503,,
Hydreigon,2022-11,Levitate,100.000,,,,
Hawlucha,2022-11,Unburden,94.199,Mold Breaker,3.923,Limber,1.878
Alomomola,2022-11,Regenerator,98.916,Healer,1.079,Hydration,0.004
Arcanine,2022-11,Intimidate,86.039,Flash Fire,13.939,Justified,0.023
Grafaiai,2022-11,Prankster,76.063,Poison Touch,14.763,Unburden,9.174
Flamigo,2022-11,Scrappy,87.514,Costar,12.486,Tangled Feet,0.000
Abomasnow,2022-11,Snow Warning,100.000,Soundproof,0.000,,
Tauros-Paldea-Fire,2022-11,Intimidate,78.919,Cud Chew,21.039,Anger Point,0.042
Bellibolt,2022-11,Electromorphosis,88.985,Static,11.015,Damp,0.001
Lycanroc-Dusk,2022-11,Tough Claws,100.000,,,,
Veluza,2022-11,Sharpness,92.846,Mold Breaker,7.154,,
Tauros-Paldea-Water,2022-11,Intimidate,75.403,Cud Chew,22.167,Anger Point,2.430
Dachsbun,2022-11,Well-Baked Body,100.000,,,,
Klefki,2022-11,Prankster,100.000,Magician,0.000,,
Brambleghast,2022-11,Infiltrator,61.016,Wind Rider,38.984,,
Espeon,2022-11,Magic Bounce,99.975,Synchronize,0.025,,
Rotom-Heat,2022-11,Levitate,100.000,,,,
Tatsugiri,2022-11,Storm Drain,98.113,Commander,1.887,,
Bisharp,2022-11,Defiant,97.542,Inner Focus,2.314,Pressure,0.144
Lucario,2022-11,Justified,52.521,Inner Focus,38.401,Steadfast,9.078
Bronzong,2022-11,Levitate,94.676,Heatproof,5.324,Heavy Metal,0.000
Polteageist,2022-11,Weak Armor,85.608,Cursed Body,14.392,,
Talonflame,2022-11,Flame Body,71.573,Gale Wings,28.427,,
Gengar,2022-11,Cursed Body,100.000,,,,
Toxtricity,2022-11,Punk Rock,99.322,Technician,0.678,Plus,0.000
Florges,2022-11,Flower Veil,99.820,Symbiosis,0.180,,
Sylveon,2022-11,Pixilate,97.783,Cute Charm,2.217,,
Bombirdier,2022-11,Rocky Payload,93.743,Big Pecks,6.257,Keen Eye,0.000
Drednaw,2022-11,Swift Swim,68.876,Strong Jaw,28.430,Shell Armor,2.694
Salamence,2022-11,Moxie,55.243,Intimidate,44.757,,
Umbreon,2022-11,Synchronize,89.484,Inner Focus,10.516,,
Sableye,2022-11,Prankster,99.995,Keen Eye,0.005,Stall,0.000
Indeedee,2022-11,Psychic Surge,99.973,Inner Focus,0.027,Synchronize,0.000
Zoroark,2022-11,Illusion,100.000,,,,
Vaporeon,2022-11,Water Absorb,98.558,Hydration,1.442,,
Gardevoir,2022-11,Trace,90.843,Synchronize,9.157,Telepathy,0.000
Golduck,2022-11,Swift Swim,95.660,Cloud Nine,4.340,Damp,0.000
Staraptor,2022-11,Reckless,86.048,Intimidate,13.952,,
Lycanroc,2022-11,Sand Rush,55.811,Steadfast,43.192,Keen Eye,0.996
Beartic,2022-11,Slush Rush,80.128,Swift Swim,19.872,,
Farigiraf,2022-11,Armor Tail,78.099,Cud Chew,16.362,Sap Sipper,5.538
Drifblim,2022-11,Aftermath,89.647,Unburden,8.867,Flare Boost,1.486
Jolteon,2022-11,Quick Feet,72.295,Volt Absorb,27.705,,
Goodra,2022-11,Sap Sipper,56.841,Gooey,33.087,Hydration,10.072
Muk,2022-11,Poison Touch,99.424,Sticky Hold,0.501,Stench,0.074
Indeedee-F,2022-11,Psychic Surge,99.937,Own Tempo,0.063,Synchronize,0.000
Klawf,2022-11,Anger Shell,77.980,Regenerator,21.177,Shell Armor,0.843
Mabosstiff,2022-11,Stakeout,85.716,Intimidate,13.922,Guard Dog,0.362
Eelektross,2022-11,Levitate,100.000,,,,
Mismagius,2022-11,Levitate,100.000,,,,
Frosmoth,2022-11,Ice Scales,99.479,Shield Dust,0.521,,
Noivern,2022-11,Infiltrator,84.229,Frisk,15.758,Telepathy,0.013
Dunsparce,2022-11,Serene Grace,100.000,Rattled,0.000,Run Away,0.000
Lilligant,2022-11,Chlorophyll,83.744,Own Tempo,16.105,Leaf Guard,0.151
Froslass,2022-11,Cursed Body,100.000,,,,
Basculin,2022-11,Adaptability,58.514,Rock Head,41.074,Mold Breaker,0.408
Appletun,2022-11,Thick Fat,95.089,Ripen,4.883,Gluttony,0.028
Weavile,2022-11,Pickpocket,53.422,Pressure,46.578,,
Salazzle,2022-11,Corrosion,99.104,Oblivious,0.896,,
Dugtrio,2022-11,Sand Force,100.000,,,,
Donphan,2022-11,Sturdy,100.000,,,,
Sandaconda,2022-11,Sand Spit,75.363,Shed Skin,24.637,,
Rotom-Mow,2022-11,Levitate,100.000,,,,
Cryogonal,2022-11,Levitate,100.000,,,,
Tsareena,2022-11,Queenly Majesty,75.170,Leaf Guard,24.830,Sweet Veil,0.000
Cacturne,2022-11,Water Absorb,100.000,,,,
Hariyama,2022-11,Guts,55.830,Thick Fat,43.040,Sheer Force,1.130
Dragalge,2022-11,Adaptability,97.357,Poison Point,2.626,Poison Touch,0.017
Altaria,2022-11,Natural Cure,72.024,Cloud Nine,27.976,,
Spiritomb,2022-11,Pressure,58.951,Infiltrator,41.049,,
Haxorus,2022-11,Mold Breaker,90.484,Unnerve,9.324,Rivalry,0.192
Heracross,2022-11,Guts,87.119,Moxie,12.881,Swarm,0.000
Primeape,2022-11,Defiant,99.171,Anger Point,0.814,Vital Spirit,0.015
Jumpluff,2022-11,Infiltrator,94.410,Chlorophyll,5.049,Leaf Guard,0.541
Eiscue,2022-11,Ice Face,100.000,,,,
Slaking,2022-11,Truant,100.000,,,,
Wugtrio,2022-11,Gooey,87.433,Rattled,12.567,,
Ampharos,2022-11,Static,100.000,Plus,0.000,,
Crabominable,2022-11,Iron Fist,95.799,Hyper Cutter,3.634,Anger Point,0.567
Leafeon,2022-11,Chlorophyll,98.889,Leaf Guard,1.111,,
Toxicroak,2022-11,Dry Skin,96.435,Poison Touch,3.543,Anticipation,0.023
Krookodile,2022-11,Intimidate,69.168,Moxie,30.832,Anger Point,0.000
Coalossal,2022-11,Steam Engine,74.860,Flash Fire,14.338,Flame Body,10.802
Floatzel,2022-11,Swift Swim,99.079,Water Veil,0.921,,
Rabsca,2022-11,Synchronize,99.834,Telepathy,0.166,,
Oricorio,2022-11,Dancer,100.000,,,,
Venomoth,2022-11,Tinted Lens,100.000,Wonder Skin,0.000,Shield Dust,0.000
Falinks,2022-11,Defiant,100.000,Battle Armor,0.000,,
Medicham,2022-11,Pure Power,99.847,Telepathy,0.153,,
Rotom-Frost,2022-11,Levitate,100.000,,,,
Vivillon,2022-11,Compound Eyes,94.514,Shield Dust,5.486,Friend Guard,0.000
Glaceon,2022-11,Ice Body,100.000,,,,
