name,snapshot,item1,usage1,item2,usage2,item3,usage3,item4,usage4,item5,usage5,item6,usage6,item7,usage7,item8,usage8,item9,usage9,item10,usage10,item11,usage11,item12,usage12,item13,usage13,item14,usage14,item15,usage15,item16,usage16,item17,usage17,item18,usage18,item19,usage19,item20,usage20,item21,usage21
Flutter Mane,2022-11,Booster Energy,60.421,Choice Specs,17.725,Choice Scarf,8.655,Life Orb,5.891,Leftovers,3.620,Other,3.688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palafin,2022-11,Leftovers,44.198,Choice Band,36.092,Choice Scarf,8.842,Life Orb,2.832,Punching Glove,2.633,Mystic Water,1.840,Other,3.563,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Great Tusk,2022-11,Booster Energy,35.317,Focus Sash,18.604,Leftovers,17.194,Assault Vest,9.755,Choice Scarf,5.504,Rocky Helmet,4.495,Heavy-Duty Boots,2.863,Life Orb,2.579,Other,3.690,,,,,,,,,,,,,,,,,,,,,,,,
Chien-Pao,2022-11,Heavy-Duty Boots,34.888,Life Orb,32.364,Choice Band,16.944,Choice Scarf,4.231,Black Glasses,3.959,Focus Sash,3.719,Other,3.896,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gholdengo,2022-11,Choice Scarf,37.940,Air Balloon,32.427,Leftovers,13.687,Choice Specs,8.991,Assault Vest,1.440,Heavy-Duty Boots,1.435,Other,4.080,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corviknight,2022-11,Rocky Helmet,52.942,Leftovers,43.534,Other,3.523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glimmora,2022-11,Focus Sash,77.154,Leftovers,7.040,Black Sludge,6.065,Air Balloon,2.028,Choice Scarf,1.788,Rocky Helmet,1.767,Other,4.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roaring Moon,2022-11,Booster Energy,75.426,Life Orb,8.809,Leftovers,3.553,Choice Band,2.997,Choice Scarf,2.354,Heavy-Duty Boots,2.134,Other,4.726,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clodsire,2022-11,Leftovers,52.302,Black Sludge,41.600,Heavy-Duty Boots,3.137,Other,2.961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kingambit,2022-11,Black Glasses,46.677,Leftovers,17.279,Life Orb,12.245,Assault Vest,11.675,Choice Band,4.249,Focus Sash,2.344,Air Balloon,1.250,Other,4.281,,,,,,,,,,,,,,,,,,,,,,,,,,
Chi-Yu,2022-11,Choice Scarf,47.879,Choice Specs,27.322,Heavy-Duty Boots,11.123,Life Orb,4.486,Focus Sash,3.699,Leftovers,2.029,Other,3.462,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyclizar,2022-11,Heavy-Duty Boots,50.232,Choice Scarf,17.515,Leftovers,11.909,Sitrus Berry,7.256,Eject Button,5.315,Iapapa Berry,1.257,Heat Rock,0.755,Assault Vest,0.729,Mental Herb,0.726,Other,4.306,,,,,,,,,,,,,,,,,,,,,,
Iron Bundle,2022-11,Booster Energy,33.774,Choice Specs,27.037,Heavy-Duty Boots,21.807,Life Orb,6.855,Choice Scarf,5.146,Leftovers,1.175,Other,4.205,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scizor,2022-11,Choice Band,58.528,Life Orb,14.923,Leftovers,14.181,Heavy-Duty Boots,3.482,Metal Coat,2.178,Punching Glove,2.090,Other,4.618,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iron Treads,2022-11,Leftovers,29.350,Booster Energy,24.733,Assault Vest,12.339,Rocky Helmet,11.882,Focus Sash,11.006,Air Balloon,4.938,Heavy-Duty Boots,2.747,Other,3.005,,,,,,,,,,,,,,,,,,,,,,,,,,
Iron Valiant,2022-11,Booster Energy,76.922,Life Orb,8.161,Choice Scarf,5.396,Choice Band,2.357,Choice Specs,1.704,Expert Belt,1.684,Other,3.776,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Breloom,2022-11,Choice Band,40.411,Focus Sash,24.377,Loaded Dice,12.171,Life Orb,10.888,Toxic Orb,8.002,Other,4.151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Houndstone,2022-11,Leftovers,24.540,Life Orb,22.211,Choice Scarf,21.156,Choice Band,20.585,Spell Tag,4.218,Rocky Helmet,2.606,Other,4.684,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dragapult,2022-11,Choice Specs,44.624,Choice Band,13.171,Life Orb,12.759,Choice Scarf,10.874,Heavy-Duty Boots,5.165,Leftovers,4.776,Expert Belt,2.195,Power Herb,1.730,Other,4.706,,,,,,,,,,,,,,,,,,,,,,,,
Lokix,2022-11,Life Orb,74.691,Choice Band,16.538,Silver Powder,3.137,Heavy-Duty Boots,3.044,Other,2.590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baxcalibur,2022-11,Heavy-Duty Boots,43.452,Life Orb,14.397,Leftovers,11.929,Choice Scarf,6.262,Choice Band,4.796,Nothing,3.145,Loaded Dice,2.926,Focus Sash,2.373,Weakness Policy,2.019,Assault Vest,1.450,Lum Berry,1.152,Expert Belt,1.003,Dragon Fang,0.664,Other,4.432,,,,,,,,,,,,,,
Garchomp,2022-11,Rocky Helmet,42.285,Leftovers,35.874,Focus Sash,8.508,Choice Scarf,3.171,Life Orb,2.829,Choice Band,1.716,Red Card,1.543,Other,4.076,,,,,,,,,,,,,,,,,,,,,,,,,,
Meowscarada,2022-11,Choice Band,34.763,Choice Scarf,29.271,Life Orb,12.098,Focus Sash,10.925,Heavy-Duty Boots,4.460,Assault Vest,2.117,Rocky Helmet,1.706,Other,4.661,,,,,,,,,,,,,,,,,,,,,,,,,,
Grimmsnarl,2022-11,Light Clay,95.558,Other,4.442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toxapex,2022-11,Black Sludge,30.987,Rocky Helmet,25.694,Eject Button,18.935,Heavy-Duty Boots,13.292,Leftovers,10.456,Other,0.636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dragonite,2022-11,Heavy-Duty Boots,82.276,Leftovers,4.964,Choice Band,4.153,Life Orb,3.570,Silk Scarf,3.089,Other,1.949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amoonguss,2022-11,Rocky Helmet,57.687,Black Sludge,29.016,Leftovers,8.375,Other,4.923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ditto,2022-11,Choice Scarf,97.897,Other,2.103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Torkoal,2022-11,Heat Rock,76.854,Heavy-Duty Boots,12.935,Choice Specs,4.065,Leftovers,2.829,Other,3.316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garganacl,2022-11,Leftovers,86.157,Heavy-Duty Boots,5.060,Rocky Helmet,3.807,Other,4.975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ting-Lu,2022-11,Leftovers,91.029,Assault Vest,4.718,Other,4.253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dondozo,2022-11,Leftovers,58.824,Rocky Helmet,30.364,Heavy-Duty Boots,4.327,Chesto Berry,4.193,Other,2.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ceruledge,2022-11,Life Orb,42.592,Focus Sash,17.848,Heavy-Duty Boots,14.023,Choice Scarf,4.814,Assault Vest,4.262,Choice Band,4.235,Leftovers,2.511,Colbur Berry,2.268,Expert Belt,2.165,Weakness Policy,1.618,Other,3.664,,,,,,,,,,,,,,,,,,,,
Tyranitar,2022-11,Smooth Rock,54.670,Leftovers,18.666,Assault Vest,11.389,Choice Band,5.599,Custap Berry,2.440,Red Card,1.738,Eject Button,1.264,Other,4.233,,,,,,,,,,,,,,,,,,,,,,,,,,
Iron Moth,2022-11,Booster Energy,60.005,Choice Scarf,13.116,Heavy-Duty Boots,10.562,Choice Specs,7.458,Life Orb,4.413,Other,4.446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skeledirge,2022-11,Heavy-Duty Boots,57.797,Leftovers,29.292,Assault Vest,5.196,Choice Scarf,1.854,Choice Specs,1.683,Other,4.178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orthworm,2022-11,Leftovers,57.365,Sitrus Berry,15.614,Chople Berry,14.210,Chesto Berry,7.471,Rocky Helmet,1.902,Other,3.439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maushold,2022-11,Wide Lens,72.217,Loaded Dice,5.592,Choice Band,4.738,Heavy-Duty Boots,4.086,Life Orb,2.929,Focus Sash,2.695,Silk Scarf,1.982,Choice Scarf,1.431,Other,4.330,,,,,,,,,,,,,,,,,,,,,,,,
Volcarona,2022-11,Heavy-Duty Boots,95.497,Other,4.503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quaquaval,2022-11,Life Orb,29.658,Leftovers,15.167,Mystic Water,12.001,Choice Scarf,11.614,Choice Band,11.147,Focus Sash,4.913,Heavy-Duty Boots,3.924,Sitrus Berry,2.718,Assault Vest,2.087,Expert Belt,1.989,Other,4.782,,,,,,,,,,,,,,,,,,,,
Annihilape,2022-11,Leftovers,41.731,Choice Scarf,22.181,Choice Band,8.849,Chesto Berry,4.550,Assault Vest,4.372,Punching Glove,4.158,Focus Sash,2.614,Life Orb,2.118,Salac Berry,1.903,Heavy-Duty Boots,1.821,Spell Tag,1.798,Other,3.907,,,,,,,,,,,,,,,,,,
Iron Hands,2022-11,Assault Vest,34.128,Booster Energy,32.084,Leftovers,21.755,Choice Band,6.804,Punching Glove,2.611,Other,2.618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotom-Wash,2022-11,Leftovers,71.400,Choice Scarf,17.466,Heavy-Duty Boots,3.799,Choice Specs,2.085,Chesto Berry,1.548,Other,3.701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hippowdon,2022-11,Smooth Rock,58.727,Leftovers,32.718,Rocky Helmet,4.485,Other,4.070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pelipper,2022-11,Damp Rock,80.140,Choice Specs,9.919,Heavy-Duty Boots,7.926,Other,2.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blissey,2022-11,Heavy-Duty Boots,63.311,Leftovers,31.554,Toxic Orb,1.259,Other,3.876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slowking,2022-11,Icy Rock,43.633,Heavy-Duty Boots,33.403,Leftovers,10.929,Colbur Berry,3.758,Rocky Helmet,3.301,Other,4.976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slither Wing,2022-11,Choice Band,44.024,Choice Scarf,15.170,Assault Vest,11.517,Heavy-Duty Boots,9.933,Booster Energy,7.500,Life Orb,6.911,Other,4.945,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimikyu,2022-11,Life Orb,74.531,Spell Tag,12.897,Red Card,6.684,Mental Herb,3.142,Other,2.747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quagsire,2022-11,Leftovers,90.450,Heavy-Duty Boots,5.510,Other,4.040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Espathra,2022-11,Leftovers,57.702,Life Orb,9.388,Focus Sash,7.675,Petaya Berry,5.734,Weakness Policy,5.532,Colbur Berry,3.121,Heavy-Duty Boots,2.154,Twisted Spoon,2.114,Choice Specs,2.091,Other,4.489,,,,,,,,,,,,,,,,,,,,,,
Hatterene,2022-11,Leftovers,58.977,Focus Sash,26.717,Life Orb,4.283,Air Balloon,2.757,Eject Button,2.453,Other,4.813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tinkaton,2022-11,Leftovers,43.124,Life Orb,16.956,Assault Vest,10.965,Choice Scarf,6.552,Choice Band,6.025,Rocky Helmet,4.349,Air Balloon,2.011,Metal Coat,1.656,Custap Berry,1.107,Sitrus Berry,1.100,Shuca Berry,1.049,Expert Belt,1.004,Other,4.101,,,,,,,,,,,,,,,,
Magnezone,2022-11,Choice Specs,43.323,Assault Vest,23.863,Leftovers,10.755,Choice Scarf,9.734,Air Balloon,5.015,Life Orb,3.547,Other,3.763,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kilowattrel,2022-11,Heavy-Duty Boots,39.379,Choice Specs,28.132,Life Orb,10.997,Focus Sash,5.906,Choice Scarf,4.676,Magnet,3.355,Rocky Helmet,1.524,Wide Lens,1.443,Other,4.587,,,,,,,,,,,,,,,,,,,,,,,,
Azumarill,2022-11,Sitrus Berry,54.931,Choice Band,30.059,Assault Vest,7.669,Leftovers,3.382,Other,3.958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandy Shocks,2022-11,Booster Energy,32.034,Choice Specs,23.242,Choice Scarf,22.786,Air Balloon,5.048,Assault Vest,4.171,Life Orb,3.733,Wise Glasses,3.337,Leftovers,3.095,Other,2.552,,,,,,,,,,,,,,,,,,,,,,,,
Cetitan,2022-11,Sitrus Berry,67.172,Life Orb,9.959,Choice Band,6.519,Heavy-Duty Boots,3.807,Assault Vest,2.348,Leftovers,1.623,Weakness Policy,1.426,Expert Belt,1.414,Aguav Berry,1.230,Other,4.503,,,,,,,,,,,,,,,,,,,,,,
Iron Thorns,2022-11,Booster Energy,73.417,Leftovers,3.292,Life Orb,2.886,Lum Berry,2.404,Choice Scarf,2.247,Muscle Band,2.074,Weakness Policy,1.947,Terrain Extender,1.724,Choice Band,1.446,Assault Vest,1.275,Clear Amulet,1.216,Air Balloon,1.159,Other,4.914,,,,,,,,,,,,,,,,
Scream Tail,2022-11,Leftovers,52.350,Light Clay,15.199,Booster Energy,13.478,Heavy-Duty Boots,5.432,Mental Herb,2.750,Heat Rock,2.475,Rocky Helmet,2.068,Focus Sash,1.333,Other,4.916,,,,,,,,,,,,,,,,,,,,,,,,
Armarouge,2022-11,Choice Scarf,22.534,Focus Sash,16.373,Choice Specs,14.639,Heavy-Duty Boots,11.283,Weakness Policy,10.783,Life Orb,5.491,Assault Vest,4.453,Sitrus Berry,4.446,Expert Belt,3.655,Leftovers,3.004,Other,3.339,,,,,,,,,,,,,,,,,,,,
Iron Jugulis,2022-11,Booster Energy,26.453,Heavy-Duty Boots,18.792,Choice Specs,15.975,Life Orb,14.215,Choice Scarf,9.874,Leftovers,8.815,Assault Vest,5.332,Other,0.544,,,,,,,,,,,,,,,,,,,,,,,,,,
Scovillain,2022-11,Life Orb,64.685,Heat Rock,8.202,Choice Specs,6.667,Air Balloon,5.082,Focus Sash,4.419,Leftovers,2.997,Heavy-Duty Boots,2.899,Expert Belt,1.292,Other,3.757,,,,,,,,,,,,,,,,,,,,,,,,
Gyarados,2022-11,Heavy-Duty Boots,55.664,Leftovers,25.127,Lum Berry,8.779,Life Orb,4.368,Focus Sash,2.770,Other,3.293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toedscruel,2022-11,Leftovers,76.055,Heavy-Duty Boots,9.807,Mental Herb,6.837,Assault Vest,3.893,Other,3.408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masquerain,2022-11,Focus Sash,92.194,Heavy-Duty Boots,5.751,Other,2.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pincurchin,2022-11,Terrain Extender,81.356,Eject Button,5.981,Leftovers,4.554,Focus Sash,3.338,Other,4.771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gallade,2022-11,Choice Scarf,49.193,Choice Band,30.286,Life Orb,10.452,Assault Vest,4.265,Focus Sash,2.193,Other,3.611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wo-Chien,2022-11,Leftovers,90.981,Rocky Helmet,2.968,Heavy-Duty Boots,2.951,Other,3.100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avalugg,2022-11,Heavy-Duty Boots,73.980,Leftovers,18.666,Rocky Helmet,4.376,Other,2.979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barraskewda,2022-11,Choice Band,76.607,Life Orb,13.784,Mystic Water,3.599,Choice Scarf,2.708,Other,3.302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pawmot,2022-11,Life Orb,19.568,Punching Glove,18.105,Leftovers,17.465,Choice Band,12.821,Choice Scarf,11.517,Muscle Band,6.611,Focus Sash,4.945,Expert Belt,2.492,Heavy-Duty Boots,1.882,Other,4.594,,,,,,,,,,,,,,,,,,,,,,
Chansey,2022-11,Eviolite,100.000,Other,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cloyster,2022-11,Focus Sash,54.702,Life Orb,19.820,White Herb,18.979,Heavy-Duty Boots,3.657,Other,2.842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brute Bonnet,2022-11,Leftovers,42.210,Booster Energy,34.263,Life Orb,6.348,Assault Vest,4.913,Chople Berry,2.604,Loaded Dice,2.417,Mirror Herb,1.427,Rocky Helmet,1.198,Other,4.618,,,,,,,,,,,,,,,,,,,,,,,,
Arboliva,2022-11,Leftovers,50.535,Sitrus Berry,15.431,Rocky Helmet,4.897,Aguav Berry,4.287,Assault Vest,3.943,Choice Specs,2.789,Life Orb,2.046,Eject Pack,1.989,Eject Button,1.987,Light Clay,1.964,Custap Berry,1.931,Grassy Seed,1.663,Occa Berry,1.548,Other,4.993,,,,,,,,,,,,,,
Gastrodon,2022-11,Leftovers,84.686,Eject Button,6.472,Rocky Helmet,4.023,Other,4.818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forretress,2022-11,Leftovers,72.608,Custap Berry,17.233,Heavy-Duty Boots,2.542,Focus Sash,1.783,Sitrus Berry,1.301,Other,4.533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slowbro,2022-11,Rocky Helmet,37.465,Colbur Berry,25.918,Heavy-Duty Boots,14.038,Leftovers,13.809,Nothing,2.428,Icy Rock,2.129,Other,4.212,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dudunsparce,2022-11,Leftovers,82.398,Choice Specs,5.075,Choice Scarf,1.457,Wide Lens,1.412,Focus Sash,1.278,Rocky Helmet,1.160,Assault Vest,1.122,Throat Spray,1.061,Nothing,0.994,Other,4.041,,,,,,,,,,,,,,,,,,,,,,
Revavroom,2022-11,Air Balloon,40.303,Leftovers,16.319,Muscle Band,11.229,Life Orb,9.829,Shuca Berry,3.404,Choice Band,3.204,Protective Pads,2.960,Black Sludge,2.698,Normal Gem,2.058,Weakness Policy,1.616,Assault Vest,1.462,Other,4.917,,,,,,,,,,,,,,,,,,
Spidops,2022-11,Focus Sash,86.635,Mental Herb,6.325,Heavy-Duty Boots,2.280,Other,4.759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydreigon,2022-11,Choice Scarf,48.591,Life Orb,20.047,Leftovers,10.808,Choice Specs,9.561,Salac Berry,3.633,Heavy-Duty Boots,2.498,Other,4.862,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawlucha,2022-11,Electric Seed,42.188,Psychic Seed,21.011,Grassy Seed,12.623,Power Herb,9.879,White Herb,5.601,Leftovers,1.451,Choice Scarf,1.411,Heavy-Duty Boots,1.127,Other,4.709,,,,,,,,,,,,,,,,,,,,,,,,
Alomomola,2022-11,Rocky Helmet,42.006,Leftovers,37.857,Heavy-Duty Boots,18.564,Other,1.573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arcanine,2022-11,Heavy-Duty Boots,65.728,Leftovers,16.545,Choice Band,11.152,Rocky Helmet,3.493,Other,3.082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grafaiai,2022-11,Black Sludge,16.873,Assault Vest,13.000,Heavy-Duty Boots,10.038,Heat Rock,8.734,Focus Sash,6.934,Iron Ball,6.670,Leftovers,6.356,Lagging Tail,5.593,Choice Band,3.784,Air Balloon,3.505,Mirror Herb,3.489,Electric Seed,3.011,Toxic Orb,2.834,Flame Orb,2.545,Aguav Berry,1.274,Life Orb,1.093,Other,4.267,,,,,,,,
Flamigo,2022-11,Choice Band,57.277,Choice Scarf,37.961,Other,4.762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abomasnow,2022-11,Light Clay,41.680,Icy Rock,37.964,Focus Sash,4.938,Heavy-Duty Boots,3.807,Leftovers,3.024,Never-Melt Ice,2.947,Assault Vest,1.632,Other,4.008,,,,,,,,,,,,,,,,,,,,,,,,,,
Tauros-Paldea-Fire,2022-11,Heavy-Duty Boots,29.548,Life Orb,14.380,Leftovers,12.283,Choice Band,12.013,Sitrus Berry,10.950,Liechi Berry,6.021,Choice Scarf,3.826,Assault Vest,3.335,Aguav Berry,3.105,Other,4.538,,,,,,,,,,,,,,,,,,,,,,
