name,snapshot,nature1,usage1,hp1,attack1,defense1,sp attack1,sp defense1,speed1,nature2,usage2,hp2,attack2,defense2,sp attack2,sp defense2,speed2,nature3,usage3,hp3,attack3,defense3,sp attack3,sp defense3,speed3,nature4,usage4,hp4,attack4,defense4,sp attack4,sp defense4,speed4,nature5,usage5,hp5,attack5,defense5,sp attack5,sp defense5,speed5,nature6,usage6,hp6,attack6,defense6,sp attack6,sp defense6,speed6
Excadrill,2022-11,Jolly,24.466,0,252,0,0,4,252,Jolly,8.047,0,252,4,0,0,252,Adamant,7.538,0,252,0,0,4,252,Careful,5.624,252,0,0,0,216,40,Jolly,5.565,4,252,0,0,0,252,Jolly,4.112,96,0,0,0,220,192
Landorus-Therian,2022-11,Jolly,24.054,0,252,4,0,0,252,Jolly,13.241,0,252,0,0,4,252,Hardy,8.581,252,4,252,0,0,0,Impish,6.822,252,0,232,0,0,24,Impish,6.149,252,0,240,0,8,8,Impish,4.176,252,4,252,0,0,0
Serperior,2022-11,Timid,42.883,0,0,0,252,4,252,Timid,16.033,56,0,0,200,0,252,Timid,14.402,252,0,0,4,0,252,Timid,6.888,208,0,48,0,0,252,Timid,4.459,200,0,44,12,0,252,Timid,3.365,112,0,0,144,0,252
Bisharp,2022-11,Jolly,45.072,0,252,0,0,4,252,Adamant,17.82,0,252,4,0,0,252,Adamant,13.383,0,252,0,0,4,252,Jolly,7.634,4,252,0,0,0,252,Adamant,4.76,252,252,0,0,4,0,Adamant,2.753,152,252,4,0,0,100
Heatran,2022-11,Timid,11.277,0,0,0,252,4,252,Calm,10.946,252,0,0,0,212,44,Timid,10.288,252,0,0,0,4,252,Calm,7.14,248,0,0,0,180,80,Calm,5.625,252,0,0,0,184,72,Timid,4.184,248,0,0,0,8,252
Weavile,2022-11,Jolly,56.946,0,252,0,0,4,252,Jolly,31.412,0,252,4,0,0,252,Jolly,9.804,4,252,0,0,0,252,,,,,,,,,,,,,,,,,,,,,,,,
Rotom-Wash,2022-11,Bold,21.345,252,0,248,0,0,8,Timid,16.537,4,0,0,252,0,252,Timid,9.072,0,0,0,252,4,252,Timid,6.847,248,0,24,0,0,236,Bold,5.68,252,0,200,4,44,8,Bold,4.683,248,0,252,0,0,8
Clefable,2022-11,Bold,18.557,252,0,252,4,0,0,Bold,13.83,252,0,252,0,4,0,Calm,7.766,252,0,172,0,84,0,Bold,7.595,248,0,236,0,24,0,Bold,6.091,252,0,168,0,88,0,Calm,5.197,252,0,0,4,252,0
Talonflame,2022-11,Jolly,20.767,0,252,4,0,0,252,Adamant,13.476,248,252,8,0,0,0,Adamant,11.351,232,252,0,0,0,24,Adamant,9.208,0,252,0,0,4,252,Adamant,7.315,248,252,0,0,0,8,Adamant,5.802,0,252,4,0,0,252
Garchomp,2022-11,Jolly,19.064,0,252,0,0,4,252,Jolly,18.92,0,252,4,0,0,252,Impish,12.181,240,0,176,0,0,92,Impish,10.265,248,0,168,0,0,92,Naive,6.863,0,252,0,4,0,252,Relaxed,3.17,252,36,204,16,0,0
