Pokemon,Usage,Snapshot
Latios,36.84643,2022-11
Garchomp,33.20292,2022-11
Tyranitar,29.39745,2022-11
Ferrothorn,25.6227,2022-11
Dragonite,23.52624,2022-11
Scizor,20.63143,2022-11
Excadrill,20.38885,2022-11
Starmie,20.34422,2022-11
Alakazam,18.95214,2022-11
Jirachi,18.60775,2022-11
Politoed,16.97333,2022-11
Landorus-Therian,16.56624,2022-11
Reuniclus,16.49509,2022-11
Volcarona,15.94277,2022-11
Gliscor,15.69602,2022-11
Keldeo,15.21559,2022-11
Skarmory,14.12209,2022-11
Tentacruel,13.53497,2022-11
Magnezone,12.75493,2022-11
Breloom,11.74396,2022-11
Cloyster,10.41072,2022-11
Kyurem-Black,9.27114,2022-11
Thundurus-Therian,8.65859,2022-11
Rotom-Wash,8.63033,2022-11
Jellicent,8.26284,2022-11
Gastrodon,7.41315,2022-11
Heatran,7.36928,2022-11
Mamoswine,6.94774,2022-11
Blissey,5.66728,2022-11
Conkeldurr,5.31134,2022-11
Hydreigon,5.26927,2022-11
Gengar,5.26033,2022-11
Abomasnow,4.53617,2022-11
Terrakion,4.52538,2022-11
Salamence,4.48924,2022-11
Latias,4.37625,2022-11
Tornadus,4.36949,2022-11
Celebi,4.14512,2022-11
Lucario,3.86317,2022-11
Weavile,3.66014,2022-11
Infernape,3.46923,2022-11
Machamp,3.42467,2022-11
Aerodactyl,3.17041,2022-11
Forretress,2.9789,2022-11
Hippowdon,2.93012,2022-11
Azelf,2.64672,2022-11
Suicune,2.63,2022-11
Mienshao,2.59559,2022-11
Kyurem,2.4268,2022-11
Toxicroak,2.32453,2022-11
Xatu,2.29932,2022-11
Gyarados,2.26747,2022-11
Empoleon,2.17816,2022-11
Ninetales,2.10629,2022-11
Donphan,1.69681,2022-11
Cofagrigus,1.66328,2022-11
Metagross,1.6537,2022-11
Feraligatr,1.62796,2022-11
Amoonguss,1.50582,2022-11
Bronzong,1.4316,2022-11
Cresselia,1.42452,2022-11
Slowking,1.38177,2022-11
Slowbro,1.2737,2022-11
Nidoking,1.27121,2022-11
Chansey,1.14978,2022-11
Tangela,1.11032,2022-11
Clefable,1.09934,2022-11
Mew,1.09698,2022-11
Seismitoad,1.05301,2022-11
Lapras,1.03947,2022-11
Escavalier,0.91878,2022-11
Zoroark,0.82337,2022-11
Togekiss,0.81283,2022-11
Victini,0.79835,2022-11
Shaymin,0.66177,2022-11
Dusknoir,0.63695,2022-11
Haxorus,0.57707,2022-11
Ditto,0.54947,2022-11
Scrafty,0.54206,2022-11
Milotic,0.51813,2022-11
Walrein,0.51714,2022-11
Kingdra,0.51393,2022-11
Magneton,0.50987,2022-11
Tangrowth,0.50358,2022-11
Azumarill,0.50298,2022-11
Ambipom,0.48024,2022-11
Honchkrow,0.47413,2022-11
Darmanitan,0.47161,2022-11
Staraptor,0.46395,2022-11
Hitmontop,0.4412,2022-11
Bisharp,0.41772,2022-11
Quagsire,0.40813,2022-11
Sharpedo,0.39028,2022-11
Moltres,0.36754,2022-11
Spiritomb,0.35899,2022-11
Gardevoir,0.3523,2022-11
Sableye,0.3339,2022-11
Krookodile,0.32032,2022-11
Alomomola,0.3198,2022-11
Vaporeon,0.31046,2022-11
Froslass,0.3067,2022-11
Espeon,0.29327,2022-11
Umbreon,0.27193,2022-11
Chandelure,0.27162,2022-11
Porygon2,0.26624,2022-11
Flygon,0.2404,2022-11
Sigilyph,0.21695,2022-11
Rotom-Heat,0.21018,2022-11
Electivire,0.20177,2022-11
Cobalion,0.20153,2022-11
Blastoise,0.19837,2022-11
Steelix,0.17732,2022-11
Heracross,0.17191,2022-11
Zapdos,0.15407,2022-11
Mandibuzz,0.15078,2022-11
Samurott,0.14976,2022-11
Jolteon,0.13978,2022-11
Snorlax,0.13941,2022-11
Electrode,0.13566,2022-11
Swampert,0.1285,2022-11
Sceptile,0.12727,2022-11
Porygon-Z,0.12239,2022-11
Arcanine,0.11398,2022-11
Gigalith,0.11349,2022-11
Hariyama,0.10501,2022-11
Ludicolo,0.10059,2022-11
Cryogonal,0.09319,2022-11
Dusclops,0.09185,2022-11
Galvantula,0.08778,2022-11
Luxray,0.07962,2022-11
Exeggutor,0.07623,2022-11
Claydol,0.07493,2022-11
Houndoom,0.0694,2022-11
Shuckle,0.05857,2022-11
Whimsicott,0.05548,2022-11
Omastar,0.04967,2022-11
Golem,0.04892,2022-11
Hitmonlee,0.04865,2022-11
Meloetta,0.04836,2022-11
Shedinja,0.04727,2022-11
Yanmega,0.04695,2022-11
Braviary,0.0468,2022-11
Gallade,0.04573,2022-11
Roserade,0.04421,2022-11
Slaking,0.04308,2022-11
Golurk,0.04069,2022-11
Golbat,0.03964,2022-11
Scolipede,0.03788,2022-11
Eelektross,0.03585,2022-11
Wigglytuff,0.03508,2022-11
Archeops,0.03416,2022-11
Medicham,0.0286,2022-11
Qwilfish,0.02745,2022-11
Accelgor,0.0273,2022-11
Crobat,0.02642,2022-11
Jynx,0.02543,2022-11
Tauros,0.02543,2022-11
Rotom-Mow,0.0254,2022-11
Venusaur,0.02502,2022-11
Stunfisk,0.0249,2022-11
Charizard,0.02365,2022-11
Haunter,0.02302,2022-11
Crawdaunt,0.0217,2022-11
Kabutops,0.02056,2022-11
Piloswine,0.01918,2022-11
Druddigon,0.01734,2022-11
Cacturne,0.01718,2022-11
Shiftry,0.01702,2022-11
Mothim,0.01659,2022-11
Aggron,0.01654,2022-11
Linoone,0.01644,2022-11
Floatzel,0.01522,2022-11
Serperior,0.01469,2022-11
Lickilicky,0.01432,2022-11
Rhyperior,0.01309,2022-11
Torterra,0.01232,2022-11
Bibarel,0.01232,2022-11
Raikou,0.01217,2022-11
Kangaskhan,0.00981,2022-11
Lopunny,0.00981,2022-11
Mismagius,0.00862,2022-11
Cinccino,0.00833,2022-11
