name,snapshot,teammate1,usage1,teammate2,usage2,teammate3,usage3,teammate4,usage4,teammate5,usage5,teammate6,usage6,teammate7,usage7,teammate8,usage8,teammate9,usage9,teammate10,usage10,teammate11,usage11,teammate12,usage12
Tyranitar,2022-11,Swampert,45.276,Skarmory,44.347,Metagross,41.837,Gengar,32.882,Blissey,28.849,Zapdos,26.977,Salamence,23.224,Aerodactyl,21.665,Jirachi,17.578,Celebi,16.213,Starmie,15.129,,
Metagross,2022-11,Tyranitar,61.159,Salamence,40.890,Snorlax,32.466,Skarmory,32.417,Blissey,24.295,Zapdos,24.115,Swampert,20.475,Magneton,20.067,Gengar,19.867,Claydol,18.584,Starmie,17.593,,
Skarmory,2022-11,Tyranitar,73.010,Blissey,52.263,Gengar,47.291,Metagross,36.509,Swampert,36.274,Claydol,27.614,Aerodactyl,22.141,Salamence,20.336,Zapdos,18.833,Starmie,16.976,Jirachi,15.791,,
Swampert,2022-11,Tyranitar,77.589,Gengar,44.031,Skarmory,37.758,Zapdos,33.569,Blissey,27.042,Aerodactyl,24.326,Metagross,24.003,Salamence,21.342,Snorlax,17.880,Celebi,16.823,Forretress,14.517,,
Gengar,2022-11,Tyranitar,65.265,Skarmory,57.013,Swampert,50.997,Blissey,27.425,Metagross,26.974,Zapdos,23.463,Aerodactyl,19.751,Jolteon,17.499,Dugtrio,16.211,Jirachi,15.410,Suicune,14.777,,
Zapdos,2022-11,Tyranitar,58.734,Swampert,42.649,Metagross,35.917,Dugtrio,29.905,Gengar,25.738,Skarmory,24.906,Celebi,24.440,Jirachi,22.174,Snorlax,18.849,Aerodactyl,13.948,Suicune,13.486,,
Blissey,2022-11,Skarmory,74.892,Tyranitar,68.060,Metagross,39.209,Swampert,37.228,Gengar,32.598,Claydol,27.447,Salamence,27.032,Dugtrio,20.826,Starmie,17.657,Zapdos,13.997,Aerodactyl,13.399,,
Salamence,2022-11,Metagross,66.183,Tyranitar,54.948,Snorlax,36.132,Magneton,29.662,Swampert,29.467,Skarmory,29.226,Blissey,27.110,Suicune,21.645,Claydol,19.972,Celebi,16.261,Heracross,15.055,,
Snorlax,2022-11,Metagross,64.249,Salamence,44.177,Tyranitar,43.632,Magneton,31.891,Swampert,30.184,Suicune,27.053,Zapdos,25.044,Heracross,19.869,Breloom,18.312,Gengar,16.398,Claydol,16.361,,
Dugtrio,2022-11,Zapdos,41.446,Tyranitar,34.562,Metagross,34.163,Skarmory,28.581,Blissey,26.637,Suicune,25.696,Celebi,25.349,Gengar,24.646,Starmie,24.085,Swampert,23.203,Jirachi,22.192,,
Celebi,2022-11,Tyranitar,49.206,Magneton,38.973,Metagross,35.558,Zapdos,34.068,Swampert,29.794,Dugtrio,25.495,Skarmory,22.526,Salamence,20.858,Jirachi,20.093,Gengar,18.363,Snorlax,16.153,,
Magneton,2022-11,Metagross,44.663,Tyranitar,44.598,Celebi,41.780,Salamence,40.788,Snorlax,35.867,Gyarados,23.499,Swampert,23.152,Heracross,22.748,Zapdos,18.037,Skarmory,17.669,Suicune,16.624,,
