name,snapshot,teammate1,usage1,teammate2,usage2,teammate3,usage3,teammate4,usage4,teammate5,usage5,teammate6,usage6,teammate7,usage7,teammate8,usage8,teammate9,usage9,teammate10,usage10,teammate11,usage11,teammate12,usage12
Snorlax,2022-11,Chansey,91.549,Tauros,86.015,Exeggutor,53.758,Alakazam,39.256,Starmie,38.040,Gengar,27.920,Cloyster,25.535,Rhydon,24.864,Jynx,16.455,Zapdos,13.479,Slowbro,13.058,,
Chansey,2022-11,Snorlax,93.307,Tauros,87.481,Exeggutor,52.737,Alakazam,40.149,Starmie,39.616,Rhydon,27.018,Gengar,26.370,Cloyster,25.489,Jynx,16.404,Zapdos,13.394,Slowbro,13.032,,
Tauros,2022-11,Snorlax,91.623,Chansey,91.429,Exeggutor,53.263,Alakazam,42.984,Starmie,41.437,Rhydon,29.059,Cloyster,24.694,Gengar,23.220,Jynx,14.703,Zapdos,14.600,Jolteon,8.419,,
Exeggutor,2022-11,Snorlax,90.981,Chansey,87.572,Tauros,84.626,Starmie,39.280,Alakazam,35.279,Gengar,34.388,Rhydon,22.174,Cloyster,21.679,Slowbro,12.073,Golem,10.452,Zapdos,8.727,,
Alakazam,2022-11,Tauros,90.758,Chansey,88.597,Snorlax,88.290,Exeggutor,46.883,Starmie,28.542,Gengar,22.605,Rhydon,19.061,Cloyster,18.917,Zapdos,13.781,Slowbro,10.952,Jynx,8.021,,
Starmie,2022-11,Tauros,93.604,Chansey,93.527,Snorlax,91.531,Exeggutor,55.846,Alakazam,30.536,Rhydon,29.817,Gengar,19.342,Jynx,13.714,Cloyster,12.868,Zapdos,9.268,Jolteon,6.266,,
Gengar,2022-11,Snorlax,86.751,Chansey,80.389,Tauros,67.731,Exeggutor,63.133,Alakazam,31.229,Cloyster,28.799,Starmie,24.976,Golem,22.350,Slowbro,20.902,Electrode,7.550,Rhydon,7.245,,
Cloyster,2022-11,Snorlax,84.574,Chansey,82.832,Tauros,76.782,Exeggutor,42.427,Gengar,30.699,Alakazam,27.858,Rhydon,19.939,Jolteon,18.124,Starmie,17.713,Jynx,15.902,Golem,10.389,,
Rhydon,2022-11,Tauros,93.785,Chansey,91.132,Snorlax,85.477,Exeggutor,45.041,Starmie,42.600,Alakazam,29.136,Cloyster,20.695,Jynx,18.080,Slowbro,10.514,Articuno,8.048,Gengar,8.016,,
Jynx,2022-11,Snorlax,93.402,Chansey,91.360,Tauros,78.351,Starmie,32.351,Rhydon,29.852,Cloyster,27.254,Exeggutor,22.815,Alakazam,20.244,Articuno,15.109,Zapdos,14.275,Lapras,10.995,,
Slowbro,2022-11,Snorlax,90.635,Chansey,88.748,Tauros,54.294,Exeggutor,49.515,Gengar,46.693,Alakazam,33.798,Golem,22.412,Rhydon,21.229,Starmie,16.092,Cloyster,12.872,Jynx,11.595,,
Zapdos,2022-11,Tauros,93.565,Snorlax,92.014,Chansey,89.713,Alakazam,41.828,Exeggutor,35.203,Starmie,26.295,Articuno,19.934,Jynx,17.168,Rhydon,14.932,Gengar,10.835,Moltres,9.895,,
Jolteon,2022-11,Tauros,83.066,Chansey,79.007,Snorlax,78.595,Cloyster,57.510,Exeggutor,41.744,Starmie,27.367,Gengar,20.063,Rhydon,18.610,Dragonite,15.340,Alakazam,14.546,Slowbro,12.744,,
Articuno,2022-11,Chansey,93.557,Snorlax,91.512,Tauros,78.113,Zapdos,31.163,Alakazam,28.899,Cloyster,28.752,Jynx,28.405,Rhydon,24.983,Lapras,18.331,Exeggutor,15.801,Moltres,15.266,,
Golem,2022-11,Snorlax,90.596,Gengar,85.301,Exeggutor,73.237,Chansey,59.365,Slowbro,38.290,Cloyster,37.196,Electrode,29.338,Tauros,16.829,Starmie,16.459,Jynx,11.685,Dragonite,9.808,,
