name,snapshot,ability1,usage1,ability2,usage2,ability3,usage3
Excadrill,2022-11,Mold Breaker,75.049,Sand Rush,24.864,Sand Force,0.086
Landorus-Therian,2022-11,Intimidate,100.000,,,,
Serperior,2022-11,Contrary,99.777,Overgrow,0.223,,
Bisharp,2022-11,Defiant,99.887,Pressure,0.058,Inner Focus,0.055
Heatran,2022-11,Flash Fire,100.000,,,,
Weavile,2022-11,Pressure,88.893,Pickpocket,11.107,,
Rotom-Wash,2022-11,Levitate,100.000,,,,
Clefable,2022-11,Magic Guard,92.676,Unaware,7.108,Cute Charm,0.216
Talonflame,2022-11,Gale Wings,99.868,Flame Body,0.132,,
Garchomp,2022-11,Rough Skin,97.650,Sand Veil,2.350,,
Keldeo,2022-11,Justified,100.000,,,,
Tornadus-Therian,2022-11,Regenerator,100.000,,,,
Dragonite,2022-11,Multiscale,99.691,Inner Focus,0.309,,
Ferrothorn,2022-11,Iron Barbs,100.000,Anticipation,0.000,,
Thundurus,2022-11,Prankster,96.174,Defiant,3.826,,
Metagross-Mega,2022-11,Tough Claws,100.000,,,,
Latias,2022-11,Levitate,100.000,,,,
Starmie,2022-11,Natural Cure,73.531,Analytic,26.464,Illuminate,0.005
Scizor-Mega,2022-11,Technician,100.000,,,,
Manaphy,2022-11,Hydration,100.000,,,,
Tyranitar,2022-11,Sand Stream,100.000,Unnerve,0.000,,
Lopunny-Mega,2022-11,Scrappy,100.000,,,,
Azumarill,2022-11,Huge Power,85.352,Sap Sipper,14.532,Thick Fat,0.115
Azelf,2022-11,Levitate,100.000,,,,
Slowbro,2022-11,Regenerator,99.978,Oblivious,0.022,Own Tempo,0.000
Mew,2022-11,Synchronize,100.000,,,,
Medicham-Mega,2022-11,Pure Power,100.000,,,,
Manectric-Mega,2022-11,Intimidate,100.000,,,,
Latios,2022-11,Levitate,100.000,,,,
Victini,2022-11,Victory Star,100.000,,,,
Magnezone,2022-11,Magnet Pull,95.239,Analytic,4.724,Sturdy,0.037
