name,snapshot,nature1,usage1,hp1,attack1,defense1,sp attack1,sp defense1,speed1,nature2,usage2,hp2,attack2,defense2,sp attack2,sp defense2,speed2,nature3,usage3,hp3,attack3,defense3,sp attack3,sp defense3,speed3,nature4,usage4,hp4,attack4,defense4,sp attack4,sp defense4,speed4,nature5,usage5,hp5,attack5,defense5,sp attack5,sp defense5,speed5,nature6,usage6,hp6,attack6,defense6,sp attack6,sp defense6,speed6
Latios,2022-11,Timid,50.091,0,0,0,252,4,252,Timid,36.315,0,0,4,252,0,252,Timid,7.5,4,0,0,252,0,252,Modest,1.945,56,0,0,252,4,196,,,,,,,,,,,,,,,,
Garchomp,2022-11,Jolly,49.703,0,252,0,0,4,252,Jolly,14.621,0,252,4,0,0,252,Naive,7.471,0,4,0,252,0,252,Jolly,5.467,64,192,0,0,0,252,Jolly,5.17,0,252,0,0,0,252,Jolly,3.687,4,252,0,0,0,252
Tyranitar,2022-11,Adamant,16.48,248,88,0,0,172,0,Hasty,8.82,0,212,0,48,0,248,Brave,7.515,248,88,0,0,172,0,Jolly,5.175,0,252,0,0,4,252,Brave,4.702,252,88,0,48,120,0,Sassy,4.43,252,56,56,76,68,0
Ferrothorn,2022-11,Careful,16.095,252,0,48,0,208,0,Relaxed,8.91,252,0,88,0,168,0,Careful,7.802,252,0,4,0,252,0,Brave,6.871,252,252,0,0,4,0,Impish,5.374,252,4,32,0,220,0,Careful,4.329,252,0,8,0,248,0
Dragonite,2022-11,Adamant,56.886,0,252,0,0,4,252,Adamant,18.372,4,252,0,0,0,252,Adamant,4.307,0,252,4,0,0,252,Jolly,2.859,244,12,0,0,0,252,Jolly,1.739,0,252,0,0,4,252,Adamant,1.517,32,252,0,0,0,224
Scizor,2022-11,Adamant,13.473,32,252,0,0,0,224,Adamant,11.536,4,252,0,0,0,252,Jolly,8.355,40,252,0,0,4,212,Adamant,8.011,248,252,0,0,8,0,Adamant,7.734,44,252,0,0,0,212,Jolly,4.574,0,252,0,0,4,252
Excadrill,2022-11,Adamant,17.732,0,252,0,0,4,252,Jolly,15.581,0,252,0,0,4,252,Adamant,13.283,0,252,4,0,0,252,Jolly,8.832,4,252,0,0,0,252,Careful,7.086,208,0,0,0,252,48,Careful,6.456,252,4,0,0,252,0
Starmie,2022-11,Timid,62.919,0,0,0,252,4,252,Timid,15.541,0,0,4,252,0,252,Timid,7.099,4,0,0,252,0,252,Timid,3.305,0,0,0,200,56,252,Timid,3.19,252,0,0,4,0,252,Bold,1.958,252,0,252,0,4,0
Alakazam,2022-11,Timid,81.004,0,0,0,252,4,252,Timid,13.891,0,0,4,252,0,252,Timid,4.197,4,0,0,252,0,252,,,,,,,,,,,,,,,,,,,,,,,,
Jirachi,2022-11,Brave,21.945,252,252,4,0,0,0,Sassy,12.268,252,0,40,0,216,0,Timid,7.879,4,0,0,252,0,252,Hasty,5.958,0,252,0,4,0,252,Jolly,4.566,4,252,0,0,0,252,Sassy,4.487,252,0,80,0,176,0
