Pokemon,Usage,Snapshot
Landorus-Therian,43.90861,2022-11
Magearna,31.43576,2022-11
Greninja-Ash,21.9083,2022-11
Tapu Koko,20.23371,2022-11
Ferrothorn,17.59375,2022-11
Tapu Lele,14.66895,2022-11
Tornadus-Therian,14.25252,2022-11
Kartana,14.09096,2022-11
Serperior,13.44563,2022-11
Rotom-Wash,12.75517,2022-11
Medicham-Mega,11.93215,2022-11
Toxapex,11.25717,2022-11
Excadrill,10.91628,2022-11
Tapu Fini,10.90036,2022-11
Hawlucha,10.89979,2022-11
Kyurem-Black,10.1742,2022-11
Garchomp,9.96002,2022-11
Heatran,9.91955,2022-11
Chansey,9.81048,2022-11
Mawile-Mega,9.25515,2022-11
Clefable,8.54276,2022-11
Pelipper,8.34481,2022-11
Zapdos,8.28531,2022-11
Swampert-Mega,8.21821,2022-11
Gliscor,8.05886,2022-11
Victini,7.86856,2022-11
Greninja,7.20326,2022-11
Kommo-o,7.10068,2022-11
Charizard-Mega-X,6.7098,2022-11
Scizor-Mega,6.20736,2022-11
Lopunny-Mega,6.19394,2022-11
Tapu Bulu,6.03075,2022-11
Celesteela,5.99406,2022-11
Diancie-Mega,5.98859,2022-11
Tyranitar,5.7655,2022-11
Magnezone,5.76237,2022-11
Volcarona,5.63693,2022-11
Alakazam-Mega,5.11549,2022-11
Skarmory,5.10655,2022-11
Sableye-Mega,4.91421,2022-11
Blacephalon,4.86212,2022-11
Manaphy,4.66509,2022-11
Tangrowth,4.42005,2022-11
Jirachi,3.97446,2022-11
Charizard-Mega-Y,3.93577,2022-11
Araquanid,3.56317,2022-11
Bisharp,3.34351,2022-11
Keldeo,3.33389,2022-11
Gyarados-Mega,3.2521,2022-11
Azumarill,3.0674,2022-11
Weavile,3.05099,2022-11
Dragonite,3.03353,2022-11
Cresselia,2.95554,2022-11
Pinsir-Mega,2.85147,2022-11
Tyranitar-Mega,2.82708,2022-11
Crawdaunt,2.79839,2022-11
Latias-Mega,2.43026,2022-11
Marowak-Alola,2.41755,2022-11
Hoopa-Unbound,2.30936,2022-11
Mimikyu,1.99602,2022-11
Venusaur-Mega,1.87921,2022-11
Gardevoir-Mega,1.86578,2022-11
