name,snapshot,item1,usage1,item2,usage2,item3,usage3,item4,usage4,item5,usage5,item6,usage6,item7,usage7,item8,usage8,item9,usage9,item10,usage10,item11,usage11,item12,usage12,item13,usage13,item14,usage14,item15,usage15,item16,usage16,item17,usage17,item18,usage18,item19,usage19,item20,usage20,item21,usage21
Excadrill,2022-11,Leftovers,54.859,Focus Sash,16.867,Choice Scarf,14.756,Air Balloon,6.006,Life Orb,3.568,Other,3.942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Landorus-Therian,2022-11,Rocky Helmet,32.781,Choice Scarf,27.150,Focus Sash,19.306,Leftovers,10.524,Soft Sand,2.619,Choice Band,2.173,Life Orb,1.672,Other,3.775,,,,,,,,,,,,,,,,,,,,,,,,,,
Serperior,2022-11,Leftovers,59.087,Rocky Helmet,19.145,Light Clay,11.189,Chesto Berry,5.129,Choice Scarf,2.010,Other,3.440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bisharp,2022-11,Life Orb,51.812,Black Glasses,19.249,Lum Berry,11.667,Dread Plate,5.322,Leftovers,3.940,Assault Vest,3.259,Other,4.751,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heatran,2022-11,Leftovers,71.299,Air Balloon,16.966,Choice Scarf,7.855,Other,3.880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weavile,2022-11,Choice Band,59.647,Life Orb,29.486,Expert Belt,8.153,Other,2.714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotom-Wash,2022-11,Leftovers,61.913,Choice Scarf,33.018,Rocky Helmet,1.562,Other,3.507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clefable,2022-11,Leftovers,92.544,Life Orb,3.743,Other,3.713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Talonflame,2022-11,Leftovers,34.727,Sharp Beak,23.747,Nothing,20.783,Choice Band,13.520,Life Orb,4.143,Other,3.081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garchomp,2022-11,Rocky Helmet,48.801,Choice Scarf,23.731,Life Orb,8.211,Lum Berry,7.858,Leftovers,5.348,Yache Berry,4.420,Other,1.632,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keldeo,2022-11,Choice Specs,53.956,Choice Scarf,22.111,Expert Belt,12.651,Leftovers,9.749,Other,1.534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tornadus-Therian,2022-11,Assault Vest,76.758,Rocky Helmet,9.431,Life Orb,9.351,Other,4.459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dragonite,2022-11,Lum Berry,71.112,Leftovers,14.352,Weakness Policy,7.461,Dragon Fang,3.991,Other,3.084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ferrothorn,2022-11,Leftovers,82.288,Rocky Helmet,11.726,Chople Berry,2.183,Other,3.803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thundurus,2022-11,Leftovers,44.620,Life Orb,33.006,Expert Belt,13.609,Rocky Helmet,3.744,Focus Sash,3.300,Other,1.720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metagross-Mega,2022-11,Metagrossite,100.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latias,2022-11,Leftovers,33.997,Life Orb,18.154,Choice Scarf,13.001,Colbur Berry,8.396,Light Clay,6.520,Expert Belt,6.290,Rocky Helmet,4.083,Lum Berry,3.590,Focus Sash,3.531,Other,2.439,,,,,,,,,,,,,,,,,,,,,,
Starmie,2022-11,Leftovers,53.179,Life Orb,30.192,Expert Belt,11.754,Other,4.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scizor-Mega,2022-11,Scizorite,100.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manaphy,2022-11,Leftovers,55.064,Sitrus Berry,17.438,Wacan Berry,9.492,Salac Berry,8.691,Lum Berry,7.232,Other,2.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyranitar,2022-11,Choice Band,37.034,Choice Scarf,20.288,Chople Berry,13.848,Smooth Rock,9.988,Assault Vest,5.427,Leftovers,5.177,Shuca Berry,4.076,Other,4.161,,,,,,,,,,,,,,,,,,,,,,,,,,
Lopunny-Mega,2022-11,Lopunnite,100.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azumarill,2022-11,Sitrus Berry,79.138,Choice Band,18.628,Other,2.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azelf,2022-11,Focus Sash,98.038,Other,1.962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slowbro,2022-11,Leftovers,46.457,Rocky Helmet,36.366,Colbur Berry,15.975,Other,1.203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mew,2022-11,Leftovers,55.368,Colbur Berry,16.236,Lum Berry,14.717,Expert Belt,10.013,Other,3.665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medicham-Mega,2022-11,Medichamite,100.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manectric-Mega,2022-11,Manectite,100.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latios,2022-11,Life Orb,55.805,Choice Scarf,21.702,Choice Specs,17.939,Other,4.553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victini,2022-11,Expert Belt,71.309,Choice Band,16.947,Choice Scarf,11.377,Other,0.367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
