name,snapshot,nature1,usage1,hp1,attack1,defense1,sp attack1,sp defense1,speed1,nature2,usage2,hp2,attack2,defense2,sp attack2,sp defense2,speed2,nature3,usage3,hp3,attack3,defense3,sp attack3,sp defense3,speed3,nature4,usage4,hp4,attack4,defense4,sp attack4,sp defense4,speed4,nature5,usage5,hp5,attack5,defense5,sp attack5,sp defense5,speed5,nature6,usage6,hp6,attack6,defense6,sp attack6,sp defense6,speed6
Landorus-Therian,2022-11,Careful,11.251,252,0,4,0,252,0,Jolly,9.208,0,252,0,0,4,252,Careful,8.39,248,0,8,0,252,0,Impish,4.91,252,0,164,0,0,92,Jolly,3.685,0,252,4,0,0,252,Adamant,3.645,0,252,0,0,4,252
Dragapult,2022-11,Timid,32.36,0,0,0,252,4,252,Modest,17.556,0,0,0,252,4,252,Adamant,7.481,0,252,0,0,4,252,Lonely,5.534,0,252,0,4,0,252,Jolly,4.84,0,252,0,0,4,252,Naughty,3.014,0,252,0,4,0,252
Melmetal,2022-11,Adamant,9.398,252,252,0,0,4,0,Adamant,8.229,0,252,0,0,244,12,Careful,8.135,128,116,0,0,252,12,Adamant,6.363,20,232,0,0,224,32,Adamant,5.969,0,252,0,0,196,60,Adamant,5.632,120,116,0,0,252,20
Garchomp,2022-11,Jolly,45.538,0,252,0,0,4,252,Jolly,8.222,0,252,4,0,0,252,Careful,6.706,240,0,0,0,252,16,Jolly,4.889,252,0,136,0,0,120,Jolly,3.183,4,252,0,0,0,252,Naive,1.969,0,252,0,4,0,252
Ferrothorn,2022-11,Impish,13.761,252,0,252,0,4,0,Relaxed,8.055,248,8,252,0,0,0,Relaxed,6.51,252,0,252,0,4,0,Impish,4.412,252,4,252,0,0,0,Impish,4.189,248,8,252,0,0,0,Relaxed,3.992,252,4,252,0,0,0
Heatran,2022-11,Timid,22.893,0,0,0,252,4,252,Calm,10.272,252,0,0,0,232,24,Calm,9.785,252,0,0,4,252,0,Modest,6.381,0,0,0,252,4,252,Bold,4.415,248,0,252,0,8,0,Modest,3.303,252,0,0,252,4,0
Zapdos,2022-11,Timid,14.517,248,0,220,0,0,40,Timid,8.684,4,0,0,252,0,252,Timid,8.58,0,0,0,252,4,252,Timid,7.442,0,0,4,252,0,252,Bold,4.856,248,0,252,0,8,0,Modest,4.137,248,0,0,252,8,0
Weavile,2022-11,Jolly,53.425,0,252,0,0,4,252,Adamant,31.797,0,252,0,0,4,252,Jolly,5.347,0,252,4,0,0,252,Jolly,2.774,4,252,0,0,0,252,Adamant,2.18,0,252,4,0,0,252,,,,,,,,
Kartana,2022-11,Jolly,66.21,0,252,0,0,4,252,Jolly,12.132,0,252,4,0,0,252,Timid,4.811,252,0,4,0,0,252,Jolly,3.256,4,252,0,0,0,252,Timid,2.698,252,0,0,0,4,252,Timid,1.692,248,0,8,0,0,252
Tapu Lele,2022-11,Modest,42.83,0,0,0,252,4,252,Timid,41.38,0,0,0,252,4,252,Timid,4.309,4,0,0,252,0,252,Timid,2.304,0,0,4,252,0,252,Modest,2.098,0,0,4,252,0,252,Modest,1.744,4,0,0,252,0,252
Rillaboom,2022-11,Adamant,25.633,0,252,0,0,4,252,Adamant,19.063,0,252,4,0,0,252,Jolly,13.252,0,252,0,0,4,252,Adamant,10.249,236,252,0,0,0,20,Adamant,2.655,4,252,0,0,0,252,Adamant,2.396,252,252,4,0,0,0
Urshifu-Rapid-Strike,2022-11,Jolly,51.569,0,252,0,0,4,252,Jolly,30.009,0,252,4,0,0,252,Jolly,6.625,4,252,0,0,0,252,Adamant,3.59,0,252,4,0,0,252,Adamant,2.678,0,252,0,0,4,252,Adamant,1.84,4,252,0,0,0,252
Clefable,2022-11,Bold,21.176,252,0,252,0,4,0,Calm,8.144,252,0,200,0,56,0,Bold,6.747,252,0,252,4,0,0,Bold,6.562,252,0,252,0,0,4,Calm,6.124,252,0,0,4,252,0,Bold,5.024,252,0,248,0,0,8
