name,snapshot,counterName1,usageErrors1,errors1,koUsage1,switchUsage1,counterName2,usageErrors2,errors2,koUsage2,switchUsage2,counterName3,usageErrors3,errors3,koUsage3,switchUsage3,counterName4,usageErrors4,errors4,koUsage4,switchUsage4,counterName5,usageErrors5,errors5,koUsage5,switchUsage5,counterName6,usageErrors6,errors6,koUsage6,switchUsage6,counterName7,usageErrors7,errors7,koUsage7,switchUsage7,counterName8,usageErrors8,errors8,koUsage8,switchUsage8,counterName9,usageErrors9,errors9,koUsage9,switchUsage9,counterName10,usageErrors10,errors10,koUsage10,switchUsage10,counterName11,usageErrors11,errors11,koUsage11,switchUsage11,counterName12,usageErrors12,errors12,koUsage12,switchUsage12
Tyranitar,2022-11,Breloom,92.86,4.96,25.2,67.6,Suicune,79.98,5.19,21,58.9,Metagross,71.08,4.22,28.6,42.5,Swampert,66.79,4.16,23.9,42.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metagross,2022-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skarmory,2022-11,Moltres,98.64,2.49,14.5,84.2,Magneton,95.61,2.76,95.6,0,Charizard,95.57,3.95,18.9,76.7,Jirachi,91.81,4.75,19.6,72.2,Zapdos,81.73,3.67,11.6,70.2,Gengar,82.22,4.77,15.8,66.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swampert,2022-11,Celebi,78.46,5.16,15.8,62.6,Suicune,83.61,7.69,25.6,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gengar,2022-11,Tyranitar,71.42,5.27,47.1,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zapdos,2022-11,Snorlax,82.59,5.34,14.6,68,Blissey,71.39,4.62,5.6,65.8,Tyranitar,68.27,4.35,15.5,52.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blissey,2022-11,Heracross,88.84,6.68,16.4,72.5,Metagross,81.06,5.3,7.4,73.6,Tyranitar,71.57,4.89,15.8,55.8,Snorlax,78.83,7.04,1,77.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salamence,2022-11,Blissey,78.26,5.93,25.7,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snorlax,2022-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dugtrio,2022-11,Skarmory,90.19,4.1,5.7,84.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
