Pokemon,Usage,Snapshot
Snorlax,91.54245,2022-11
Cloyster,62.27159,2022-11
Zapdos,58.85237,2022-11
Gengar,33.49085,2022-11
Tyranitar,25.96514,2022-11
Exeggutor,25.31952,2022-11
Raikou,23.56075,2022-11
Skarmory,21.80321,2022-11
Starmie,21.42288,2022-11
Machamp,21.12284,2022-11
Golem,16.78888,2022-11
Jynx,16.67982,2022-11
Steelix,15.61943,2022-11
Forretress,12.66032,2022-11
Nidoking,12.43272,2022-11
Marowak,12.30449,2022-11
Blissey,11.68755,2022-11
Miltank,11.44004,2022-11
Smeargle,9.09285,2022-11
Scizor,8.73152,2022-11
Vaporeon,7.90741,2022-11
Rhydon,7.01421,2022-11
Jolteon,6.43892,2022-11
Dragonite,5.16982,2022-11
Donphan,5.05574,2022-11
Misdreavus,5.03541,2022-11
Quagsire,4.33414,2022-11
Umbreon,3.59132,2022-11
Mr. Mime,3.36988,2022-11
Suicune,3.20806,2022-11
Charizard,2.82359,2022-11
Porygon2,2.53042,2022-11
Alakazam,2.51184,2022-11
Tentacruel,1.57108,2022-11
Houndoom,1.46284,2022-11
Scyther,1.43335,2022-11
Politoed,1.43145,2022-11
Girafarig,1.4314,2022-11
Granbull,1.4314,2022-11
Haunter,1.4314,2022-11
Ursaring,1.36266,2022-11
Heracross,1.24547,2022-11
Electrode,1.13346,2022-11
Espeon,1.12648,2022-11
Piloswine,1.10044,2022-11
Moltres,1.07454,2022-11
Qwilfish,1.03172,2022-11
Dugtrio,0.90125,2022-11
Venusaur,0.72212,2022-11
Pikachu,0.71384,2022-11
Entei,0.68425,2022-11
Ampharos,0.66934,2022-11
Gligar,0.61148,2022-11
Meganium,0.56103,2022-11
Poliwrath,0.49447,2022-11
Kangaskhan,0.46338,2022-11
Lanturn,0.46235,2022-11
Blastoise,0.44795,2022-11
Parasect,0.42404,2022-11
Tauros,0.35972,2022-11
Typhlosion,0.2906,2022-11
Chansey,0.28112,2022-11
Muk,0.2523,2022-11
Clefable,0.2357,2022-11
Shuckle,0.23453,2022-11
Slowbro,0.2256,2022-11
Electabuzz,0.22317,2022-11
Crobat,0.19112,2022-11
Raichu,0.10762,2022-11
Magmar,0.0819,2022-11
Kingdra,0.06602,2022-11
Articuno,0.05396,2022-11
Weezing,0.04957,2022-11
Aerodactyl,0.04702,2022-11
Lapras,0.03585,2022-11
Ditto,0.02691,2022-11
Flareon,0.0193,2022-11
Gyarados,0.00704,2022-11
Nidoqueen,0.00696,2022-11
Wobbuffet,0.00033,2022-11
Sneasel,0.00012,2022-11
Arcanine,0.00012,2022-11
Ninetales,0.00011,2022-11
Hitmonlee,0.00009,2022-11
Pidgeot,0.00006,2022-11
Delibird,0,2022-11
Sandslash,0,2022-11
Magneton,0,2022-11
Unown,0,2022-11
Mareep,0,2022-11
Magikarp,0,2022-11
Corsola,0,2022-11
Caterpie,0,2022-11
Paras,0,2022-11
Kadabra,0,2022-11
Butterfree,0,2022-11
Tangela,0,2022-11
Slowpoke,0,2022-11
Dragonair,0,2022-11
Farfetch'd,0,2022-11
Slugma,0,2022-11
Sunkern,0,2022-11
Magnemite,0,2022-11
Cleffa,0,2022-11
Quilava,0,2022-11
Dratini,0,2022-11
Mantine,0,2022-11
Pineco,0,2022-11
Raticate,0,2022-11
Snubbull,0,2022-11
Houndour,0,2022-11
Omastar,0,2022-11
Rattata,0,2022-11
Ledian,0,2022-11
Pinsir,0,2022-11
Beedrill,0,2022-11
Fearow,0,2022-11
Marill,0,2022-11
Bulbasaur,0,2022-11
Abra,0,2022-11
Arbok,0,2022-11
Wigglytuff,0,2022-11
Croconaw,0,2022-11
Graveler,0,2022-11
Persian,0,2022-11
Geodude,0,2022-11
Bellossom,0,2022-11
Pidgeotto,0,2022-11
Noctowl,0,2022-11
Primeape,0,2022-11
Squirtle,0,2022-11
Vulpix,0,2022-11
Skiploom,0,2022-11
Totodile,0,2022-11
Golduck,0,2022-11
Chikorita,0,2022-11
Magcargo,0,2022-11
Wooper,0,2022-11
Togetic,0,2022-11
Kabutops,0,2022-11
Feraligatr,0,2022-11
Slowking,0,2022-11
Voltorb,0,2022-11
Dunsparce,0,2022-11
Metapod,0,2022-11
Bayleef,0,2022-11
Lickitung,0,2022-11
Ivysaur,0,2022-11
Aipom,0,2022-11
Vileplume,0,2022-11
Gastly,0,2022-11
Elekid,0,2022-11
Hypno,0,2022-11
Machoke,0,2022-11
Yanma,0,2022-11
Jumpluff,0,2022-11
Eevee,0,2022-11
Sandshrew,0,2022-11
Victreebel,0,2022-11
Nidorino,0,2022-11
Kingler,0,2022-11
Exeggcute,0,2022-11
Weepinbell,0,2022-11
Golbat,0,2022-11
Dodrio,0,2022-11
Rapidash,0,2022-11
Krabby,0,2022-11
Seadra,0,2022-11
Porygon,0,2022-11
Charmander,0,2022-11
Pichu,0,2022-11
Togepi,0,2022-11
Furret,0,2022-11
Kabuto,0,2022-11
Stantler,0,2022-11
Xatu,0,2022-11
Pupitar,0,2022-11
Octillery,0,2022-11
Venonat,0,2022-11
Natu,0,2022-11
Spinarak,0,2022-11
Dewgong,0,2022-11
Hitmonchan,0,2022-11
Sudowoodo,0,2022-11
Cyndaquil,0,2022-11
Flaaffy,0,2022-11
Rhyhorn,0,2022-11
Phanpy,0,2022-11
Cubone,0,2022-11
Weedle,0,2022-11
Azumarill,0,2022-11
Onix,0,2022-11
Clefairy,0,2022-11
Murkrow,0,2022-11
Venomoth,0,2022-11
Ariados,0,2022-11
Ledyba,0,2022-11
Sunflora,0,2022-11
Hitmontop,0,2022-11
Venusaur-Mega,0,2022-11
Charmeleon,0,2022-11
