name,snapshot,nature1,usage1,hp1,attack1,defense1,sp attack1,sp defense1,speed1,nature2,usage2,hp2,attack2,defense2,sp attack2,sp defense2,speed2,nature3,usage3,hp3,attack3,defense3,sp attack3,sp defense3,speed3,nature4,usage4,hp4,attack4,defense4,sp attack4,sp defense4,speed4,nature5,usage5,hp5,attack5,defense5,sp attack5,sp defense5,speed5,nature6,usage6,hp6,attack6,defense6,sp attack6,sp defense6,speed6
Tyranitar,2022-11,Jolly,27.828,0,252,0,0,4,252,Jolly,10.367,4,252,0,0,0,252,Adamant,4.571,252,252,0,0,4,0,Jolly,4.177,8,248,0,0,0,252,Lonely,4.027,48,144,0,52,184,80,Adamant,2.66,180,252,0,0,0,76
Latias,2022-11,Timid,40.955,0,0,0,252,4,252,Timid,6,0,0,4,252,0,252,Bold,5.208,252,0,252,4,0,0,Modest,3.267,16,0,64,252,0,176,Modest,3.169,8,0,144,252,0,104,Modest,2.99,252,0,0,252,4,0
Jirachi,2022-11,Jolly,13.194,0,252,0,0,4,252,Jolly,5.312,240,32,0,0,56,180,Impish,5.19,252,0,252,0,4,0,Bold,4.344,252,0,224,0,0,32,Naive,3.825,0,252,0,0,4,252,Jolly,3.245,252,0,40,0,40,176
Heatran,2022-11,Timid,15.034,0,0,0,252,4,252,Naive,11.876,0,0,0,252,4,252,Hasty,9.426,0,4,0,252,0,252,Hasty,4.839,0,56,0,252,0,200,Calm,4.681,244,0,0,36,12,216,Timid,4.541,4,0,0,252,0,252
Metagross,2022-11,Adamant,14.021,252,252,0,0,0,4,Jolly,9.168,4,252,0,0,0,252,Adamant,6.629,252,252,0,0,4,0,Adamant,6.203,252,76,12,0,168,0,Jolly,4.884,60,252,0,0,0,196,Adamant,4.407,80,252,0,0,0,176
Starmie,2022-11,Timid,38.021,0,0,0,252,4,252,Bold,8.467,252,0,252,0,4,0,Timid,8.403,252,0,0,0,4,252,Timid,7.301,4,0,0,252,0,252,Bold,5.897,252,0,200,0,0,56,Timid,3.855,236,0,0,20,0,252
Scizor,2022-11,Adamant,33.106,248,252,0,0,8,0,Adamant,10.61,252,252,0,0,0,4,Adamant,8.763,0,252,4,0,252,0,Adamant,6.951,248,252,0,0,0,8,Adamant,6.136,248,56,12,0,192,0,Adamant,5.298,248,56,0,0,204,0
Gyarados,2022-11,Adamant,18.976,0,252,0,0,4,252,Adamant,16.022,0,252,4,0,0,252,Adamant,11.099,156,72,96,0,0,184,Jolly,10.847,4,252,0,0,0,252,Adamant,5.302,72,252,0,0,0,184,Adamant,5.246,4,252,0,0,0,252
Breloom,2022-11,Jolly,16.815,4,252,0,0,0,252,Jolly,15.56,0,252,0,0,4,252,Adamant,8.388,12,252,0,0,0,244,Adamant,5.888,252,96,140,0,0,20,Jolly,5.537,12,252,0,0,0,244,Jolly,5.488,0,252,4,0,0,252
Swampert,2022-11,Adamant,19.605,240,252,0,0,0,16,Adamant,11.795,252,252,0,0,0,4,Adamant,10.601,252,252,0,0,4,0,Relaxed,8.828,248,0,216,0,40,4,Relaxed,6.09,252,0,224,0,32,0,Modest,5.029,236,0,0,172,80,20
Flygon,2022-11,Jolly,52.546,0,252,0,0,4,252,Hasty,10.613,0,4,0,252,0,252,Adamant,8.486,0,252,0,0,4,252,Jolly,3.727,0,252,4,0,0,252,Jolly,2.862,4,252,0,0,0,252,Naive,2.772,0,4,0,252,0,252
Skarmory,2022-11,Impish,8.595,252,0,252,0,4,0,Impish,8.429,252,4,252,0,0,0,Calm,5.096,252,0,0,0,216,40,Jolly,5.092,80,252,0,0,0,176,Careful,4.818,252,0,4,0,252,0,Impish,4.123,252,0,232,0,0,24
Gengar,2022-11,Timid,28.172,0,0,0,252,4,252,Timid,19.476,0,0,4,252,0,252,Timid,6.017,80,0,0,176,0,252,Timid,4.637,4,0,0,252,0,252,Timid,4.567,104,0,16,192,0,196,Hasty,4.036,0,4,0,252,0,252
Infernape,2022-11,Naive,21.955,0,252,0,64,0,192,Jolly,19.185,0,252,0,0,4,252,Adamant,15.262,4,252,0,0,0,252,Naive,7.483,0,64,0,252,0,192,Naive,6.043,0,144,0,164,0,200,Naive,5.895,0,56,0,252,0,200
Dragonite,2022-11,Adamant,21.002,0,252,0,0,4,252,Mild,17.021,0,56,0,252,0,200,Quiet,6.405,252,56,0,196,0,4,Adamant,6.401,0,252,4,0,0,252,Rash,5.242,0,40,0,236,0,232,Mild,4.503,252,56,0,196,0,4
Lucario,2022-11,Jolly,41.065,0,252,0,0,4,252,Adamant,38.835,0,252,0,0,4,252,Adamant,5.562,0,252,4,0,0,252,Adamant,5.533,4,252,0,0,0,252,Modest,5.135,0,0,0,252,4,252,,,,,,,,
Zapdos,2022-11,Modest,17.824,60,0,0,252,0,196,Bold,11.21,248,0,228,0,0,32,Modest,10.322,0,0,0,252,4,252,Modest,8.058,16,0,0,252,0,240,Modest,7.817,4,0,0,252,0,252,Bold,5.947,248,0,216,0,12,32
Rotom-Heat,2022-11,Modest,15.001,0,0,0,252,4,252,Bold,14.288,252,0,252,4,0,0,Timid,10.833,0,0,0,252,4,252,Timid,8.665,4,0,0,252,0,252,Bold,7.331,248,0,40,0,0,220,Timid,5.714,112,0,0,192,0,204
Rotom-Wash,2022-11,Timid,37.163,0,0,0,252,4,252,Bold,10.88,252,0,252,4,0,0,Timid,8.693,6,0,0,252,0,252,Timid,7.165,48,0,0,252,0,208,Modest,3.2,64,0,0,236,0,208,Timid,2.977,4,0,0,252,0,252
Azelf,2022-11,Naive,17.962,0,0,4,252,0,252,Jolly,14.446,0,252,0,0,4,252,Jolly,9.056,200,0,224,0,24,60,Jolly,3.492,4,252,0,0,0,252,Jolly,3.479,0,112,0,0,144,252,Jolly,3.414,196,0,252,0,0,60
Machamp,2022-11,Adamant,34.928,248,252,0,0,8,0,Adamant,19.18,0,252,0,0,4,252,Adamant,6.515,196,252,0,0,0,60,Adamant,3.506,248,252,0,0,0,8,Adamant,3.007,100,252,0,0,0,156,Adamant,2.882,188,252,0,0,0,64
Suicune,2022-11,Timid,19.689,252,0,0,60,0,196,Timid,18.213,0,0,0,252,4,252,Timid,11.479,40,0,0,252,0,216,Timid,6.839,252,0,0,120,0,136,Timid,6.511,4,0,0,252,0,252,Timid,6.288,108,0,0,196,0,196
Empoleon,2022-11,Timid,19.791,40,0,0,252,0,216,Modest,13.133,0,4,0,252,0,252,Calm,10.822,252,0,0,0,252,4,Modest,9.309,0,0,0,252,4,252,Adamant,8.335,0,252,0,0,4,252,Modest,5.383,0,0,40,252,0,216
