name,snapshot,nature1,usage1,hp1,attack1,defense1,sp attack1,sp defense1,speed1,nature2,usage2,hp2,attack2,defense2,sp attack2,sp defense2,speed2,nature3,usage3,hp3,attack3,defense3,sp attack3,sp defense3,speed3,nature4,usage4,hp4,attack4,defense4,sp attack4,sp defense4,speed4,nature5,usage5,hp5,attack5,defense5,sp attack5,sp defense5,speed5,nature6,usage6,hp6,attack6,defense6,sp attack6,sp defense6,speed6
Tyranitar,2022-11,Jolly,9.229,4,252,0,0,0,252,Modest,5.897,252,0,0,252,0,4,Hasty,5.32,0,4,0,252,0,252,Adamant,3.835,248,80,0,0,0,180,Adamant,3.606,248,252,0,0,8,0,Jolly,3.593,0,252,4,0,0,252
Metagross,2022-11,Adamant,13.216,168,252,0,0,0,88,Adamant,10.694,252,176,80,0,0,0,Adamant,6.832,68,252,0,0,0,188,Adamant,6.672,128,252,0,0,0,128,Quiet,5.501,252,0,0,252,0,4,Adamant,2.115,0,252,0,0,168,88
Skarmory,2022-11,Careful,33.635,252,0,0,0,252,4,Careful,8.926,248,0,0,0,252,8,Careful,8.508,248,0,0,0,248,12,Careful,5.859,252,0,4,0,252,0,Adamant,5.278,4,252,0,0,0,252,Calm,2.931,252,0,4,0,252,0
Swampert,2022-11,Relaxed,16.231,248,0,216,0,44,0,Timid,11.636,0,0,4,252,0,252,Rash,6.586,0,0,108,252,0,148,Brave,4.856,176,136,0,156,4,36,Naive,3.936,4,0,0,252,0,252,Bold,3.553,248,0,204,0,44,12
Gengar,2022-11,Timid,14.109,0,0,0,252,4,252,Timid,11.83,248,0,44,8,112,96,Hasty,4.684,0,4,0,252,0,252,Hasty,4.133,0,172,0,144,0,192,Hasty,3.545,40,0,0,252,0,216,Timid,3.516,68,0,0,252,0,188
Zapdos,2022-11,Timid,13.515,4,0,0,252,0,252,Timid,11.347,0,0,0,252,4,252,Timid,6.146,252,0,56,0,20,180,Modest,5.406,0,0,0,252,120,136,Calm,3.318,248,0,0,0,216,44,Calm,3.075,252,0,0,0,216,40
Blissey,2022-11,Bold,17.783,44,0,252,212,0,0,Modest,16.009,0,0,252,252,0,4,Bold,6.063,252,0,252,0,4,0,Modest,5.948,4,0,252,252,0,0,Modest,5.615,0,0,240,252,0,16,Bold,5.183,0,0,252,252,4,0
Salamence,2022-11,Rash,14.053,0,4,0,252,0,252,Adamant,11.515,4,252,0,0,0,252,Rash,9.309,0,24,0,232,0,252,Naive,7.985,0,4,0,252,0,252,Adamant,7.818,116,252,0,0,0,140,Adamant,4.438,0,252,0,0,4,252
Snorlax,2022-11,Adamant,12.632,92,116,144,0,144,12,Adamant,10.436,16,244,116,0,116,16,Adamant,9.196,80,176,124,0,108,20,Careful,5.494,144,96,132,0,136,0,Adamant,4.076,64,176,100,0,128,40,Adamant,3.08,16,176,120,0,160,36
Dugtrio,2022-11,Jolly,21.567,0,252,0,0,4,252,Jolly,6.866,4,252,0,0,0,252,Jolly,5.687,0,252,4,0,0,252,Jolly,4.853,0,252,0,0,0,252,Jolly,3.996,8,248,0,0,0,252,Adamant,3.624,40,236,0,0,100,132
Celebi,2022-11,Bold,9.748,252,0,124,40,60,32,Bold,8.85,252,0,224,0,0,32,Calm,5.349,252,0,48,12,196,0,Timid,4.819,252,0,0,76,0,180,Modest,3.77,0,0,0,252,4,252,Timid,3.004,76,0,0,252,0,180
Magneton,2022-11,Modest,25.885,4,0,0,252,0,252,Modest,9.184,16,0,0,252,100,140,Timid,8.449,68,0,0,252,0,188,Modest,7.807,0,0,0,252,4,252,Timid,6.949,4,0,0,252,0,252,Modest,5.09,76,0,0,252,0,180
Jirachi,2022-11,Modest,9.001,252,0,40,80,0,136,Timid,8.693,0,0,4,252,0,252,Brave,5.421,240,248,0,20,0,0,Calm,5.373,252,0,76,0,148,32,Timid,4.714,4,0,0,252,0,252,Modest,4.077,252,0,40,152,0,64
Claydol,2022-11,Adamant,23.378,252,216,0,32,0,8,Adamant,8.398,24,252,0,0,0,232,Relaxed,5.117,248,216,16,0,28,0,Sassy,4.92,240,220,0,0,32,16,Sassy,3.68,252,0,196,36,24,0,Adamant,3.093,252,252,0,0,0,4
Suicune,2022-11,Modest,18.141,28,0,0,252,0,228,Modest,10.219,100,0,0,252,0,156,Bold,5.788,240,0,252,0,0,16,Modest,3.806,252,0,0,104,0,152,Modest,3.704,252,0,252,4,0,0,Modest,3.541,240,0,0,252,0,16
Aerodactyl,2022-11,Jolly,58.304,4,252,0,0,0,252,Jolly,23.713,0,252,0,0,4,252,Jolly,6.049,12,244,0,0,0,252,Jolly,2.458,0,252,0,0,76,180,Adamant,1.686,4,252,0,0,0,252,Jolly,1.595,0,252,4,0,0,252
Starmie,2022-11,Timid,21.975,4,0,0,252,0,252,Timid,18.844,0,0,0,252,4,252,Timid,13.913,252,0,40,8,32,176,Modest,7.203,4,0,0,252,0,252,Modest,4.643,8,0,0,248,0,252,Timid,3.113,252,0,0,40,0,216
Breloom,2022-11,Jolly,23.231,4,252,0,0,0,252,Jolly,19.717,0,252,4,0,0,252,Adamant,12.947,56,252,0,0,0,200,Jolly,9.649,0,252,0,0,4,252,Adamant,8.562,200,252,0,0,0,56,Adamant,4.365,0,248,0,0,112,148
Heracross,2022-11,Adamant,28.734,0,252,0,0,4,252,Adamant,12.508,4,252,0,0,0,252,Jolly,12.087,4,252,0,0,0,252,Jolly,10.542,0,252,0,0,4,252,Adamant,4.888,0,252,4,0,0,252,Adamant,4.275,24,252,0,0,0,232
Flygon,2022-11,Impish,14.716,252,0,196,0,28,32,Jolly,14.123,4,252,0,0,0,252,Jolly,8.581,0,252,0,4,0,252,Adamant,7.035,4,252,0,0,0,252,Jolly,7.019,0,252,0,0,0,252,Modest,6.992,224,0,0,252,0,32
Charizard,2022-11,Timid,21.598,0,0,0,252,4,252,Modest,13.755,4,0,0,252,0,252,Hasty,9.651,0,4,0,252,0,252,Adamant,8.062,132,240,0,0,0,136,Rash,7.383,0,24,0,240,0,244,Hasty,4.861,0,80,0,176,0,252
Forretress,2022-11,Careful,42.207,252,0,4,0,252,0,Careful,13.504,252,4,0,0,252,0,Careful,9.215,252,0,0,0,252,4,Sassy,7.31,236,4,16,0,252,0,Careful,6.064,252,0,0,0,248,8,Sassy,2.631,252,0,12,0,244,0
Jolteon,2022-11,Timid,47.989,4,0,0,252,0,252,Timid,21.415,76,0,0,180,0,252,Timid,16.26,0,0,0,252,4,252,Timid,3.261,0,0,0,252,0,252,Timid,3.21,48,0,0,208,0,252,Timid,1.877,80,0,0,252,0,176
Gyarados,2022-11,Adamant,26.291,68,252,0,0,0,188,Jolly,10.71,4,252,0,0,0,252,Jolly,7.601,24,252,0,0,0,232,Jolly,6.576,68,252,0,0,0,188,Adamant,5.996,0,252,4,0,0,252,Adamant,5.594,0,208,252,0,0,48
Milotic,2022-11,Bold,19.519,252,0,252,4,0,0,Bold,14.455,64,0,252,192,0,0,Modest,13.833,172,0,0,148,0,188,Bold,11.986,248,0,212,0,0,48,Bold,11.033,252,0,252,0,4,0,Modest,7.997,0,0,116,252,0,140
Moltres,2022-11,Timid,28.123,0,0,0,252,4,252,Modest,17.297,0,0,0,252,4,252,Modest,15.228,0,0,4,252,0,252,Modest,11.032,4,0,0,252,0,252,Modest,7.613,40,0,0,252,0,216,Modest,4.927,0,0,0,252,24,232
Hariyama,2022-11,Adamant,39.379,108,152,0,0,0,248,Adamant,6.056,0,224,252,0,0,32,Adamant,5.723,0,96,228,0,0,184,Adamant,5.354,0,228,160,0,60,60,Impish,4.469,0,96,252,0,160,0,Adamant,3.629,0,216,176,0,104,12
Porygon2,2022-11,Bold,45.387,252,0,200,0,56,0,Bold,17.909,252,0,200,56,0,0,Bold,8.634,248,0,192,0,68,0,Relaxed,7.364,252,0,208,0,48,0,Relaxed,6.316,240,68,200,0,0,0,Bold,4.413,252,0,228,12,16,0
Raikou,2022-11,Modest,44.56,4,0,0,252,0,252,Modest,12.616,0,0,4,252,0,252,Timid,9.289,216,0,0,88,44,160,Modest,6.217,0,0,0,252,0,252,Timid,4.762,0,0,4,252,0,252,Timid,4.683,4,0,0,252,0,252
Regice,2022-11,Quiet,14.572,252,0,0,252,0,0,Quiet,11.72,248,8,0,252,0,0,Quiet,11.647,252,104,0,152,0,0,Quiet,11.32,240,16,0,252,0,0,Quiet,9.072,236,20,36,216,0,0,Quiet,8.146,248,112,0,148,0,0
Marowak,2022-11,Jolly,49.738,40,252,0,0,0,216,Adamant,27.564,100,220,0,0,0,188,Jolly,8.142,24,252,0,0,0,232,Adamant,4.066,24,252,0,0,4,228,Adamant,3.158,224,252,0,0,4,28,Adamant,2.625,0,252,116,0,0,140
Medicham,2022-11,Adamant,21.646,0,252,64,0,0,192,Jolly,19.407,4,252,0,0,0,252,Jolly,18.063,0,252,0,0,4,252,Adamant,17.542,0,252,0,0,4,252,Adamant,12.859,4,252,0,0,0,252,Adamant,2.856,60,252,0,0,0,196
Glalie,2022-11,Timid,56.208,40,0,0,0,252,216,Timid,21.031,252,0,0,4,0,252,Naive,5.591,252,4,0,0,0,252,Timid,4.436,252,0,0,0,4,252,Timid,4.287,252,0,0,12,140,104,Bold,2.851,252,0,60,0,0,196
Cloyster,2022-11,Modest,13.962,252,0,0,236,0,20,Timid,13.053,72,0,0,0,244,192,Timid,11.809,72,0,0,8,244,184,Timid,8.856,64,0,0,0,248,196,Modest,7.798,64,0,0,136,248,60,Relaxed,5.399,252,0,0,0,244,12
Kingdra,2022-11,Modest,28.141,104,0,0,252,0,152,Modest,27.918,248,0,0,252,0,8,Modest,12.856,240,0,0,252,0,16,Modest,9.132,248,0,0,244,0,16,Modest,7.647,236,0,0,252,4,16,Modest,4.546,232,0,0,252,0,24
Blaziken,2022-11,Jolly,41.816,4,252,0,0,0,252,Adamant,13.864,80,232,0,0,0,196,Rash,12.76,16,56,0,240,0,196,Lonely,8.85,80,224,0,0,0,204,Mild,5.343,0,60,0,252,0,196,Mild,4.615,0,64,0,252,0,192
Machamp,2022-11,Adamant,50.92,128,252,0,0,0,128,Adamant,26.211,252,136,112,0,0,8,Adamant,8.605,184,252,0,0,0,72,Adamant,4.656,248,216,8,0,12,24,Careful,2.273,192,0,64,0,252,0,Adamant,1.906,252,252,0,0,4,0
Hypno,2022-11,Calm,95.825,248,0,0,0,148,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Houndoom,2022-11,Modest,20.545,56,0,0,236,0,216,Timid,18.045,56,0,0,252,12,188,Modest,16.417,8,0,0,248,0,252,Modest,11.491,56,0,0,252,0,200,Modest,7.841,0,0,0,220,108,180,Modest,6.355,0,0,0,252,80,176
Venusaur,2022-11,Timid,50.862,8,0,0,192,56,252,Timid,17.304,68,0,0,200,0,240,Jolly,9.92,76,252,0,0,4,176,Timid,6.094,0,0,0,252,4,252,Brave,5.495,208,248,0,28,0,24,Timid,4.934,56,0,0,84,116,252
Ludicolo,2022-11,Modest,64.342,252,0,120,136,0,0,Modest,24.301,168,0,0,252,0,88,Modest,5.764,152,0,0,252,0,104,Modest,2.64,0,0,0,252,4,252,,,,,,,,,,,,,,,,
Ninjask,2022-11,Jolly,75.326,248,0,8,0,0,252,Hardy,8.63,252,0,48,0,50,156,Timid,7.173,252,0,4,0,0,252,Jolly,2.791,0,252,4,0,0,252,Jolly,1.816,0,252,0,0,4,252,,,,,,,,
Dragonite,2022-11,Adamant,47.333,116,224,60,0,80,28,Quiet,30.519,120,64,0,252,68,4,Quiet,5.951,252,4,0,252,0,0,Lonely,4.369,0,252,0,4,0,252,Quiet,3.949,192,0,0,204,100,12,Careful,3.625,252,0,128,0,128,0
Jynx,2022-11,Timid,36.305,4,0,0,252,0,252,Timid,21.035,24,0,0,232,0,252,Timid,11.594,120,0,0,200,0,188,Modest,9.919,40,0,0,252,0,216,Timid,7.02,0,0,0,252,4,252,Timid,4.218,8,0,0,248,0,252
Alakazam,2022-11,Timid,51.695,0,0,0,252,4,252,Timid,32.906,4,0,0,252,0,252,Lonely,12.744,0,252,0,0,0,252,,,,,,,,,,,,,,,,,,,,,,,,
Lanturn,2022-11,Modest,72.234,8,0,88,168,84,160,Modest,6.264,0,0,0,252,48,208,Modest,6.217,252,0,0,252,4,0,Modest,5.217,0,0,0,252,96,160,Modest,4.566,0,0,0,252,204,52,Calm,2.55,4,0,252,252,0,0
Smeargle,2022-11,Jolly,36.948,12,188,0,0,56,252,Jolly,25.657,4,0,0,0,252,252,Jolly,11.604,68,0,0,0,188,252,Jolly,8.836,80,0,0,0,184,244,Timid,6.354,252,0,0,0,4,252,Jolly,4.183,36,0,0,0,248,220
Lapras,2022-11,Bold,90.643,252,0,176,80,0,0,Calm,4.942,252,0,0,4,252,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sceptile,2022-11,Timid,31.257,0,0,4,252,0,252,Timid,22.416,0,0,0,252,4,252,Timid,13.711,28,0,0,252,0,228,Timid,6.876,44,0,0,248,0,216,Timid,6.642,8,0,0,248,0,252,Hasty,4.807,0,0,0,252,0,252
Vaporeon,2022-11,Timid,49.381,16,0,0,240,0,252,Bold,16.54,252,0,228,0,28,0,Bold,9.522,56,0,236,120,0,96,Bold,5.88,12,0,252,0,116,128,Bold,4.769,0,0,252,0,128,128,Bold,3.453,232,0,252,0,0,24
Steelix,2022-11,Impish,34.865,252,36,0,0,220,0,Adamant,21.927,248,236,0,0,4,20,Careful,13.195,252,4,0,0,252,0,Adamant,11.17,252,252,0,0,4,0,Relaxed,10.416,252,36,0,44,176,0,Adamant,5.605,252,108,0,0,148,0
Regirock,2022-11,Adamant,52.467,56,252,0,0,0,200,Adamant,24.077,0,252,0,0,84,172,Adamant,12.116,252,252,4,0,0,0,Adamant,3.702,252,252,0,0,0,4,Adamant,3.367,4,252,0,0,0,252,,,,,,,,
Dusclops,2022-11,Careful,59.217,252,36,20,0,200,0,Impish,15.956,252,0,96,0,160,0,Calm,6.278,252,0,4,0,252,0,Careful,6.141,252,4,0,0,252,0,Calm,5.72,252,0,0,4,252,0,Impish,2.959,252,0,40,0,160,56
Armaldo,2022-11,Adamant,41.59,248,232,28,0,0,0,Adamant,22.324,252,252,4,0,0,0,Adamant,13.63,202,252,56,0,0,0,Adamant,11.763,188,252,68,0,0,0,Hardy,5.599,128,252,0,0,0,128,Careful,2.402,252,4,0,0,252,0
Weezing,2022-11,Relaxed,34.833,252,0,252,0,4,0,Impish,22.539,248,76,156,0,0,28,Impish,20.207,252,4,252,0,0,0,Impish,10.99,252,0,252,0,0,4,Brave,4.708,252,252,0,4,0,0,Adamant,4.012,252,156,0,0,0,100
Ursaring,2022-11,Adamant,94.816,120,252,0,0,0,136,Adamant,4.482,160,252,0,0,0,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arcanine,2022-11,Quiet,71.213,252,0,0,180,48,28,Calm,13.574,252,0,0,4,252,0,Modest,7.727,248,76,0,0,0,184,Quiet,5.981,252,0,0,180,36,40,,,,,,,,,,,,,,,,
Espeon,2022-11,Timid,82.72,248,0,0,0,72,188,Bold,7.741,116,0,176,20,16,180,Timid,5.12,248,0,0,0,84,176,,,,,,,,,,,,,,,,,,,,,,,,
Scizor,2022-11,Jolly,83.723,0,252,0,0,4,252,Jolly,15.083,12,244,0,0,0,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camerupt,2022-11,Brave,52.861,28,188,0,136,156,0,Naughty,14.859,0,220,0,36,0,252,Lonely,12.611,4,252,0,252,0,0,Mild,6.671,0,0,0,252,252,4,Mild,6.551,4,252,0,252,0,0,Brave,4.937,4,252,0,252,0,0
Registeel,2022-11,Careful,39.937,252,36,0,0,220,0,Careful,25.69,252,4,0,0,252,0,Impish,19.71,248,0,104,0,156,0,Bold,9.091,248,0,8,0,252,0,Bold,3.541,252,0,252,0,4,0,,,,,,,,
Exeggutor,2022-11,Modest,24.239,252,0,0,88,0,168,Naive,14.813,0,164,0,92,0,252,Modest,13.051,52,0,0,252,0,204,Modest,12.346,48,0,0,252,0,208,Timid,11.639,172,4,0,60,28,244,Modest,9.836,0,0,0,252,4,252
Gardevoir,2022-11,Timid,60.058,56,0,0,252,0,200,Timid,26.688,252,0,4,0,0,252,Timid,11.331,4,0,252,0,0,252,,,,,,,,,,,,,,,,,,,,,,,,
Tropius,2022-11,Calm,100,164,0,0,0,252,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nidoking,2022-11,Lonely,40.234,0,240,0,120,0,148,Naive,16.15,0,252,0,4,0,252,Lonely,14.66,0,216,0,124,0,168,Jolly,13.524,4,252,0,0,0,252,Adamant,11.936,24,252,0,0,0,232,,,,,,,,
Linoone,2022-11,Adamant,44.098,108,252,12,0,0,136,Adamant,28.806,4,252,0,0,0,252,Adamant,25.036,144,252,0,0,0,112,,,,,,,,,,,,,,,,,,,,,,,,
Miltank,2022-11,Impish,88.826,220,192,96,0,0,0,Jolly,5.915,252,0,0,0,4,252,Hardy,1.596,164,0,104,0,116,124,,,,,,,,,,,,,,,,,,,,,,,,
Banette,2022-11,Calm,51.003,248,0,8,0,252,0,Modest,27.843,252,0,4,252,0,0,Adamant,16.449,0,252,0,0,4,252,,,,,,,,,,,,,,,,,,,,,,,,
